subject,lineup_id,order,a,b,n,x_dist,rep
9,378,18,-1,16,300,uniform,3
10,315,5,1,16,50,normal,1
11,389,8,1,64,300,uniform,3
12,431,5,-1,64,100,lognormal,3
13,488,8,0,4,100,normal,2
14,82,1,-1,0.25,300,normal,1
15,171,15,-1,4,300,lognormal,2
16,411,13,-1,0.25,300,lognormal,1
17,19,11,0,0.25,300,even_discrete,3
18,310,6,-1,16,300,even_discrete,3
19,375,17,-1,1,300,uniform,1
20,136,1,0,0.25,100,even_discrete,2
21,81,3,-1,4,300,normal,3
22,502,9,1,1,50,even_discrete,2
23,519,16,-1,16,300,even_discrete,2
24,127,12,-1,0.25,300,uniform,2
25,239,1,0,0.25,100,uniform,2
26,522,4,-1,64,300,normal,2
27,120,19,0,4,50,uniform,1
28,135,9,0,1,100,normal,3
29,279,6,1,0.25,100,even_discrete,1
30,196,6,0,16,50,uniform,1
31,565,8,-1,0.25,50,normal,3
32,330,5,-1,1,50,uniform,3
33,99,17,-1,1,300,uniform,3
34,47,13,1,64,100,lognormal,1
35,198,17,1,0.25,50,even_discrete,1
36,159,18,0,4,50,even_discrete,1
37,20,11,0,1,300,normal,2
38,492,1,-1,64,300,even_discrete,3
39,22,1,0,16,300,even_discrete,2
40,278,14,1,1,50,normal,3
41,391,2,-1,4,300,even_discrete,1
42,565,12,-1,0.25,50,normal,3
43,410,14,1,16,300,lognormal,3
44,282,5,0,1,300,normal,1
45,101,20,1,16,300,uniform,1
46,255,13,-1,64,300,uniform,2
47,338,17,0,64,300,lognormal,3
48,527,15,0,4,100,uniform,3
49,224,20,0,0.25,300,lognormal,1
50,306,11,-1,1,100,lognormal,3
51,569,1,-1,4,100,lognormal,1
52,497,18,-1,1,300,even_discrete,3
53,432,14,1,4,50,even_discrete,3
54,246,14,1,4,300,uniform,2
55,387,14,0,1,50,uniform,3
56,287,16,1,64,100,uniform,3
57,20,14,0,1,300,normal,2
58,357,9,1,1,50,even_discrete,3
59,529,6,0,16,50,normal,1
60,510,13,-1,64,50,normal,2
61,91,14,-1,4,300,lognormal,1
62,562,4,-1,1,50,normal,3
63,104,2,1,64,100,lognormal,3
64,71,20,0,16,300,even_discrete,3
65,567,16,1,0.25,50,normal,3
66,539,1,1,16,300,normal,2
67,529,10,0,16,50,normal,1
68,318,20,0,0.25,50,normal,3
69,294,2,1,16,50,lognormal,2
70,148,14,1,4,100,lognormal,3
71,335,10,-1,64,50,normal,3
72,192,8,1,1,100,lognormal,1
73,157,15,1,0.25,100,normal,2
74,257,13,1,16,50,uniform,3
75,144,15,-1,1,50,normal,2
76,334,19,0,16,100,lognormal,3
77,21,19,1,1,300,normal,3
78,43,4,0,64,50,even_discrete,3
79,575,7,0,16,300,uniform,1
80,39,5,1,1,50,lognormal,2
81,350,20,0,4,50,uniform,3
82,15,6,1,4,50,lognormal,2
83,416,10,0,16,100,even_discrete,2
84,77,5,-1,16,300,normal,3
85,283,4,1,0.25,50,lognormal,1
86,542,3,-1,4,300,lognormal,3
87,466,9,1,16,50,lognormal,1
88,55,2,1,4,100,normal,3
89,270,14,0,0.25,50,uniform,1
90,108,20,-1,0.25,50,even_discrete,3
91,504,16,0,64,100,even_discrete,2
92,276,17,0,4,50,lognormal,2
93,360,8,1,1,50,uniform,3
94,394,12,-1,16,300,even_discrete,1
95,199,4,-1,0.25,50,uniform,1
96,498,4,0,4,100,lognormal,3
97,233,5,0,1,300,even_discrete,2
98,37,10,0,0.25,100,uniform,1
99,99,18,-1,1,300,uniform,3
100,137,8,1,4,100,uniform,1
101,25,7,0,1,100,lognormal,1
102,495,19,-1,0.25,50,lognormal,1
103,303,12,-1,1,300,even_discrete,1
104,177,1,1,4,300,even_discrete,1
105,290,8,1,4,50,lognormal,3
106,574,6,0,4,50,normal,1
107,324,16,0,64,50,normal,3
108,347,10,1,4,100,uniform,3
109,511,7,0,4,300,lognormal,2
110,395,7,0,1,50,normal,3
111,224,8,0,0.25,300,lognormal,1
112,446,11,-1,4,300,even_discrete,3
113,335,16,-1,64,50,normal,3
114,34,10,-1,16,100,normal,2
115,231,12,0,4,50,even_discrete,2
116,519,1,-1,16,300,even_discrete,2
117,82,5,-1,0.25,300,normal,1
118,103,13,-1,1,300,normal,2
119,336,10,0,4,100,uniform,2
120,553,11,0,16,300,uniform,2
121,70,16,1,16,300,even_discrete,3
122,496,9,0,16,100,lognormal,1
123,487,4,-1,64,100,even_discrete,2
124,449,18,0,64,300,uniform,1
125,6,11,-1,1,50,normal,1
126,495,4,-1,0.25,50,lognormal,1
127,408,6,-1,0.25,300,uniform,3
128,407,7,0,0.25,300,lognormal,3
129,132,5,-1,4,50,even_discrete,1
130,1,6,-1,0.25,300,even_discrete,3
131,34,20,-1,16,100,normal,2
132,418,3,-1,1,100,uniform,1
133,13,10,1,16,300,normal,3
134,457,2,1,16,100,uniform,3
135,565,16,-1,0.25,50,normal,3
136,52,14,-1,4,50,uniform,1
137,118,11,0,4,100,normal,3
138,322,19,0,0.25,50,uniform,3
139,565,6,-1,0.25,50,normal,3
140,290,12,1,4,50,lognormal,3
141,246,8,1,4,300,uniform,2
142,543,18,-1,4,100,uniform,2
143,517,15,-1,16,300,normal,1
144,465,17,0,1,50,even_discrete,3
145,490,13,0,16,300,lognormal,1
146,145,2,0,4,300,even_discrete,2
147,399,5,1,64,100,uniform,1
148,417,16,1,4,100,lognormal,1
149,527,20,0,4,100,uniform,3
150,297,7,0,0.25,100,lognormal,3
151,42,15,1,0.25,50,normal,2
152,236,15,0,1,50,lognormal,2
153,201,13,-1,16,300,normal,2
154,103,14,-1,1,300,normal,2
155,62,11,-1,4,300,uniform,2
156,109,13,1,16,100,lognormal,2
157,117,13,-1,1,100,lognormal,2
158,151,15,0,16,300,normal,3
159,223,19,0,64,300,normal,3
160,31,16,-1,16,300,lognormal,2
1,449,16,0,64,300,uniform,1
2,437,19,-1,64,100,normal,2
3,243,15,-1,64,50,even_discrete,2
4,293,15,1,1,100,normal,1
5,409,11,0,64,100,normal,1
6,167,12,1,0.25,50,lognormal,3
7,354,1,-1,16,50,even_discrete,3
8,166,14,-1,0.25,50,lognormal,3
9,496,14,0,16,100,lognormal,1
10,208,7,0,16,300,lognormal,3
11,534,20,0,0.25,300,normal,2
12,63,14,1,64,300,uniform,1
13,52,13,-1,4,50,uniform,1
14,481,3,1,16,50,even_discrete,1
15,575,2,0,16,300,uniform,1
16,331,6,0,64,50,uniform,3
17,477,19,0,4,100,lognormal,2
18,423,9,0,64,300,lognormal,2
19,159,15,0,4,50,even_discrete,1
20,250,15,-1,16,300,lognormal,1
21,88,2,1,1,50,lognormal,3
22,442,12,-1,16,100,uniform,3
23,311,17,0,16,100,uniform,3
24,335,20,-1,64,50,normal,3
25,522,10,-1,64,300,normal,2
26,477,10,0,4,100,lognormal,2
27,215,3,-1,64,100,even_discrete,1
28,486,20,0,64,50,even_discrete,1
29,17,13,0,0.25,300,lognormal,2
30,91,13,-1,4,300,lognormal,1
31,481,9,1,16,50,even_discrete,1
32,437,2,-1,64,100,normal,2
33,203,13,1,4,100,normal,2
34,77,17,-1,16,300,normal,3
35,477,2,0,4,100,lognormal,2
36,327,7,-1,4,100,normal,1
37,176,9,-1,0.25,100,normal,1
38,530,13,-1,1,100,uniform,2
39,493,10,1,1,100,lognormal,2
40,138,7,0,0.25,300,even_discrete,2
41,260,10,1,64,50,normal,2
42,146,10,-1,64,100,lognormal,2
43,50,5,-1,64,100,normal,3
44,523,4,-1,64,300,uniform,1
45,181,18,0,16,100,normal,1
46,108,8,-1,0.25,50,even_discrete,3
47,437,11,-1,64,100,normal,2
48,97,5,1,64,50,even_discrete,3
49,558,16,1,16,300,normal,1
50,310,7,-1,16,300,even_discrete,3
51,555,11,0,64,50,lognormal,1
52,276,4,0,4,50,lognormal,2
53,415,20,-1,0.25,300,lognormal,2
54,559,10,0,16,300,normal,1
55,283,13,1,0.25,50,lognormal,1
56,79,4,0,4,300,even_discrete,1
57,314,8,-1,1,100,even_discrete,1
58,566,11,0,0.25,100,lognormal,2
59,250,13,-1,16,300,lognormal,1
60,435,10,0,64,100,even_discrete,1
61,297,6,0,0.25,100,lognormal,3
62,115,10,0,0.25,300,normal,1
63,528,13,0,16,50,even_discrete,2
64,505,15,1,4,50,uniform,2
65,408,9,-1,0.25,300,uniform,3
66,511,7,0,4,300,lognormal,2
67,284,8,1,4,300,normal,1
68,497,12,-1,1,300,even_discrete,3
69,213,17,0,1,100,lognormal,2
70,5,18,-1,1,50,uniform,2
71,389,7,1,64,300,uniform,3
72,105,12,1,0.25,100,uniform,3
73,412,13,0,0.25,50,lognormal,1
74,38,2,-1,0.25,100,lognormal,2
75,397,5,1,64,50,uniform,2
76,558,17,1,16,300,normal,1
77,421,20,-1,0.25,50,uniform,2
78,471,19,-1,4,300,uniform,3
79,28,4,-1,4,50,lognormal,3
80,50,3,-1,64,100,normal,3
81,216,2,-1,16,50,normal,3
82,430,20,0,64,100,uniform,2
83,193,12,1,4,300,lognormal,1
84,498,12,0,4,100,lognormal,3
85,385,17,0,0.25,100,even_discrete,3
86,137,13,1,4,100,uniform,1
87,180,17,-1,1,100,uniform,3
88,83,17,1,1,50,uniform,2
89,462,15,0,64,100,lognormal,2
90,18,3,-1,4,100,lognormal,2
91,532,10,1,16,300,lognormal,2
92,112,7,-1,4,300,normal,2
93,300,16,0,4,50,normal,3
94,498,8,0,4,100,lognormal,3
95,137,13,1,4,100,uniform,1
96,54,15,1,1,300,uniform,3
97,215,7,-1,64,100,even_discrete,1
98,511,4,0,4,300,lognormal,2
99,555,11,0,64,50,lognormal,1
100,294,19,1,16,50,lognormal,2
101,234,2,1,64,300,lognormal,2
102,293,4,1,1,100,normal,1
103,156,1,0,16,300,lognormal,2
104,379,19,0,4,50,uniform,2
105,563,17,1,0.25,100,even_discrete,2
106,174,4,1,16,300,lognormal,1
107,167,4,1,0.25,50,lognormal,3
108,286,6,0,0.25,50,normal,1
109,464,3,-1,64,100,normal,1
110,222,11,-1,4,300,normal,1
111,502,9,1,1,50,even_discrete,2
112,504,10,0,64,100,even_discrete,2
113,442,4,-1,16,100,uniform,3
114,230,6,-1,1,50,even_discrete,1
115,76,1,0,1,100,uniform,1
116,422,10,1,4,50,normal,2
117,268,6,-1,1,50,even_discrete,2
118,566,7,0,0.25,100,lognormal,2
119,260,3,1,64,50,normal,2
120,98,4,1,0.25,50,even_discrete,2
121,520,5,0,4,100,uniform,1
122,393,15,-1,0.25,300,normal,3
123,471,13,-1,4,300,uniform,3
124,464,10,-1,64,100,normal,1
125,27,1,1,1,300,even_discrete,1
126,488,12,0,4,100,normal,2
127,355,17,0,16,50,normal,2
128,428,4,1,0.25,50,even_discrete,3
129,399,12,1,64,100,uniform,1
130,83,13,1,1,50,uniform,2
131,94,4,0,64,300,even_discrete,2
132,548,1,1,16,50,even_discrete,2
133,451,19,-1,0.25,100,lognormal,1
134,355,5,0,16,50,normal,2
135,126,10,0,0.25,100,uniform,3
136,133,2,0,4,100,even_discrete,3
137,88,16,1,1,50,lognormal,3
138,303,14,-1,1,300,even_discrete,1
139,143,1,1,1,100,lognormal,3
140,51,4,-1,16,50,uniform,3
141,435,1,0,64,100,even_discrete,1
142,154,2,0,16,50,even_discrete,1
143,416,6,0,16,100,even_discrete,2
144,533,8,-1,1,100,normal,3
145,541,2,1,16,100,even_discrete,1
146,413,3,-1,4,50,normal,2
147,486,13,0,64,50,even_discrete,1
148,524,13,0,16,300,uniform,3
149,344,10,-1,1,300,normal,3
150,70,4,1,16,300,even_discrete,3
151,405,8,0,1,300,lognormal,1
152,72,10,1,16,300,uniform,2
153,509,12,1,4,50,even_discrete,1
154,67,16,1,1,100,uniform,3
155,466,12,1,16,50,lognormal,1
156,574,7,0,4,50,normal,1
157,465,17,0,1,50,even_discrete,3
158,523,2,-1,64,300,uniform,1
159,491,2,-1,0.25,50,normal,2
160,341,5,0,4,50,lognormal,3
1,509,13,1,4,50,even_discrete,1
2,361,1,0,1,50,even_discrete,2
3,18,17,-1,4,100,lognormal,2
4,355,16,0,16,50,normal,2
5,86,18,0,0.25,50,uniform,2
6,496,4,0,16,100,lognormal,1
7,181,12,0,16,100,normal,1
8,484,1,1,16,50,uniform,1
9,346,7,1,64,50,lognormal,1
10,306,16,-1,1,100,lognormal,3
11,310,11,-1,16,300,even_discrete,3
12,161,16,-1,4,50,even_discrete,3
13,468,15,1,0.25,100,lognormal,3
14,340,15,-1,16,100,lognormal,1
15,279,12,1,0.25,100,even_discrete,1
16,58,2,1,16,100,even_discrete,2
17,176,5,-1,0.25,100,normal,1
18,203,13,1,4,100,normal,2
19,531,9,1,16,100,normal,2
20,347,5,1,4,100,uniform,3
21,184,18,0,64,100,even_discrete,3
22,220,16,0,0.25,300,normal,3
23,506,9,1,1,50,uniform,1
24,521,8,-1,4,100,lognormal,3
25,230,11,-1,1,50,even_discrete,1
26,251,17,1,0.25,50,uniform,1
27,63,9,1,64,300,uniform,1
28,74,12,-1,1,300,uniform,2
29,243,14,-1,64,50,even_discrete,2
30,111,17,1,16,100,normal,1
31,125,14,1,0.25,100,lognormal,2
32,290,17,1,4,50,lognormal,3
33,480,20,0,4,300,lognormal,1
34,312,6,0,4,100,normal,1
35,72,15,1,16,300,uniform,2
36,246,8,1,4,300,uniform,2
37,5,17,-1,1,50,uniform,2
38,53,7,0,4,100,even_discrete,1
39,367,13,-1,64,50,lognormal,1
40,356,3,-1,16,100,normal,1
41,265,3,0,0,100,uniform,2
42,305,2,0,64,300,uniform,3
43,161,11,-1,4,50,even_discrete,3
44,450,12,0,0.25,50,even_discrete,2
45,321,3,-1,1,50,lognormal,3
46,254,2,-1,1,100,lognormal,1
47,83,2,1,1,50,uniform,2
48,224,19,0,0.25,300,lognormal,1
49,458,3,-1,1,100,even_discrete,2
50,552,10,1,0.25,100,uniform,1
51,177,6,1,4,300,even_discrete,1
52,323,9,-1,64,50,uniform,1
53,356,12,-1,16,100,normal,1
54,560,5,1,64,100,even_discrete,2
55,547,17,-1,64,50,even_discrete,3
56,141,13,-1,16,50,lognormal,2
57,307,7,1,64,50,lognormal,2
58,102,15,1,4,300,normal,3
59,125,4,1,0.25,100,lognormal,2
60,101,14,1,16,300,uniform,1
61,505,19,1,4,50,uniform,2
62,105,14,1,0.25,100,uniform,3
63,534,1,0,0.25,300,normal,2
64,461,12,-1,0.25,100,normal,2
65,338,10,0,64,300,lognormal,3
66,545,3,0,1,100,uniform,3
67,530,2,-1,1,100,uniform,2
68,363,7,1,0.25,300,even_discrete,2
69,376,14,-1,4,300,even_discrete,2
70,140,8,-1,64,300,even_discrete,2
71,227,12,0,1,100,lognormal,3
72,20,11,0,1,300,normal,2
73,344,19,-1,1,300,normal,3
74,568,16,0,4,300,normal,2
75,159,19,0,4,50,even_discrete,1
76,550,14,0,64,50,even_discrete,2
77,117,12,-1,1,100,lognormal,2
78,291,15,1,1,100,normal,2
79,352,16,1,64,300,even_discrete,1
80,196,17,0,16,50,uniform,1
81,388,5,1,64,50,lognormal,3
82,144,12,-1,1,50,normal,2
83,381,13,-1,4,100,uniform,1
84,157,14,1,0.25,100,normal,2
85,464,14,-1,64,100,normal,1
86,371,5,0,1,50,lognormal,1
87,205,5,0,4,300,even_discrete,3
88,363,13,1,0.25,300,even_discrete,2
89,67,6,1,1,100,uniform,3
90,557,19,1,0.25,300,uniform,1
91,29,9,0,0.25,50,even_discrete,3
92,399,15,1,64,100,uniform,1
93,26,12,-1,1,300,lognormal,1
94,466,2,1,16,50,lognormal,1
95,138,11,0,0.25,300,even_discrete,2
96,163,13,0,1,50,lognormal,3
97,278,10,1,1,50,normal,3
98,533,18,-1,1,100,normal,3
99,272,1,1,0.25,100,lognormal,1
100,3,18,0,4,50,even_discrete,3
101,144,6,-1,1,50,normal,2
102,537,17,0,16,50,uniform,3
103,408,2,-1,0.25,300,uniform,3
104,272,11,1,0.25,100,lognormal,1
105,214,19,0,16,100,normal,3
106,333,9,0,16,100,uniform,1
107,171,17,-1,4,300,lognormal,2
108,30,7,-1,1,300,even_discrete,2
109,357,11,1,1,50,even_discrete,3
110,279,3,1,0.25,100,even_discrete,1
111,433,20,1,16,300,uniform,3
112,227,13,0,1,100,lognormal,3
113,138,14,0,0.25,300,even_discrete,2
114,575,13,0,16,300,uniform,1
115,255,16,-1,64,300,uniform,2
116,273,19,0,64,100,lognormal,1
117,288,20,-1,16,100,uniform,2
118,548,12,1,16,50,even_discrete,2
119,517,4,-1,16,300,normal,1
120,459,15,-1,16,100,even_discrete,3
121,321,18,-1,1,50,lognormal,3
122,525,17,0,1,50,even_discrete,1
123,270,15,0,0.25,50,uniform,1
124,433,2,1,16,300,uniform,3
125,64,4,0,64,300,normal,2
126,59,1,0,1,300,even_discrete,1
127,563,11,1,0.25,100,even_discrete,2
128,168,14,-1,64,300,normal,1
129,134,17,-1,64,300,lognormal,2
130,288,18,-1,16,100,uniform,2
131,564,2,1,64,50,uniform,1
132,94,13,0,64,300,even_discrete,2
133,61,15,0,1,300,uniform,3
134,238,13,-1,0.25,300,normal,2
135,374,5,1,64,300,normal,2
136,271,9,1,1,300,even_discrete,3
137,225,15,-1,0.25,300,even_discrete,1
138,383,6,0,1,100,normal,2
139,228,10,1,64,300,even_discrete,2
140,13,16,1,16,300,normal,3
141,229,16,-1,64,50,uniform,3
142,304,5,1,0.25,300,even_discrete,3
143,269,12,1,0.25,50,normal,1
144,500,12,1,64,300,uniform,2
145,285,3,1,4,50,uniform,3
146,25,11,0,1,100,lognormal,1
147,141,20,-1,16,50,lognormal,2
148,501,17,1,16,50,normal,2
149,161,11,-1,4,50,even_discrete,3
150,229,17,-1,64,50,uniform,3
151,246,9,1,4,300,uniform,2
152,142,14,-1,4,50,normal,3
153,365,10,0,16,50,uniform,2
154,133,2,0,4,100,even_discrete,3
155,435,15,0,64,100,even_discrete,1
156,169,3,-1,64,50,uniform,2
157,532,2,1,16,300,lognormal,2
158,342,7,-1,4,50,lognormal,2
159,297,6,0,0.25,100,lognormal,3
160,8,12,1,4,100,even_discrete,2
1,544,18,0,1,50,uniform,1
2,566,14,0,0.25,100,lognormal,2
3,277,19,0,16,100,even_discrete,3
4,381,8,-1,4,100,uniform,1
5,446,7,-1,4,300,even_discrete,3
6,184,2,0,64,100,even_discrete,3
7,219,13,1,0.25,300,normal,2
8,516,2,1,64,100,even_discrete,3
9,224,2,0,0.25,300,lognormal,1
10,243,18,-1,64,50,even_discrete,2
11,184,19,0,64,100,even_discrete,3
12,144,11,-1,1,50,normal,2
13,459,20,-1,16,100,even_discrete,3
14,148,19,1,4,100,lognormal,3
15,243,16,-1,64,50,even_discrete,2
16,306,4,-1,1,100,lognormal,3
17,556,16,0,16,50,normal,3
18,294,11,1,16,50,lognormal,2
19,90,10,0,0.25,100,normal,1
20,240,8,0,64,50,uniform,2
21,124,5,1,0.25,300,uniform,3
22,182,7,0,1,300,lognormal,3
23,26,1,-1,1,300,lognormal,1
24,284,18,1,4,300,normal,1
25,560,2,1,64,100,even_discrete,2
26,453,12,0,16,50,lognormal,1
27,283,11,1,0.25,50,lognormal,1
28,404,10,1,4,50,normal,3
29,425,9,-1,16,100,uniform,1
30,557,10,1,0.25,300,uniform,1
31,368,11,0,0.25,300,uniform,1
32,259,9,-1,16,100,lognormal,2
33,504,9,0,64,100,even_discrete,2
34,185,11,-1,1,50,even_discrete,3
35,32,11,0,64,300,uniform,2
36,514,2,0,0.25,100,lognormal,1
37,500,4,1,64,300,uniform,2
38,86,8,0,0.25,50,uniform,2
39,396,8,0,1,50,normal,1
40,7,13,1,64,50,even_discrete,2
41,476,17,1,1,300,lognormal,3
42,120,4,0,4,50,uniform,1
43,87,3,-1,0.25,300,lognormal,3
44,541,19,1,16,100,even_discrete,1
45,29,5,0,0.25,50,even_discrete,3
46,60,12,1,16,100,uniform,2
47,384,15,0,16,300,normal,2
48,195,9,-1,16,50,lognormal,1
49,513,19,-1,16,50,even_discrete,2
50,396,12,0,1,50,normal,1
51,490,10,0,16,300,lognormal,1
52,38,15,-1,0.25,100,lognormal,2
53,456,8,0,4,300,normal,1
54,180,4,-1,1,100,uniform,3
55,254,8,-1,1,100,lognormal,1
56,387,1,0,1,50,uniform,3
57,496,17,0,16,100,lognormal,1
58,380,12,-1,1,100,normal,2
59,168,18,-1,64,300,normal,1
60,120,9,0,4,50,uniform,1
61,487,7,-1,64,100,even_discrete,2
62,373,15,1,1,100,even_discrete,2
63,165,18,-1,4,100,normal,3
64,218,6,0,64,100,uniform,1
65,123,14,0,0,100,lognormal,3
66,389,10,1,64,300,uniform,3
67,266,15,1,64,300,even_discrete,3
68,545,11,0,1,100,uniform,3
69,550,20,0,64,50,even_discrete,2
70,176,20,-1,0.25,100,normal,1
71,529,8,0,16,50,normal,1
72,510,18,-1,64,50,normal,2
73,104,3,1,64,100,lognormal,3
74,465,6,0,1,50,even_discrete,3
75,37,10,0,0.25,100,uniform,1
76,458,2,-1,1,100,even_discrete,2
77,520,8,0,4,100,uniform,1
78,72,18,1,16,300,uniform,2
79,409,19,0,64,100,normal,1
80,369,7,-1,0.25,300,even_discrete,2
81,68,12,1,1,100,normal,3
82,568,19,0,4,300,normal,2
83,121,7,0,64,50,uniform,1
84,439,15,0,64,50,normal,2
85,559,1,0,16,300,normal,1
86,535,1,0,0.25,50,normal,2
87,463,4,-1,4,50,normal,1
88,286,18,0,0.25,50,normal,1
89,528,13,0,16,50,even_discrete,2
90,559,11,0,16,300,normal,1
91,144,17,-1,1,50,normal,2
92,459,18,-1,16,100,even_discrete,3
93,398,17,0,0.25,100,normal,2
94,117,7,-1,1,100,lognormal,2
95,431,8,-1,64,100,lognormal,3
96,149,5,-1,16,300,lognormal,3
97,188,8,0,4,300,lognormal,3
98,501,2,1,16,50,normal,2
99,156,13,0,16,300,lognormal,2
100,90,11,0,0.25,100,normal,1
101,224,19,0,0.25,300,lognormal,1
102,424,14,0,64,300,even_discrete,1
103,430,3,0,64,100,uniform,2
104,195,20,-1,16,50,lognormal,1
105,26,20,-1,1,300,lognormal,1
106,169,7,-1,64,50,uniform,2
107,51,5,-1,16,50,uniform,3
108,71,1,0,16,300,even_discrete,3
109,297,5,0,0.25,100,lognormal,3
110,408,19,-1,0.25,300,uniform,3
111,129,14,-1,4,300,uniform,1
112,220,5,0,0.25,300,normal,3
113,118,13,0,4,100,normal,3
114,363,9,1,0.25,300,even_discrete,2
115,569,9,-1,4,100,lognormal,1
116,61,8,0,1,300,uniform,3
117,7,19,1,64,50,even_discrete,2
118,137,20,1,4,100,uniform,1
119,142,14,-1,4,50,normal,3
120,407,10,0,0.25,300,lognormal,3
121,68,12,1,1,100,normal,3
122,563,7,1,0.25,100,even_discrete,2
123,223,16,0,64,300,normal,3
124,322,15,0,0.25,50,uniform,3
125,307,20,1,64,50,lognormal,2
126,353,14,1,16,100,even_discrete,3
127,485,20,1,4,300,uniform,3
128,111,17,1,16,100,normal,1
129,30,19,-1,1,300,even_discrete,2
130,59,12,0,1,300,even_discrete,1
131,562,11,-1,1,50,normal,3
132,222,9,-1,4,300,normal,1
133,343,6,-1,16,50,uniform,2
134,171,7,-1,4,300,lognormal,2
135,329,20,0,4,50,normal,2
136,210,7,-1,1,50,lognormal,2
137,72,14,1,16,300,uniform,2
138,164,13,1,64,50,normal,3
139,185,15,-1,1,50,even_discrete,3
140,248,1,0,1,300,normal,3
141,33,10,1,1,300,even_discrete,2
142,396,16,0,1,50,normal,1
143,80,1,1,64,300,lognormal,3
144,251,2,1,0.25,50,uniform,1
145,421,5,-1,0.25,50,uniform,2
146,234,9,1,64,300,lognormal,2
147,480,15,0,4,300,lognormal,1
148,495,12,-1,0.25,50,lognormal,1
149,546,18,0,64,50,normal,1
150,159,14,0,4,50,even_discrete,1
151,202,1,0,16,50,even_discrete,3
152,291,3,1,1,100,normal,2
153,494,8,-1,0.25,100,uniform,1
154,84,5,-1,0.25,50,uniform,3
155,562,17,-1,1,50,normal,3
156,419,12,1,0.25,100,normal,1
157,456,16,0,4,300,normal,1
158,486,16,0,64,50,even_discrete,1
159,388,8,1,64,50,lognormal,3
160,311,7,0,16,100,uniform,3
1,513,19,-1,16,50,even_discrete,2
2,501,12,1,16,50,normal,2
3,296,13,1,16,50,uniform,2
4,374,10,1,64,300,normal,2
5,136,16,0,0.25,100,even_discrete,2
6,445,5,1,64,50,uniform,3
7,113,6,0,0.25,50,lognormal,3
8,160,15,0,64,300,normal,1
9,75,6,-1,64,300,even_discrete,1
10,32,10,0,64,300,uniform,2
11,536,3,1,16,50,lognormal,3
12,61,13,0,1,300,uniform,3
13,33,18,1,1,300,even_discrete,2
14,245,20,-1,1,50,lognormal,1
15,430,5,0,64,100,uniform,2
16,352,1,1,64,300,even_discrete,1
17,440,8,1,64,300,lognormal,1
18,525,10,0,1,50,even_discrete,1
19,246,6,1,4,300,uniform,2
20,522,4,-1,64,300,normal,2
21,3,13,0,4,50,even_discrete,3
22,510,11,-1,64,50,normal,2
23,16,8,0,64,50,lognormal,2
24,434,3,0,64,100,uniform,3
25,559,12,0,16,300,normal,1
26,508,19,-1,16,300,uniform,2
27,301,14,1,1,50,even_discrete,1
28,171,18,-1,4,300,lognormal,2
29,245,2,-1,1,50,lognormal,1
30,140,18,-1,64,300,even_discrete,2
31,256,18,0,1,50,normal,2
32,312,4,0,4,100,normal,1
33,95,7,0,16,100,normal,2
34,68,14,1,1,100,normal,3
35,507,20,1,1,100,even_discrete,3
36,346,1,1,64,50,lognormal,1
37,409,13,0,64,100,normal,1
38,339,16,-1,16,50,uniform,1
39,325,16,-1,0.25,100,normal,3
40,406,1,0,1,100,even_discrete,3
41,529,9,0,16,50,normal,1
42,33,7,1,1,300,even_discrete,2
43,116,9,1,4,100,uniform,2
44,480,7,0,4,300,lognormal,1
45,431,12,-1,64,100,lognormal,3
46,439,16,0,64,50,normal,2
47,275,6,1,0.25,100,uniform,2
48,103,7,-1,1,300,normal,2
49,372,12,1,4,100,normal,1
50,430,17,0,64,100,uniform,2
51,387,13,0,1,50,uniform,3
52,516,11,1,64,100,even_discrete,3
53,105,1,1,0.25,100,uniform,3
54,448,17,0,64,300,lognormal,1
55,410,9,1,16,300,lognormal,3
56,16,3,0,64,50,lognormal,2
57,184,18,0,64,100,even_discrete,3
58,550,14,0,64,50,even_discrete,2
59,213,5,0,1,100,lognormal,2
60,154,1,0,16,50,even_discrete,1
61,440,13,1,64,300,lognormal,1
62,22,12,0,16,300,even_discrete,2
63,285,10,1,4,50,uniform,3
64,568,5,0,4,300,normal,2
65,371,8,0,1,50,lognormal,1
66,29,6,0,0.25,50,even_discrete,3
67,443,1,0,64,50,lognormal,3
68,341,8,0,4,50,lognormal,3
69,148,15,1,4,100,lognormal,3
70,205,15,0,4,300,even_discrete,3
71,357,2,1,1,50,even_discrete,3
72,434,9,0,64,100,uniform,3
73,568,18,0,4,300,normal,2
74,95,4,0,16,100,normal,2
75,292,4,0,1,100,even_discrete,2
76,85,5,0,4,50,lognormal,1
77,263,4,0,16,50,lognormal,2
78,304,10,1,0.25,300,even_discrete,3
79,25,14,0,1,100,lognormal,1
80,531,18,1,16,100,normal,2
81,492,10,-1,64,300,even_discrete,3
82,162,4,1,0.25,300,lognormal,3
83,113,5,0,0.25,50,lognormal,3
84,463,8,-1,4,50,normal,1
85,28,12,-1,4,50,lognormal,3
86,273,12,0,64,100,lognormal,1
87,277,15,0,16,100,even_discrete,3
88,214,20,0,16,100,normal,3
89,149,1,-1,16,300,lognormal,3
90,425,10,-1,16,100,uniform,1
91,213,14,0,1,100,lognormal,2
92,424,1,0,64,300,even_discrete,1
93,391,10,-1,4,300,even_discrete,1
94,90,16,0,0.25,100,normal,1
95,164,9,1,64,50,normal,3
96,572,7,-1,0.25,100,even_discrete,1
