subject,lineup_id,order,a,b,n,x_dist,rep
13,583,2,0,256,300,uniform,2
14,577,16,0,128,300,uniform,1
14,584,12,1,256,300,uniform,2
15,587,20,0,256,300,uniform,3
15,584,8,1,256,300,uniform,2
16,588,9,1,256,300,uniform,3
16,585,12,0,128,300,uniform,3
17,580,1,1,256,300,uniform,1
17,585,13,0,128,300,uniform,3
18,585,15,0,128,300,uniform,3
18,583,19,0,256,300,uniform,2
19,580,12,1,256,300,uniform,1
19,582,1,1,128,300,uniform,2
20,583,13,0,256,300,uniform,2
20,586,10,1,128,300,uniform,3
21,579,11,0,256,300,uniform,1
21,582,17,1,128,300,uniform,2
22,584,15,1,256,300,uniform,2
22,586,10,1,128,300,uniform,3
23,581,20,0,128,300,uniform,2
23,583,18,0,256,300,uniform,2
24,578,16,1,128,300,uniform,1
24,577,11,0,128,300,uniform,1
25,586,3,1,128,300,uniform,3
25,578,8,1,128,300,uniform,1
26,578,16,1,128,300,uniform,1
26,579,18,0,256,300,uniform,1
27,579,17,0,256,300,uniform,1
27,582,5,1,128,300,uniform,2
28,583,15,0,256,300,uniform,2
28,581,13,0,128,300,uniform,2
29,587,8,0,256,300,uniform,3
29,577,11,0,128,300,uniform,1
30,583,5,0,256,300,uniform,2
30,578,3,1,128,300,uniform,1
31,581,7,0,128,300,uniform,2
31,582,10,1,128,300,uniform,2
32,588,6,1,256,300,uniform,3
32,580,19,1,256,300,uniform,1
33,579,3,0,256,300,uniform,1
33,585,10,0,128,300,uniform,3
34,580,2,1,256,300,uniform,1
34,586,5,1,128,300,uniform,3
35,588,4,1,256,300,uniform,3
35,582,1,1,128,300,uniform,2
36,581,4,0,128,300,uniform,2
36,587,9,0,256,300,uniform,3
37,588,2,1,256,300,uniform,3
37,584,16,1,256,300,uniform,2
38,585,11,0,128,300,uniform,3
38,586,18,1,128,300,uniform,3
39,577,14,0,128,300,uniform,1
39,586,11,1,128,300,uniform,3
40,579,20,0,256,300,uniform,1
40,586,10,1,128,300,uniform,3
41,587,1,0,256,300,uniform,3
41,581,7,0,128,300,uniform,2
42,583,9,0,256,300,uniform,2
42,584,5,1,256,300,uniform,2
43,580,1,1,256,300,uniform,1
43,588,7,1,256,300,uniform,3
44,581,1,0,128,300,uniform,2
44,585,13,0,128,300,uniform,3
45,585,8,0,128,300,uniform,3
45,577,15,0,128,300,uniform,1
46,578,15,1,128,300,uniform,1
46,579,1,0,256,300,uniform,1
47,580,10,1,256,300,uniform,1
47,585,9,0,128,300,uniform,3
48,586,18,1,128,300,uniform,3
48,578,16,1,128,300,uniform,1
49,584,14,1,256,300,uniform,2
49,579,5,0,256,300,uniform,1
50,581,15,0,128,300,uniform,2
50,584,18,1,256,300,uniform,2
51,586,7,1,128,300,uniform,3
51,588,19,1,256,300,uniform,3
52,578,19,1,128,300,uniform,1
52,587,5,0,256,300,uniform,3
53,581,5,0,128,300,uniform,2
53,579,3,0,256,300,uniform,1
54,578,11,1,128,300,uniform,1
54,588,18,1,256,300,uniform,3
55,587,19,0,256,300,uniform,3
55,578,12,1,128,300,uniform,1
56,581,17,0,128,300,uniform,2
56,579,5,0,256,300,uniform,1
57,581,12,0,128,300,uniform,2
57,578,6,1,128,300,uniform,1
58,588,6,1,256,300,uniform,3
58,584,20,1,256,300,uniform,2
59,586,17,1,128,300,uniform,3
59,584,16,1,256,300,uniform,2
60,579,7,0,256,300,uniform,1
60,588,11,1,256,300,uniform,3
61,586,11,1,128,300,uniform,3
61,585,3,0,128,300,uniform,3
62,580,16,1,256,300,uniform,1
62,588,13,1,256,300,uniform,3
63,577,15,0,128,300,uniform,1
63,580,7,1,256,300,uniform,1
64,577,2,0,128,300,uniform,1
64,584,10,1,256,300,uniform,2
65,580,15,1,256,300,uniform,1
65,577,4,0,128,300,uniform,1
66,585,5,0,128,300,uniform,3
66,587,18,0,256,300,uniform,3
67,586,20,1,128,300,uniform,3
67,581,13,0,128,300,uniform,2
68,585,19,0,128,300,uniform,3
68,587,1,0,256,300,uniform,3
69,577,7,0,128,300,uniform,1
69,586,3,1,128,300,uniform,3
70,577,2,0,128,300,uniform,1
70,586,9,1,128,300,uniform,3
71,578,16,1,128,300,uniform,1
71,588,5,1,256,300,uniform,3
72,585,4,0,128,300,uniform,3
72,586,19,1,128,300,uniform,3
73,583,14,0,256,300,uniform,2
73,586,8,1,128,300,uniform,3
74,581,15,0,128,300,uniform,2
74,582,5,1,128,300,uniform,2
75,582,9,1,128,300,uniform,2
75,580,8,1,256,300,uniform,1
76,579,10,0,256,300,uniform,1
76,581,7,0,128,300,uniform,2
77,586,15,1,128,300,uniform,3
77,588,2,1,256,300,uniform,3
78,586,7,1,128,300,uniform,3
78,584,3,1,256,300,uniform,2
79,587,17,0,256,300,uniform,3
79,586,13,1,128,300,uniform,3
80,583,13,0,256,300,uniform,2
80,586,12,1,128,300,uniform,3
81,581,18,0,128,300,uniform,2
81,582,17,1,128,300,uniform,2
82,581,9,0,128,300,uniform,2
82,586,16,1,128,300,uniform,3
83,585,17,0,128,300,uniform,3
83,583,14,0,256,300,uniform,2
84,581,4,0,128,300,uniform,2
84,583,10,0,256,300,uniform,2
85,584,7,1,256,300,uniform,2
85,577,3,0,128,300,uniform,1
86,584,16,1,256,300,uniform,2
86,578,9,1,128,300,uniform,1
87,587,19,0,256,300,uniform,3
87,588,6,1,256,300,uniform,3
88,583,11,0,256,300,uniform,2
88,577,3,0,128,300,uniform,1
89,587,4,0,256,300,uniform,3
89,578,19,1,128,300,uniform,1
90,588,13,1,256,300,uniform,3
90,587,9,0,256,300,uniform,3
91,583,15,0,256,300,uniform,2
91,584,18,1,256,300,uniform,2
92,586,2,1,128,300,uniform,3
92,582,9,1,128,300,uniform,2
93,584,18,1,256,300,uniform,2
93,583,5,0,256,300,uniform,2
94,585,17,0,128,300,uniform,3
94,581,6,0,128,300,uniform,2
95,587,19,0,256,300,uniform,3
95,588,3,1,256,300,uniform,3
96,579,2,0,256,300,uniform,1
96,585,19,0,128,300,uniform,3
97,587,9,0,256,300,uniform,3
97,583,3,0,256,300,uniform,2
98,584,3,1,256,300,uniform,2
98,583,15,0,256,300,uniform,2
99,584,8,1,256,300,uniform,2
99,585,5,0,128,300,uniform,3
100,578,12,1,128,300,uniform,1
100,585,6,0,128,300,uniform,3
101,578,9,1,128,300,uniform,1
101,580,3,1,256,300,uniform,1
102,581,13,0,128,300,uniform,2
102,577,18,0,128,300,uniform,1
103,579,11,0,256,300,uniform,1
103,585,14,0,128,300,uniform,3
104,579,14,0,256,300,uniform,1
104,588,5,1,256,300,uniform,3
105,580,4,1,256,300,uniform,1
105,588,9,1,256,300,uniform,3
106,579,10,0,256,300,uniform,1
106,585,11,0,128,300,uniform,3
107,587,1,0,256,300,uniform,3
107,581,11,0,128,300,uniform,2
108,583,13,0,256,300,uniform,2
108,579,14,0,256,300,uniform,1
109,578,14,1,128,300,uniform,1
109,582,19,1,128,300,uniform,2
110,586,12,1,128,300,uniform,3
110,582,9,1,128,300,uniform,2
111,580,5,1,256,300,uniform,1
111,582,17,1,128,300,uniform,2
112,578,16,1,128,300,uniform,1
112,586,15,1,128,300,uniform,3
113,584,11,1,256,300,uniform,2
113,588,8,1,256,300,uniform,3
114,587,2,0,256,300,uniform,3
114,583,15,0,256,300,uniform,2
115,582,7,1,128,300,uniform,2
115,587,10,0,256,300,uniform,3
116,586,17,1,128,300,uniform,3
116,578,18,1,128,300,uniform,1
117,586,9,1,128,300,uniform,3
117,577,17,0,128,300,uniform,1
118,582,5,1,128,300,uniform,2
118,583,18,0,256,300,uniform,2
119,583,20,0,256,300,uniform,2
119,581,17,0,128,300,uniform,2
120,584,18,1,256,300,uniform,2
120,581,2,0,128,300,uniform,2
121,587,19,0,256,300,uniform,3
121,581,11,0,128,300,uniform,2
122,586,11,1,128,300,uniform,3
122,577,2,0,128,300,uniform,1
123,580,18,1,256,300,uniform,1
123,587,8,0,256,300,uniform,3
124,583,13,0,256,300,uniform,2
124,581,12,0,128,300,uniform,2
125,586,19,1,128,300,uniform,3
125,579,8,0,256,300,uniform,1
126,581,5,0,128,300,uniform,2
126,587,8,0,256,300,uniform,3
127,578,5,1,128,300,uniform,1
127,588,13,1,256,300,uniform,3
128,577,5,0,128,300,uniform,1
128,587,1,0,256,300,uniform,3
129,586,18,1,128,300,uniform,3
129,581,7,0,128,300,uniform,2
130,584,8,1,256,300,uniform,2
130,587,2,0,256,300,uniform,3
131,579,1,0,256,300,uniform,1
131,587,14,0,256,300,uniform,3
132,587,11,0,256,300,uniform,3
132,583,16,0,256,300,uniform,2
133,581,11,0,128,300,uniform,2
133,580,7,1,256,300,uniform,1
134,584,15,1,256,300,uniform,2
134,581,19,0,128,300,uniform,2
135,584,8,1,256,300,uniform,2
135,585,3,0,128,300,uniform,3
136,584,19,1,256,300,uniform,2
136,580,10,1,256,300,uniform,1
137,577,19,0,128,300,uniform,1
137,582,7,1,128,300,uniform,2
138,583,18,0,256,300,uniform,2
138,585,11,0,128,300,uniform,3
139,581,20,0,128,300,uniform,2
139,585,16,0,128,300,uniform,3
140,577,13,0,128,300,uniform,1
140,587,19,0,256,300,uniform,3
141,585,4,0,128,300,uniform,3
141,584,2,1,256,300,uniform,2
142,578,13,1,128,300,uniform,1
142,583,4,0,256,300,uniform,2
143,588,14,1,256,300,uniform,3
143,583,5,0,256,300,uniform,2
144,580,16,1,256,300,uniform,1
144,588,10,1,256,300,uniform,3
145,581,18,0,128,300,uniform,2
145,583,4,0,256,300,uniform,2
146,585,6,0,128,300,uniform,3
146,582,19,1,128,300,uniform,2
147,578,12,1,128,300,uniform,1
147,586,8,1,128,300,uniform,3
148,578,11,1,128,300,uniform,1
148,577,5,0,128,300,uniform,1
149,582,12,1,128,300,uniform,2
149,581,2,0,128,300,uniform,2
150,581,2,0,128,300,uniform,2
150,578,3,1,128,300,uniform,1
151,588,7,1,256,300,uniform,3
151,587,5,0,256,300,uniform,3
152,579,18,0,256,300,uniform,1
152,588,9,1,256,300,uniform,3
153,586,17,1,128,300,uniform,3
153,577,5,0,128,300,uniform,1
154,585,17,0,128,300,uniform,3
154,578,8,1,128,300,uniform,1
155,588,13,1,256,300,uniform,3
155,586,7,1,128,300,uniform,3
156,584,11,1,256,300,uniform,2
156,587,19,0,256,300,uniform,3
157,577,9,0,128,300,uniform,1
157,584,6,1,256,300,uniform,2
158,583,14,0,256,300,uniform,2
158,587,17,0,256,300,uniform,3
159,588,18,1,256,300,uniform,3
159,585,12,0,128,300,uniform,3
160,583,13,0,256,300,uniform,2
160,581,19,0,128,300,uniform,2
