subject,unique_lineup_id,order,a,b,n,x_dist,shape,e_sigma,limit_num
122,heter_447,14,-1,1,50,uniform,"NA",1,6
123,heter_232,13,1,0.25,50,uniform,"NA",1,6
1,poly_200,13,"NA","NA",50,uniform,1,0.5,6
2,poly_371,7,"NA","NA",100,uniform,2,2,6
3,poly_390,6,"NA","NA",50,uniform,1,1,6
4,poly_450,20,"NA","NA",50,uniform,3,4,6
5,heter_299,20,-1,64,100,uniform,"NA",1,6
6,poly_232,17,"NA","NA",50,uniform,4,0.5,6
7,poly_472,1,"NA","NA",50,uniform,2,2,6
8,heter_200,13,0,0,50,uniform,"NA",1,15
9,heter_170,13,0,0,300,normal,"NA",1,15
10,heter_359,1,0,0,300,even_discrete,"NA",1,15
11,heter_445,17,1,64,50,uniform,"NA",1,6
12,poly_210,12,"NA","NA",100,uniform,1,2,6
13,heter_505,8,1,4,50,uniform,"NA",1,6
14,poly_283,14,"NA","NA",50,uniform,4,2,6
15,poly_574,1,"NA","NA",300,uniform,1,1,6
16,poly_186,15,"NA","NA",50,uniform,2,4,6
17,heter_296,14,1,16,50,uniform,"NA",1,6
18,heter_561,14,1,16,100,uniform,"NA",1,6
19,poly_283,19,"NA","NA",50,uniform,4,2,6
20,poly_217,14,"NA","NA",300,uniform,2,1,6
21,poly_404,4,"NA","NA",300,uniform,2,1,6
22,poly_132,7,"NA","NA",100,uniform,4,4,6
23,poly_161,4,"NA","NA",100,uniform,4,4,6
24,poly_3,11,"NA","NA",300,uniform,1,4,6
25,poly_525,19,"NA","NA",100,uniform,2,4,6
26,poly_371,2,"NA","NA",100,uniform,2,2,6
27,poly_211,11,"NA","NA",50,uniform,1,0.5,6
28,heter_449,6,0,64,300,uniform,"NA",1,6
29,heter_326,13,1,1,300,uniform,"NA",1,6
30,poly_231,13,"NA","NA",300,uniform,1,4,6
31,poly_242,7,"NA","NA",100,uniform,4,2,6
32,poly_83,2,"NA","NA",100,uniform,3,0.5,6
33,heter_387,19,0,1,50,uniform,"NA",1,6
34,poly_230,4,"NA","NA",100,uniform,1,4,6
35,poly_412,2,"NA","NA",50,uniform,3,2,6
36,poly_355,7,"NA","NA",300,uniform,4,1,6
37,poly_472,1,"NA","NA",50,uniform,2,2,6
38,poly_472,1,"NA","NA",50,uniform,2,2,6
39,heter_365,19,0,16,50,uniform,"NA",1,6
40,poly_132,6,"NA","NA",100,uniform,4,4,6
41,poly_253,18,"NA","NA",50,uniform,2,4,6
42,poly_232,19,"NA","NA",50,uniform,4,0.5,6
43,poly_15,6,"NA","NA",300,uniform,2,2,6
44,heter_54,11,1,1,300,uniform,"NA",1,6
45,poly_390,16,"NA","NA",50,uniform,1,1,6
46,poly_242,14,"NA","NA",100,uniform,4,2,6
47,heter_72,18,1,16,300,uniform,"NA",1,6
48,poly_355,3,"NA","NA",300,uniform,4,1,6
49,poly_3,16,"NA","NA",300,uniform,1,4,6
50,heter_455,5,0,0,50,normal,"NA",1,15
51,poly_199,8,"NA","NA",50,uniform,2,0.5,6
52,poly_15,1,"NA","NA",300,uniform,2,2,6
53,heter_124,10,1,0.25,300,uniform,"NA",1,6
54,heter_478,14,0,0,100,even_discrete,"NA",1,15
55,poly_447,8,"NA","NA",100,uniform,1,0.5,6
56,poly_525,8,"NA","NA",100,uniform,2,4,6
57,heter_265,16,0,0,100,uniform,"NA",1,15
58,poly_354,1,"NA","NA",300,uniform,3,4,6
59,poly_321,6,"NA","NA",100,uniform,1,2,6
60,poly_242,8,"NA","NA",100,uniform,4,2,6
61,heter_561,11,1,16,100,uniform,"NA",1,6
62,poly_199,18,"NA","NA",50,uniform,2,0.5,6
63,heter_45,3,-1,16,300,uniform,"NA",1,6
64,poly_341,6,"NA","NA",300,uniform,1,2,6
65,poly_412,2,"NA","NA",50,uniform,3,2,6
66,poly_509,18,"NA","NA",300,uniform,2,4,6
67,poly_24,14,"NA","NA",300,uniform,3,1,6
68,poly_562,9,"NA","NA",100,uniform,1,1,6
69,poly_211,12,"NA","NA",50,uniform,1,0.5,6
70,heter_375,19,-1,1,300,uniform,"NA",1,6
71,poly_528,11,"NA","NA",300,uniform,4,4,6
72,poly_83,10,"NA","NA",100,uniform,3,0.5,6
73,poly_191,19,"NA","NA",100,uniform,3,1,6
74,poly_301,17,"NA","NA",100,uniform,3,4,6
75,heter_549,9,0,0,300,uniform,"NA",1,15
76,poly_253,17,"NA","NA",50,uniform,2,4,6
77,poly_52,7,"NA","NA",100,uniform,4,0.5,6
78,poly_119,3,"NA","NA",50,uniform,1,4,6
79,heter_564,17,1,64,50,uniform,"NA",1,6
80,heter_326,4,1,1,300,uniform,"NA",1,6
81,heter_479,16,0,0,100,normal,"NA",1,15
82,poly_186,1,"NA","NA",50,uniform,2,4,6
83,poly_354,18,"NA","NA",300,uniform,3,4,6
84,poly_161,4,"NA","NA",100,uniform,4,4,6
85,poly_245,8,"NA","NA",100,uniform,1,2,6
86,heter_72,1,1,16,300,uniform,"NA",1,6
87,heter_561,2,1,16,100,uniform,"NA",1,6
88,poly_167,1,"NA","NA",50,uniform,4,2,6
89,poly_242,20,"NA","NA",100,uniform,4,2,6
90,poly_199,10,"NA","NA",50,uniform,2,0.5,6
91,heter_484,1,1,16,50,uniform,"NA",1,6
92,poly_232,7,"NA","NA",50,uniform,4,0.5,6
93,poly_342,8,"NA","NA",100,uniform,4,2,6
94,heter_99,12,-1,1,300,uniform,"NA",1,6
95,poly_256,11,"NA","NA",100,uniform,2,1,6
96,poly_78,8,"NA","NA",100,uniform,3,2,6
97,poly_342,1,"NA","NA",100,uniform,4,2,6
98,poly_6,15,"NA","NA",100,uniform,1,1,6
99,poly_210,7,"NA","NA",100,uniform,1,2,6
100,poly_283,16,"NA","NA",50,uniform,4,2,6
101,poly_412,13,"NA","NA",50,uniform,3,2,6
102,poly_167,14,"NA","NA",50,uniform,4,2,6
103,heter_506,2,1,1,50,uniform,"NA",1,6
104,poly_42,17,"NA","NA",50,uniform,4,1,6
105,poly_342,10,"NA","NA",100,uniform,4,2,6
106,heter_179,1,-1,0.25,300,uniform,"NA",1,6
107,poly_535,18,"NA","NA",50,uniform,3,1,6
108,heter_397,7,1,64,50,uniform,"NA",1,6
109,poly_283,2,"NA","NA",50,uniform,4,2,6
110,heter_61,16,0,1,300,uniform,"NA",1,6
111,poly_88,20,"NA","NA",100,uniform,3,2,6
112,poly_341,2,"NA","NA",300,uniform,1,2,6
113,poly_301,12,"NA","NA",100,uniform,3,4,6
114,poly_472,5,"NA","NA",50,uniform,2,2,6
115,poly_396,13,"NA","NA",100,uniform,2,1,6
116,heter_322,19,0,0.25,50,uniform,"NA",1,6
117,poly_106,1,"NA","NA",50,uniform,1,2,6
118,heter_84,12,-1,0.25,50,uniform,"NA",1,6
119,poly_342,3,"NA","NA",100,uniform,4,2,6
120,poly_309,20,"NA","NA",300,uniform,3,4,6
121,heter_255,18,-1,64,300,uniform,"NA",1,6
122,poly_210,6,"NA","NA",100,uniform,1,2,6
123,heter_83,5,1,1,50,uniform,"NA",1,6
1,heter_4,1,-1,4,50,uniform,"NA",1,6
2,poly_329,19,"NA","NA",300,uniform,1,1,6
3,heter_408,2,-1,0.25,300,uniform,"NA",1,6
4,poly_413,17,"NA","NA",100,uniform,4,1,6
5,heter_331,3,0,64,50,uniform,"NA",1,6
6,poly_562,5,"NA","NA",100,uniform,1,1,6
7,poly_562,10,"NA","NA",100,uniform,1,1,6
8,heter_295,20,0,0,50,even_discrete,"NA",1,15
9,heter_288,2,-1,16,100,uniform,"NA",1,6
10,heter_124,17,1,0.25,300,uniform,"NA",1,6
11,heter_252,15,-1,64,100,uniform,"NA",1,6
12,heter_543,10,-1,4,100,uniform,"NA",1,6
13,heter_386,18,0,0,100,uniform,"NA",1,15
14,heter_226,5,-1,4,100,uniform,"NA",1,6
15,heter_251,8,1,0.25,50,uniform,"NA",1,6
16,poly_144,5,"NA","NA",100,uniform,1,1,6
17,heter_508,8,-1,16,300,uniform,"NA",1,6
18,heter_257,1,1,16,50,uniform,"NA",1,6
19,poly_318,15,"NA","NA",50,uniform,3,1,6
20,poly_221,13,"NA","NA",100,uniform,3,1,6
21,heter_399,11,1,64,100,uniform,"NA",1,6
22,poly_574,6,"NA","NA",300,uniform,1,1,6
23,heter_433,17,1,16,300,uniform,"NA",1,6
24,poly_217,1,"NA","NA",300,uniform,2,1,6
25,poly_142,3,"NA","NA",100,uniform,4,1,6
26,heter_557,9,1,0.25,300,uniform,"NA",1,6
27,poly_396,16,"NA","NA",100,uniform,2,1,6
28,heter_526,12,0,0,300,lognormal,"NA",1,15
29,poly_529,1,"NA","NA",300,uniform,4,1,6
30,poly_256,4,"NA","NA",100,uniform,2,1,6
31,poly_396,19,"NA","NA",100,uniform,2,1,6
32,poly_567,9,"NA","NA",50,uniform,4,1,6
33,heter_206,6,0,16,100,uniform,"NA",1,6
34,poly_278,6,"NA","NA",100,uniform,3,1,6
35,poly_355,8,"NA","NA",300,uniform,4,1,6
36,poly_565,5,"NA","NA",50,uniform,2,1,6
37,poly_395,17,"NA","NA",100,uniform,2,1,6
38,poly_318,13,"NA","NA",50,uniform,3,1,6
39,heter_226,17,-1,4,100,uniform,"NA",1,6
40,poly_574,18,"NA","NA",300,uniform,1,1,6
41,poly_565,11,"NA","NA",50,uniform,2,1,6
42,heter_408,1,-1,0.25,300,uniform,"NA",1,6
43,poly_491,1,"NA","NA",50,uniform,2,1,6
44,heter_434,14,0,64,100,uniform,"NA",1,6
45,heter_494,2,-1,0.25,100,uniform,"NA",1,6
46,heter_447,12,-1,1,50,uniform,"NA",1,6
47,heter_378,14,-1,16,300,uniform,"NA",1,6
48,heter_484,5,1,16,50,uniform,"NA",1,6
49,poly_565,20,"NA","NA",50,uniform,2,1,6
50,heter_152,13,0,0,100,even_discrete,"NA",1,15
51,heter_418,17,-1,1,100,uniform,"NA",1,6
52,heter_575,15,0,16,300,uniform,"NA",1,6
53,heter_232,20,1,0.25,50,uniform,"NA",1,6
54,heter_543,11,-1,4,100,uniform,"NA",1,6
55,heter_524,1,0,16,300,uniform,"NA",1,6
56,poly_256,18,"NA","NA",100,uniform,2,1,6
57,heter_299,14,-1,64,100,uniform,"NA",1,6
58,poly_144,14,"NA","NA",100,uniform,1,1,6
59,poly_404,14,"NA","NA",300,uniform,2,1,6
60,poly_221,16,"NA","NA",100,uniform,3,1,6
61,poly_474,14,"NA","NA",50,uniform,1,1,6
62,poly_221,9,"NA","NA",100,uniform,3,1,6
63,poly_574,6,"NA","NA",300,uniform,1,1,6
64,heter_317,13,0,1,300,uniform,"NA",1,6
65,poly_570,14,"NA","NA",300,uniform,3,1,6
66,heter_425,4,-1,16,100,uniform,"NA",1,6
67,poly_278,2,"NA","NA",100,uniform,3,1,6
68,poly_455,20,"NA","NA",50,uniform,1,1,6
69,poly_469,16,"NA","NA",50,uniform,2,1,6
70,heter_285,1,1,4,50,uniform,"NA",1,6
71,poly_24,10,"NA","NA",300,uniform,3,1,6
72,heter_275,20,1,0.25,100,uniform,"NA",1,6
73,poly_469,2,"NA","NA",50,uniform,2,1,6
74,poly_463,14,"NA","NA",100,uniform,4,1,6
75,poly_491,10,"NA","NA",50,uniform,2,1,6
76,poly_570,8,"NA","NA",300,uniform,3,1,6
77,heter_183,15,0,0,50,lognormal,"NA",1,15
78,poly_318,13,"NA","NA",50,uniform,3,1,6
79,heter_483,15,0,0,50,lognormal,"NA",1,15
80,poly_567,19,"NA","NA",50,uniform,4,1,6
81,heter_399,19,1,64,100,uniform,"NA",1,6
82,poly_565,4,"NA","NA",50,uniform,2,1,6
83,poly_396,7,"NA","NA",100,uniform,2,1,6
84,poly_474,5,"NA","NA",50,uniform,1,1,6
85,poly_570,20,"NA","NA",300,uniform,3,1,6
86,heter_137,6,1,4,100,uniform,"NA",1,6
87,poly_216,10,"NA","NA",300,uniform,3,1,6
88,heter_67,5,1,1,100,uniform,"NA",1,6
89,poly_142,4,"NA","NA",100,uniform,4,1,6
90,poly_256,3,"NA","NA",100,uniform,2,1,6
91,heter_101,9,1,16,300,uniform,"NA",1,6
92,poly_556,2,"NA","NA",300,uniform,4,1,6
93,poly_469,14,"NA","NA",50,uniform,2,1,6
94,heter_179,20,-1,0.25,300,uniform,"NA",1,6
95,poly_474,16,"NA","NA",50,uniform,1,1,6
96,poly_404,17,"NA","NA",300,uniform,2,1,6
97,poly_565,8,"NA","NA",50,uniform,2,1,6
98,poly_329,12,"NA","NA",300,uniform,1,1,6
99,poly_474,4,"NA","NA",50,uniform,1,1,6
100,poly_42,4,"NA","NA",50,uniform,4,1,6
101,poly_413,5,"NA","NA",100,uniform,4,1,6
102,poly_455,10,"NA","NA",50,uniform,1,1,6
103,poly_300,18,"NA","NA",300,uniform,1,1,6
104,heter_4,8,-1,4,50,uniform,"NA",1,6
105,heter_573,7,0,1,50,uniform,"NA",1,6
106,heter_128,19,0,0,300,uniform,"NA",1,15
107,poly_570,12,"NA","NA",300,uniform,3,1,6
108,heter_433,1,1,16,300,uniform,"NA",1,6
109,poly_562,8,"NA","NA",100,uniform,1,1,6
110,heter_265,6,0,0,100,uniform,"NA",1,15
111,poly_221,16,"NA","NA",100,uniform,3,1,6
112,poly_6,10,"NA","NA",100,uniform,1,1,6
113,heter_445,7,1,64,50,uniform,"NA",1,6
114,poly_463,7,"NA","NA",100,uniform,4,1,6
115,poly_556,8,"NA","NA",300,uniform,4,1,6
116,heter_152,11,0,0,100,even_discrete,"NA",1,15
117,heter_45,16,-1,16,300,uniform,"NA",1,6
118,heter_540,10,1,64,100,uniform,"NA",1,6
119,poly_355,12,"NA","NA",300,uniform,4,1,6
120,heter_564,1,1,64,50,uniform,"NA",1,6
121,heter_51,5,-1,16,50,uniform,"NA",1,6
122,poly_42,13,"NA","NA",50,uniform,4,1,6
123,heter_445,10,1,64,50,uniform,"NA",1,6
1,heter_381,10,-1,4,100,uniform,"NA",1,6
2,heter_172,5,0,0,100,uniform,"NA",1,15
3,heter_48,10,-1,0.25,100,uniform,"NA",1,6
4,poly_395,8,"NA","NA",100,uniform,2,1,6
5,heter_196,7,0,16,50,uniform,"NA",1,6
6,poly_142,19,"NA","NA",100,uniform,4,1,6
7,poly_6,15,"NA","NA",100,uniform,1,1,6
8,heter_124,15,1,0.25,300,uniform,"NA",1,6
9,heter_287,11,1,64,100,uniform,"NA",1,6
10,heter_323,12,-1,64,50,uniform,"NA",1,6
11,heter_485,1,1,4,300,uniform,"NA",1,6
12,heter_52,14,-1,4,50,uniform,"NA",1,6
13,heter_400,14,1,1,300,uniform,"NA",1,6
14,heter_414,7,-1,64,300,uniform,"NA",1,6
15,poly_404,20,"NA","NA",300,uniform,2,1,6
16,poly_395,14,"NA","NA",100,uniform,2,1,6
17,heter_360,13,1,1,50,uniform,"NA",1,6
18,heter_326,3,1,1,300,uniform,"NA",1,6
19,poly_556,2,"NA","NA",300,uniform,4,1,6
20,heter_99,6,-1,1,300,uniform,"NA",1,6
21,heter_23,19,1,1,100,uniform,"NA",1,6
22,poly_142,9,"NA","NA",100,uniform,4,1,6
23,heter_23,15,1,1,100,uniform,"NA",1,6
24,poly_286,15,"NA","NA",50,uniform,3,1,6
25,poly_413,2,"NA","NA",100,uniform,4,1,6
26,heter_457,12,1,16,100,uniform,"NA",1,6
27,poly_300,17,"NA","NA",300,uniform,1,1,6
28,heter_105,20,1,0.25,100,uniform,"NA",1,6
29,poly_396,10,"NA","NA",100,uniform,2,1,6
30,poly_24,10,"NA","NA",300,uniform,3,1,6
31,poly_278,3,"NA","NA",100,uniform,3,1,6
32,poly_269,20,"NA","NA",50,uniform,4,1,6
33,heter_126,13,0,0.25,100,uniform,"NA",1,6
34,poly_286,13,"NA","NA",50,uniform,3,1,6
35,poly_529,9,"NA","NA",300,uniform,4,1,6
36,poly_191,2,"NA","NA",100,uniform,3,1,6
37,poly_42,13,"NA","NA",50,uniform,4,1,6
38,poly_404,17,"NA","NA",300,uniform,2,1,6
39,heter_275,2,1,0.25,100,uniform,"NA",1,6
40,poly_142,7,"NA","NA",100,uniform,4,1,6
41,poly_422,9,"NA","NA",300,uniform,2,1,6
42,poly_286,13,"NA","NA",50,uniform,3,1,6
43,poly_567,10,"NA","NA",50,uniform,4,1,6
44,heter_23,7,1,1,100,uniform,"NA",1,6
45,heter_257,10,1,16,50,uniform,"NA",1,6
46,heter_129,10,-1,4,300,uniform,"NA",1,6
47,heter_576,5,0,4,300,uniform,"NA",1,6
48,heter_275,4,1,0.25,100,uniform,"NA",1,6
49,heter_155,18,-1,64,100,uniform,"NA",1,6
50,heter_247,8,0,0,50,even_discrete,"NA",1,15
51,heter_350,11,0,4,50,uniform,"NA",1,6
52,heter_366,5,0,0,100,normal,"NA",1,15
53,heter_76,16,0,1,100,uniform,"NA",1,6
54,heter_336,7,0,4,100,uniform,"NA",1,6
55,heter_483,11,0,0,50,lognormal,"NA",1,15
56,poly_144,4,"NA","NA",100,uniform,1,1,6
57,heter_527,20,0,4,100,uniform,"NA",1,6
58,poly_221,10,"NA","NA",100,uniform,3,1,6
59,poly_567,13,"NA","NA",50,uniform,4,1,6
60,poly_217,4,"NA","NA",300,uniform,2,1,6
61,heter_178,8,1,4,300,uniform,"NA",1,6
62,poly_463,11,"NA","NA",100,uniform,4,1,6
63,heter_434,13,0,64,100,uniform,"NA",1,6
64,poly_529,10,"NA","NA",300,uniform,4,1,6
65,poly_278,6,"NA","NA",100,uniform,3,1,6
66,heter_530,10,-1,1,100,uniform,"NA",1,6
67,poly_42,13,"NA","NA",50,uniform,4,1,6
68,poly_144,15,"NA","NA",100,uniform,1,1,6
69,poly_278,9,"NA","NA",100,uniform,3,1,6
70,heter_540,7,1,64,100,uniform,"NA",1,6
71,poly_300,8,"NA","NA",300,uniform,1,1,6
72,heter_390,12,0,0,50,normal,"NA",1,15
73,poly_422,17,"NA","NA",300,uniform,2,1,6
74,poly_217,18,"NA","NA",300,uniform,2,1,6
75,heter_474,7,0,0,50,normal,"NA",1,15
76,poly_567,12,"NA","NA",50,uniform,4,1,6
77,heter_430,13,0,64,100,uniform,"NA",1,6
78,poly_535,2,"NA","NA",50,uniform,3,1,6
79,heter_127,5,-1,0.25,300,uniform,"NA",1,6
80,poly_455,17,"NA","NA",50,uniform,1,1,6
81,heter_506,20,1,1,50,uniform,"NA",1,6
82,poly_567,19,"NA","NA",50,uniform,4,1,6
83,poly_216,4,"NA","NA",300,uniform,3,1,6
84,poly_300,3,"NA","NA",300,uniform,1,1,6
85,poly_556,2,"NA","NA",300,uniform,4,1,6
86,heter_400,20,1,1,300,uniform,"NA",1,6
87,poly_404,12,"NA","NA",300,uniform,2,1,6
88,heter_397,12,1,64,50,uniform,"NA",1,6
89,heter_484,17,1,16,50,uniform,"NA",1,6
90,heter_523,13,-1,64,300,uniform,"NA",1,6
91,heter_169,17,-1,64,50,uniform,"NA",1,6
92,poly_529,17,"NA","NA",300,uniform,4,1,6
93,poly_396,15,"NA","NA",100,uniform,2,1,6
94,heter_63,3,1,64,300,uniform,"NA",1,6
95,poly_395,10,"NA","NA",100,uniform,2,1,6
96,poly_422,7,"NA","NA",300,uniform,2,1,6
97,heter_48,16,-1,0.25,100,uniform,"NA",1,6
98,poly_413,8,"NA","NA",100,uniform,4,1,6
99,poly_144,13,"NA","NA",100,uniform,1,1,6
100,poly_6,15,"NA","NA",100,uniform,1,1,6
101,poly_286,7,"NA","NA",50,uniform,3,1,6
102,poly_300,4,"NA","NA",300,uniform,1,1,6
103,poly_422,11,"NA","NA",300,uniform,2,1,6
104,heter_408,19,-1,0.25,300,uniform,"NA",1,6
105,heter_430,2,0,64,100,uniform,"NA",1,6
106,heter_408,4,-1,0.25,300,uniform,"NA",1,6
107,poly_395,1,"NA","NA",100,uniform,2,1,6
108,heter_226,19,-1,4,100,uniform,"NA",1,6
109,poly_535,17,"NA","NA",50,uniform,3,1,6
110,heter_296,4,1,16,50,uniform,"NA",1,6
111,poly_570,4,"NA","NA",300,uniform,3,1,6
112,poly_422,6,"NA","NA",300,uniform,2,1,6
113,heter_246,3,1,4,300,uniform,"NA",1,6
114,poly_216,11,"NA","NA",300,uniform,3,1,6
115,poly_269,9,"NA","NA",50,uniform,4,1,6
116,heter_576,10,0,4,300,uniform,"NA",1,6
117,heter_530,4,-1,1,100,uniform,"NA",1,6
118,heter_483,6,0,0,50,lognormal,"NA",1,15
119,poly_144,1,"NA","NA",100,uniform,1,1,6
120,heter_110,10,1,4,50,uniform,"NA",1,6
121,heter_330,6,-1,1,50,uniform,"NA",1,6
122,poly_6,7,"NA","NA",100,uniform,1,1,6
123,heter_414,3,-1,64,300,uniform,"NA",1,6
1,heter_74,15,-1,1,300,uniform,"NA",1,6
2,heter_526,11,0,0,300,lognormal,"NA",1,15
3,heter_330,11,-1,1,50,uniform,"NA",1,6
4,heter_5,16,-1,1,50,uniform,"NA",1,6
5,heter_119,16,0,0,50,even_discrete,"NA",1,15
6,heter_527,1,0,4,100,uniform,"NA",1,6
7,heter_557,17,1,0.25,300,uniform,"NA",1,6
8,heter_116,16,1,4,100,uniform,"NA",1,6
9,heter_387,18,0,1,50,uniform,"NA",1,6
10,heter_524,4,0,16,300,uniform,"NA",1,6
11,heter_408,12,-1,0.25,300,uniform,"NA",1,6
12,heter_129,1,-1,4,300,uniform,"NA",1,6
13,heter_474,7,0,0,50,normal,"NA",1,15
14,heter_543,16,-1,4,100,uniform,"NA",1,6
15,heter_399,11,1,64,100,uniform,"NA",1,6
16,poly_422,16,"NA","NA",300,uniform,2,1,6
17,heter_83,15,1,1,50,uniform,"NA",1,6
18,heter_200,15,0,0,50,uniform,"NA",1,15
19,heter_544,12,0,1,50,uniform,"NA",1,6
20,heter_366,2,0,0,100,normal,"NA",1,15
21,heter_127,5,-1,0.25,300,uniform,"NA",1,6
22,heter_110,13,1,4,50,uniform,"NA",1,6
23,heter_360,9,1,1,50,uniform,"NA",1,6
24,heter_549,5,0,0,300,uniform,"NA",1,15
25,heter_399,18,1,64,100,uniform,"NA",1,6
26,heter_360,16,1,1,50,uniform,"NA",1,6
27,heter_270,9,0,0.25,50,uniform,"NA",1,6
28,heter_247,8,0,0,50,even_discrete,"NA",1,15
29,heter_575,11,0,16,300,uniform,"NA",1,6
30,heter_72,17,1,16,300,uniform,"NA",1,6
31,heter_152,9,0,0,100,even_discrete,"NA",1,15
32,poly_286,12,"NA","NA",50,uniform,3,1,6
33,heter_60,14,1,16,100,uniform,"NA",1,6
34,heter_257,17,1,16,50,uniform,"NA",1,6
35,heter_200,14,0,0,50,uniform,"NA",1,15
36,heter_421,17,-1,0.25,50,uniform,"NA",1,6
37,heter_370,20,0,0,50,uniform,"NA",1,15
38,heter_63,6,1,64,300,uniform,"NA",1,6
39,heter_199,15,-1,0.25,50,uniform,"NA",1,6
40,heter_150,8,1,0.25,300,uniform,"NA",1,6
41,heter_339,17,-1,16,50,uniform,"NA",1,6
42,heter_120,7,0,4,50,uniform,"NA",1,6
43,heter_449,13,0,64,300,uniform,"NA",1,6
44,heter_126,3,0,0.25,100,uniform,"NA",1,6
45,heter_330,3,-1,1,50,uniform,"NA",1,6
46,heter_442,2,-1,16,100,uniform,"NA",1,6
47,heter_390,11,0,0,50,normal,"NA",1,15
48,heter_150,12,1,0.25,300,uniform,"NA",1,6
49,heter_169,3,-1,64,50,uniform,"NA",1,6
50,heter_106,2,0,0,50,lognormal,"NA",1,15
51,heter_457,2,1,16,100,uniform,"NA",1,6
52,heter_137,19,1,4,100,uniform,"NA",1,6
53,heter_287,3,1,64,100,uniform,"NA",1,6
54,heter_237,10,0,0,100,lognormal,"NA",1,15
55,heter_123,6,0,0,100,lognormal,"NA",1,15
56,heter_107,9,0,0,300,normal,"NA",1,15
57,heter_470,12,1,1,100,uniform,"NA",1,6
58,heter_339,5,-1,16,50,uniform,"NA",1,6
59,heter_375,17,-1,1,300,uniform,"NA",1,6
60,heter_189,13,0,0.25,300,uniform,"NA",1,6
61,heter_326,7,1,1,300,uniform,"NA",1,6
62,heter_454,15,-1,0.25,100,uniform,"NA",1,6
63,heter_172,4,0,0,100,uniform,"NA",1,15
64,heter_442,14,-1,16,100,uniform,"NA",1,6
65,heter_305,19,0,64,300,uniform,"NA",1,6
66,heter_178,14,1,4,300,uniform,"NA",1,6
67,heter_246,1,1,4,300,uniform,"NA",1,6
68,heter_379,12,0,4,50,uniform,"NA",1,6
69,heter_326,10,1,1,300,uniform,"NA",1,6
70,heter_169,3,-1,64,50,uniform,"NA",1,6
71,heter_366,2,0,0,100,normal,"NA",1,15
72,heter_350,7,0,4,50,uniform,"NA",1,6
73,poly_217,14,"NA","NA",300,uniform,2,1,6
74,heter_478,8,0,0,100,even_discrete,"NA",1,15
75,heter_270,12,0,0.25,50,uniform,"NA",1,6
76,heter_323,11,-1,64,50,uniform,"NA",1,6
77,heter_505,19,1,4,50,uniform,"NA",1,6
78,heter_457,16,1,16,100,uniform,"NA",1,6
79,heter_433,19,1,16,300,uniform,"NA",1,6
80,heter_62,14,-1,4,300,uniform,"NA",1,6
81,heter_116,12,1,4,100,uniform,"NA",1,6
82,poly_269,15,"NA","NA",50,uniform,4,1,6
83,heter_442,16,-1,16,100,uniform,"NA",1,6
84,heter_454,17,-1,0.25,100,uniform,"NA",1,6
85,heter_252,5,-1,64,100,uniform,"NA",1,6
86,heter_360,12,1,1,50,uniform,"NA",1,6
87,heter_178,13,1,4,300,uniform,"NA",1,6
88,heter_246,14,1,4,300,uniform,"NA",1,6
89,heter_552,14,1,0.25,100,uniform,"NA",1,6
90,heter_378,5,-1,16,300,uniform,"NA",1,6
91,heter_84,5,-1,0.25,50,uniform,"NA",1,6
92,heter_61,13,0,1,300,uniform,"NA",1,6
93,heter_99,6,-1,1,300,uniform,"NA",1,6
94,heter_178,19,1,4,300,uniform,"NA",1,6
95,heter_485,9,1,4,300,uniform,"NA",1,6
96,poly_535,15,"NA","NA",50,uniform,3,1,6
97,heter_265,12,0,0,100,uniform,"NA",1,15
98,heter_571,2,0,0,300,even_discrete,"NA",1,15
99,heter_45,11,-1,16,300,uniform,"NA",1,6
100,heter_67,13,1,1,100,uniform,"NA",1,6
101,heter_378,10,-1,16,300,uniform,"NA",1,6
102,heter_172,18,0,0,100,uniform,"NA",1,15
103,heter_323,1,-1,64,50,uniform,"NA",1,6
104,heter_421,18,-1,0.25,50,uniform,"NA",1,6
105,heter_101,6,1,16,300,uniform,"NA",1,6
106,heter_74,17,-1,1,300,uniform,"NA",1,6
107,poly_286,2,"NA","NA",50,uniform,3,1,6
108,heter_305,11,0,64,300,uniform,"NA",1,6
109,poly_269,19,"NA","NA",50,uniform,4,1,6
110,heter_494,9,-1,0.25,100,uniform,"NA",1,6
111,heter_264,17,0,0,100,lognormal,"NA",1,15
112,heter_194,7,0,0.25,300,uniform,"NA",1,6
113,heter_287,11,1,64,100,uniform,"NA",1,6
114,heter_381,3,-1,4,100,uniform,"NA",1,6
115,heter_246,20,1,4,300,uniform,"NA",1,6
116,heter_449,13,0,64,300,uniform,"NA",1,6
117,heter_255,14,-1,64,300,uniform,"NA",1,6
118,heter_387,13,0,1,50,uniform,"NA",1,6
119,heter_295,16,0,0,50,even_discrete,"NA",1,15
120,heter_275,19,1,0.25,100,uniform,"NA",1,6
121,heter_470,20,1,1,100,uniform,"NA",1,6
122,heter_523,12,-1,64,300,uniform,"NA",1,6
123,heter_199,4,-1,0.25,50,uniform,"NA",1,6
1,heter_237,8,0,0,100,lognormal,"NA",1,15
2,heter_147,14,0,0,300,uniform,"NA",1,15
3,heter_169,1,-1,64,50,uniform,"NA",1,6
4,heter_155,11,-1,64,100,uniform,"NA",1,6
5,heter_120,13,0,4,50,uniform,"NA",1,6
6,heter_120,14,0,4,50,uniform,"NA",1,6
