page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,x_dist,e_dist,e_sigma,name,k,n,effect_size,answer,detect,conventional_p_value,p_value,weigthed_detect,prop_detect
24,18439,16,20,16,1,Outlier(s),Slightly,60b2f2171cddbd5fdace9ce7,25-39,Diploma and Bachelor Degree,They,No,264,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_264,20,100,0,19,FALSE,0.5405447904921546,1,0,0
5,32456.300000190735,17,1,7,1,Cluster(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,580,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_580,20,300,631.4151296963204,7,TRUE,4.71232216387025e-10,0,1,1
6,23069.200000047684,17,2,18,1,Cluster(s),Very,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,471,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_471,20,300,117.09187726547488,18,TRUE,6.603941577461927e-10,0.0034399999999999986,1,1
7,65632.70000004768,17,3,10_18_19,3,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,221,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,normal,normal,1,heter_221,20,50,6.748898040861485,8,FALSE,0.23140389307313117,1,0,0
8,42063.89999985695,17,4,20_10_17_16,4,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,102,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_102,20,300,132.34087800475638,7,FALSE,5.281155037035357e-6,0.33972,0,0.3333333333333333
9,55910.59999990463,17,5,3_17_18,3,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,176,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_176,20,100,1.6729501427894107,18,TRUE,0.16207060562285774,0.18928,0.3333333333333333,0.16666666666666666
10,29654,17,6,15_2,2,Cluster(s),Very,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,169,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,uniform,normal,1,heter_169,20,50,66.37883719908385,15,TRUE,5.871340320094427e-4,0.006800000000000028,0.5,0.75
11,137653.30000019073,17,7,11,1,Outlier(s),Slightly,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,149,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,lognormal,normal,1,heter_149,20,300,19.79874692911322,9,FALSE,4.050583619209821e-9,1,0,0
12,54984.09999990463,17,8,7,1,Cluster(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,440,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_440,20,300,594.3537441811987,7,TRUE,3.946369410160485e-4,0.14088,1,0.5
13,42116,17,9,12,1,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,418,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_418,20,100,15.401703570437007,12,TRUE,0.018213141913798768,0.006800000000000028,1,0.75
14,36363.59999990463,17,10,1_2,2,Cluster(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,271,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_271,20,300,46.220812562830474,1,TRUE,8.880579729073516e-8,0.14088,0.5,0.25
15,72013.70000004768,17,11,12_15_4,3,Outlier(s),Slightly,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,19,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_19,20,300,4.521834521699631,12,TRUE,0.042731670170630204,0.22762000000000004,0.3333333333333333,0.1111111111111111
16,27701.5,17,12,12,1,Shape,Extremely,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,403,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_403,20,100,73.41795603976517,12,TRUE,2.722754065598911e-4,0.009780000000000011,1,0.6666666666666666
17,16851.200000047684,17,13,13,1,Shape,Extremely,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,585,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_585,20,300,419.3691395529138,13,TRUE,1.0871527441098461e-13,0,1,0.9242424242424242
18,41541.299999952316,17,14,17_18_5,3,Cluster(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,132,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_132,20,50,24.24883036575913,17,TRUE,9.187663198620589e-4,0.32882,0.3333333333333333,0.08333333333333333
19,41135.09999990463,17,15,14_15,2,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,371,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,lognormal,normal,1,heter_371,20,50,3.3382231832469476,2,FALSE,0.03713288243585904,1,0,0
20,52607.200000047684,17,16,3,1,Cluster(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,556,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_556,20,50,20.449853831450596,3,TRUE,0.007951044056029935,0.010240000000000027,1,0.6666666666666666
21,41214,17,17,9_10,2,Cluster(s),Very,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,549,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_549,20,300,0,5,FALSE,0.5847913376654045,1,0,0
22,54693.60000014305,17,18,1_14,2,Cluster(s),Very,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,541,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_541,20,100,88.95150005937563,14,TRUE,0.0027294135381520155,0.006800000000000028,0.5,0.75
23,37745.800000190735,17,19,6_20,2,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,477,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_477,20,100,26.969691615849225,8,FALSE,5.366027501524596e-4,1,0,0
24,46682.5,17,20,1_20,2,Outlier(s),Moderately,61541943a163573208338fd8,25-39,Diploma and Bachelor Degree,He,No,232,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_232,20,50,1.2203776103066026,8,FALSE,0.4418565203432314,1,0,0
5,150173.2999999998,18,1,2_4_5_11_14_8_6_16,8,Outlier(s),Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,152,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,even_discrete,normal,1,heter_152,20,100,-7.105427357601002e-15,2,TRUE,0.7964921896200737,0.5138199999999999,0.125,0.03125
6,45640,18,2,6_12_11_16_13_18,6,Outlier(s),Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,96,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_96,20,300,98.73515382373176,12,TRUE,0.17990692673426992,0.44799999999999995,0.16666666666666666,0.05555555555555555
7,19748.299999999814,18,3,18_19_20_5_7,5,Outlier(s),Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,129,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_129,20,300,121.63684234187187,18,TRUE,7.002709224193997e-11,0.24619999999999997,0.2,0.2
8,24174.599999999627,18,4,8_9_15_19_20_11_1,7,Outlier(s),Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,499,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,even_discrete,normal,1,heter_499,20,50,23.14491805616848,4,FALSE,0.00556311448009182,0.09179999999999988,0,0.4444444444444444
9,24264.599999999627,18,5,2_6_17_4,4,Outlier(s),Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,304,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_304,20,300,9.310302756843257,9,FALSE,0.001310895953835658,1,0,0
10,29961.60000000056,18,6,7_5,2,Cluster(s),Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,310,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,even_discrete,normal,1,heter_310,20,300,238.96309235801988,9,FALSE,2.7233412110114197e-19,0.015859999999999985,0,0.6666666666666666
11,99089.20000000019,18,7,2_12_11_15,4,Cluster(s),Very,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,348,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,normal,normal,1,heter_348,20,50,84.76614568314123,12,TRUE,7.123497384342356e-4,0.08895999999999993,0.25,0.19642857142857142
12,14469.399999999441,18,8,0,0,NA,NA,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,86,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_86,20,50,0.33893118456539995,13,FALSE,0.0032918673215784084,1,0,0
13,24671.099999999627,18,9,7_6_1,3,Shape,Very,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,423,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,lognormal,normal,1,heter_423,20,300,432.6875201629558,7,TRUE,2.138241663713214e-10,0.010240000000000027,0.3333333333333333,0.6666666666666666
14,92424.29999999981,18,10,14_10_20,3,Cluster(s),Very,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,525,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,even_discrete,normal,1,heter_525,20,50,4.932576305600495,3,FALSE,0.09056214120647199,0.18928,0,0.5
15,33571.90000000037,18,11,15_20_19,3,Shape,Very,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,294,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,lognormal,normal,1,heter_294,20,50,66.38790995817428,14,FALSE,0.08369641044091108,1,0,0
16,27480.099999999627,18,12,3,1,Shape,Extremely,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,540,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,uniform,normal,1,heter_540,20,100,148.43191170012494,3,TRUE,9.386275921417278e-8,0.0034399999999999986,1,1
17,42718.10000000056,18,13,14_2,2,Shape,Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,203,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_203,20,100,57.63555281604918,13,FALSE,0.060942363238325505,1,0,0
18,21220.5,18,14,0,0,NA,NA,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,9,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,normal,normal,1,heter_9,20,300,33.70164241572377,3,FALSE,0.0030432641323911457,1,0,0
19,13400.899999999441,18,15,13,1,Shape,Extremely,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,585,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_585,20,300,419.3691395529138,13,TRUE,1.0871527441098461e-13,0,1,0.9242424242424242
20,23462.799999999814,18,16,1,1,Shape,Very,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,334,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_334,20,100,80.02610246401213,1,TRUE,0.007856051218055736,0.23175999999999997,1,0.5
21,26667.89999999944,18,17,8_9,2,Shape,Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,345,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_345,20,100,6.424901541208733,9,TRUE,0.00303201506436544,0.14088,0.5,0.25
22,21356.89999999944,18,18,15,1,Shape,Moderately,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,451,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_451,20,100,0.32460768102409077,10,FALSE,0.3676439423564569,1,0,0
23,15261.5,18,19,3,1,Shape,Extremely,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,583,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_583,20,300,516.1718186809517,3,TRUE,1.1328727272885226e-13,0,1,0.875
24,32979.199999999255,18,20,17_10,2,Outlier(s),Slightly,615da9ee365ab7d547b98979,18-24,Honours Degree,He,No,384,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_384,20,300,89.19974047998322,18,FALSE,4.8102342948625534e-14,0.14088,0,0.5
5,28259.700000000186,19,1,5,1,Cluster(s),Very,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,582,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_582,20,300,525.1124763866519,5,TRUE,1.035864984965903e-11,0,1,1
6,94254.69999999925,19,2,17,1,_the points make a line in all images; the one i selected has smaller lines,Moderately,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,519,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,even_discrete,normal,1,heter_519,20,300,252.4100629675228,17,TRUE,2.4160796912223123e-13,0.0034399999999999986,1,1
7,33860.700000000186,19,3,2_20,2,Outlier(s),Moderately,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,263,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_263,20,50,41.67692199999472,13,FALSE,0.027084735551899216,1,0,0
8,85770.79999999981,19,4,20_9_14,3,Outlier(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,234,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_234,20,300,633.1956892240082,7,FALSE,0.0013792210499041784,1,0,0
9,49451.299999999814,19,5,18_10,2,Outlier(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,512,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_512,20,50,1.2197656740900875,13,FALSE,0.1543146710764054,1,0,0
10,19333,19,6,14,1,Cluster(s),Very,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,246,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,uniform,normal,1,heter_246,20,300,129.0327177062483,14,TRUE,1.1319440402180664e-9,0.0034399999999999986,1,1
11,66819.70000000019,19,7,20_17_12_11_10_1_3,7,Cluster(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,112,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,normal,normal,1,heter_112,20,300,108.49533679686857,13,FALSE,4.807214116125617e-8,1,0,0
12,33952.200000000186,19,8,20_14,2,Outlier(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,569,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,lognormal,normal,1,heter_569,20,100,14.585350988023272,20,TRUE,4.316356484719291e-5,4.999999999999449e-4,0.5,0.8333333333333334
13,75412.90000000037,19,9,2_18,2,Outlier(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,531,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,normal,normal,1,heter_531,20,100,70.3002332918182,15,FALSE,0.004832971526433769,1,0,0
14,51984.40000000037,19,10,2_4_17_19_1,5,Cluster(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,90,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,normal,normal,1,heter_90,20,100,0.2985543629370824,17,TRUE,0.7458442993220563,0.28093999999999997,0.2,0.1
15,40171.90000000037,19,11,5_9_8_7_14_19_15_18,8,Cluster(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,434,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_434,20,100,115.84221107977733,7,TRUE,1.0026817956779025e-5,0.05237999999999998,0.125,0.3125
16,29678.200000000186,19,12,7,1,Cluster(s),Extremely,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,580,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_580,20,300,631.4151296963204,7,TRUE,4.71232216387025e-10,0,1,1
17,46528.299999999814,19,13,5_9_19_3,4,Outlier(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,256,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_256,20,50,1.8326538954490879,16,FALSE,0.025269444466066476,1,0,0
18,86433.39999999944,19,14,3,1,Outlier(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,422,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_422,20,50,19.926404250139832,3,TRUE,0.0038276105149018477,0.37649999999999995,1,0.5
19,82695.39999999944,19,15,1_18_15_11,4,Cluster(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,159,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,even_discrete,normal,1,heter_159,20,50,15.440309571816744,18,TRUE,0.002590720270828772,0.26926000000000005,0.25,0.08333333333333333
20,51451.300000000745,19,16,10_18_4_7_9_20_16,7,Outlier(s),Moderately,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,87,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_87,20,300,0.6576122985896404,1,FALSE,0.27218123407379907,1,0,0
21,43542.09999999963,19,17,19_6_2_3_5_1_11_18_15,9,Cluster(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,375,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_375,20,300,41.71096841970764,2,TRUE,3.250609341691055e-6,0.5155000000000001,0.1111111111111111,0.05555555555555555
22,58617.89999999944,19,18,12_6_17_4,4,Outlier(s),Moderately,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,507,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_507,20,100,14.293368763741608,14,FALSE,0.13925043485975463,1,0,0
23,110565.30000000075,19,19,10_3_4_5_20_6_2_12_11_13_19_18_17_16,14,Cluster(s),Slightly,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,209,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_209,20,300,0,2,TRUE,0.3937532763179924,0.73048,0.07142857142857142,0.023809523809523808
24,31840.299999999814,19,20,4_8_12_11_19_17_15,7,Outlier(s),Moderately,5f9b9102dba230243a0266b6,18-24,High School or below,He,Yes,348,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,normal,normal,1,heter_348,20,50,84.76614568314123,12,TRUE,7.123497384342356e-4,0.08895999999999993,0.14285714285714285,0.19642857142857142
5,95767.10000002384,20,1,9_8_12,3,Outlier(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,136,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_136,20,100,1.7791254616360135,20,FALSE,0.828522440799304,1,0,0
6,88278.40000009537,20,2,3_11_1_10,4,Cluster(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,491,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_491,20,50,1.0430563535926751,6,FALSE,0.45461133981165575,1,0,0
7,38271.200000047684,20,3,12_13_10,3,Outlier(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,482,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_482,20,100,190.1485798475947,19,FALSE,2.915434352477377e-4,1,0,0
8,20670.100000023842,20,4,12,1,Shape,Very,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,522,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,normal,normal,1,heter_522,20,300,449.3533790744313,12,TRUE,6.806836133754943e-13,0.05049999999999999,1,0.5
9,55919.5,20,5,10,1,Shape,Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,347,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,uniform,normal,1,heter_347,20,100,45.399242744894366,9,FALSE,0.0037178394143462827,0.18291999999999997,0,0.16666666666666666
10,45730.39999997616,20,6,12_19_15,3,Outlier(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,209,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_209,20,300,0,2,FALSE,0.3937532763179924,0.73048,0,0.023809523809523808
11,44075.700000047684,20,7,17_18_20_19_2_1,6,Outlier(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,333,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,uniform,normal,1,heter_333,20,100,55.534012027515956,13,FALSE,6.561014343665328e-5,0.05915999999999988,0,0.5
12,29725.099999904633,20,8,15_10_18_12,4,Cluster(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,240,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_240,20,50,54.66255329174261,13,FALSE,0.01832134361585419,0.45853999999999995,0,0.07142857142857142
13,22596,20,9,14_10,2,Shape,Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,353,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_353,20,100,88.29228761621667,14,TRUE,8.794482777941137e-6,4.999999999999449e-4,0.5,0.8333333333333334
14,13899.700000047684,20,10,20,1,Shape,Very,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
15,25581,20,11,18_4_1_8_7_6,6,Outlier(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,533,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,normal,normal,1,heter_533,20,100,11.937753865488546,1,TRUE,0.14351494957759375,0.30001999999999995,0.16666666666666666,0.16666666666666666
16,20665.199999928474,20,12,1_9_17,3,Shape,Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,158,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_158,20,50,24.452759761639985,14,FALSE,0.02609312377351775,1,0,0
17,37013.200000047684,20,13,20_13_12_11,4,Outlier(s),Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,583,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_583,20,300,516.1718186809517,3,FALSE,1.1328727272885226e-13,0,0,0.875
18,10565.299999952316,20,14,2_7_14_5,4,Shape,Moderately,614957320563d2510c3e3567,25-39,Diploma and Bachelor Degree,She,Yes,33,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_33,20,300,49.09941278778433,20,FALSE,1.3303948964197456e-8,0.006920000000000037,0,0.5833333333333334
