page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,x_dist,e_dist,e_sigma,name,k,n,effect_size,answer,detect,conventional_p_value,p_value,weigthed_detect,prop_detect
5,47032,34,1,3_4,2,Outlier(s),Slightly,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,428,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_428,20,50,1.352022067886388,9,FALSE,0.26799388330436424,1,0,0
6,22817,34,2,7,1,Outlier(s),Very,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,580,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_580,20,300,631.4151296963204,7,TRUE,4.71232216387025e-10,0,1,1
7,17051,34,3,15,1,Shape,Moderately,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,492,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_492,20,300,428.0842207039001,15,TRUE,8.317783307243385e-17,2.4000000000001798e-4,1,1
8,17897,34,4,19,1,Shape,Moderately,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,449,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_449,20,300,350.16273647832816,19,TRUE,1.4061419775405696e-12,0.0034399999999999986,1,1
9,12073,34,5,20,1,Shape,Very,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
10,26216,34,6,10,1,Cluster(s),Slightly,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,312,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,normal,normal,1,heter_312,20,100,9.866350867171953,13,FALSE,0.31501567302419725,1,0,0
11,29015,34,7,0,0,NA,NA,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,280,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,even_discrete,normal,1,heter_280,20,100,45.35302126777067,2,FALSE,4.1278381434252517e-4,0.09526000000000001,0,0.5
12,19392,34,8,10,1,Cluster(s),Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,164,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_164,20,50,71.59247397305695,13,FALSE,0.1610778069629569,1,0,0
13,18239,34,9,0,0,NA,NA,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,405,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,lognormal,normal,1,heter_405,20,300,24.290066677280123,12,FALSE,0.0013345072914388821,1,0,0
14,31754,34,10,19,1,Cluster(s),Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,296,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,uniform,normal,1,heter_296,20,50,51.02317943354042,7,FALSE,0.04936958216585853,0.14122,0,0.3333333333333333
15,28642,34,11,8_18,2,Cluster(s),Slightly,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,185,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,even_discrete,normal,1,heter_185,20,50,6.6039758655172935,19,FALSE,0.03831689070674797,0.18291999999999997,0,0.3333333333333333
16,26079,34,12,14,1,Outlier(s),Slightly,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,178,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,uniform,normal,1,heter_178,20,300,133.24938788738464,14,TRUE,3.78366492338713e-12,2.4000000000001798e-4,1,1
17,24402,34,13,5_16,2,Shape,Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,47,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_47,20,100,190.25542183836072,16,TRUE,0.007364583485963718,0.10146,0.5,0.5
18,16916,34,14,17,1,Cluster(s),Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,68,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,normal,normal,1,heter_68,20,100,15.013037190742246,18,FALSE,0.0015536202851217558,1,0,0
19,16544,34,15,0,0,NA,NA,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,370,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_370,20,50,0,10,FALSE,0.7305928289825411,1,0,0
20,19213,34,16,19_6_1,3,Shape,Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,494,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,uniform,normal,1,heter_494,20,100,2.7049416035146976,19,TRUE,0.0034774688450786542,0.27018,0.3333333333333333,0.16666666666666666
21,15968,34,17,9_14,2,Shape,Slightly,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,77,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_77,20,300,284.92563581442465,16,FALSE,5.808295889147805e-7,1,0,0
22,16916,34,18,14,1,Cluster(s),Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,115,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,normal,normal,1,heter_115,20,300,1.0208684415131302,12,FALSE,0.7298181195785391,1,0,0
23,12984,34,19,5,1,Shape,Slightly,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,342,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,lognormal,normal,1,heter_342,20,50,10.96783073150887,2,FALSE,2.030468797231325e-4,1,0,0
24,16908,34,20,18,1,Cluster(s),Not at all,60f815535ea713f564c6ed61,25-39,Honours Degree,She,Yes,416,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_416,20,100,76.79278638946198,16,FALSE,9.412176278564807e-5,1,0,0
5,56523.200000047684,35,1,5,1,Outlier(s),Moderately,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,582,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_582,20,300,525.1124763866519,5,TRUE,1.035864984965903e-11,0,1,1
6,14184.199999928474,35,2,6,1,Cluster(s),Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,477,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_477,20,100,26.969691615849225,8,FALSE,5.366027501524596e-4,1,0,0
7,7846.5,35,3,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,313,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_313,20,100,154.48046654743837,11,FALSE,0.014709224291061527,1,0,0
8,9296.5,35,4,11,1,Cluster(s),Moderately,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,588,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_588,20,300,593.468161694829,11,TRUE,1.8215070600580243e-13,0,1,1
9,11628.799999952316,35,5,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,162,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,lognormal,normal,1,heter_162,20,300,12.80093969297856,12,FALSE,0.2384699403342547,1,0,0
10,13604.100000023842,35,6,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,103,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,normal,normal,1,heter_103,20,300,25.225657499224184,20,FALSE,1.304141869016068e-4,1,0,0
11,16264.799999952316,35,7,5_8_16,3,Outlier(s),Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,404,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_404,20,50,17.39416202409757,16,TRUE,0.018228144696861296,0.30242,0.3333333333333333,0.1111111111111111
12,17976.899999976158,35,8,20_11_7,3,Cluster(s),Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,364,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,normal,normal,1,heter_364,20,100,0.289412254353671,19,FALSE,0.12556219126696797,1,0,0
13,5829,35,9,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,391,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_391,20,300,121.42171123828064,4,FALSE,2.5423657640297855e-12,0.14122,0,0.3333333333333333
14,9981.899999976158,35,10,18_10_4,3,Cluster(s),Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,494,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,uniform,normal,1,heter_494,20,100,2.7049416035146976,19,FALSE,0.0034774688450786542,0.27018,0,0.16666666666666666
15,9427.5,35,11,4,1,Cluster(s),Moderately,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,32,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_32,20,300,353.26092602771337,4,TRUE,3.877252893421674e-9,0.0034399999999999986,1,1
16,19348,35,12,14_11,2,Outlier(s),Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,266,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_266,20,300,392.85021896461456,14,TRUE,1.5347750282876455e-12,0.006800000000000028,0.5,0.75
17,9093.299999952316,35,13,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,107,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_107,20,300,0,9,FALSE,0.5673603514672853,1,0,0
18,11387.299999952316,35,14,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,570,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_570,20,50,35.07604303311521,1,FALSE,3.3323897980762664e-05,0.22762000000000004,0,0.3333333333333333
19,11813.299999952316,35,15,20,1,Shape,Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,72,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,uniform,normal,1,heter_72,20,300,249.2304900682584,20,TRUE,3.41158218346563e-14,0.0034399999999999986,1,1
20,7991.199999928474,35,16,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,544,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_544,20,50,3.296607788043742,14,FALSE,0.28543313504655415,1,0,0
21,12760.5,35,17,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,198,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_198,20,50,1.800485542426241,16,FALSE,0.6415116145834812,1,0,0
22,14283.299999952316,35,18,19_7,2,Outlier(s),Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,57,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_57,20,100,82.36578423953694,2,FALSE,0.00599906545057574,1,0,0
23,9202.799999952316,35,19,7,1,Shape,Slightly,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,337,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_337,20,50,47.68676268713447,7,TRUE,3.453854661968005e-4,0.05025999999999997,1,1
24,5687.299999952316,35,20,0,0,NA,NA,6160aa33f421c820cede43b7,25-39,Masters Degree,He,Yes,507,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_507,20,100,14.293368763741608,14,FALSE,0.13925043485975463,1,0,0
5,121234.89999999851,36,1,20_8_13,3,Outlier(s),Moderately,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,346,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_346,20,50,89.65658104855481,17,FALSE,0.06604439608581988,1,0,0
6,26781.39999999851,36,2,8_10_5,3,Cluster(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,514,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,lognormal,normal,1,heter_514,20,100,0.9985012344315507,19,FALSE,0.7216370740004611,1,0,0
7,21956.39999999851,36,3,3_13_14,3,Cluster(s),Moderately,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,556,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_556,20,50,20.449853831450596,3,TRUE,0.007951044056029935,0.010240000000000027,0.3333333333333333,0.6666666666666666
8,20684.89999999851,36,4,1_18,2,Shape,Moderately,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,581,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_581,20,300,415.23401690678276,1,TRUE,1.6322489776530908e-14,0,0.5,0.9027777777777778
9,52581.10000000149,36,5,18_7,2,Outlier(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,304,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_304,20,300,9.310302756843257,9,FALSE,0.001310895953835658,1,0,0
10,21853.800000000745,36,6,3_11_5,3,Outlier(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,215,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_215,20,100,157.8781358304527,3,TRUE,3.4929466828634764e-4,0.005280000000000062,0.3333333333333333,0.41666666666666663
11,56925.60000000149,36,7,1_6,2,Outlier(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,327,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,normal,normal,1,heter_327,20,100,33.09221027139917,2,FALSE,4.393513461474731e-4,1,0,0
12,21109.39999999851,36,8,14,1,Shape,Very,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,246,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,uniform,normal,1,heter_246,20,300,129.0327177062483,14,TRUE,1.1319440402180664e-9,0.0034399999999999986,1,1
13,9117.099999997765,36,9,11,1,Shape,Very,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,587,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_587,20,300,509.81871622674197,11,TRUE,6.357507847382139e-12,0,1,0.8571428571428571
14,15333.60000000149,36,10,6,1,Outlier(s),Moderately,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,191,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,normal,normal,1,heter_191,20,50,6.538774147629821,14,FALSE,0.34717187883079076,1,0,0
15,18597.70000000298,36,11,3_15,2,Cluster(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,141,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,lognormal,normal,1,heter_141,20,50,25.204467385515446,10,FALSE,3.5131248904737985e-4,0.31636,0,0.1
16,17708.5,36,12,20_14,2,Cluster(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,554,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,lognormal,normal,1,heter_554,20,300,6.776078644438343,16,FALSE,2.561651736102865e-4,0.22672000000000003,0,0.3333333333333333
17,13014.199999999255,36,13,20,1,Shape,Very,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,223,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_223,20,300,194.00297256174426,20,TRUE,4.0505642436868864e-19,0.0034399999999999986,1,1
18,13822.10000000149,36,14,2_3,2,Outlier(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,417,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,lognormal,normal,1,heter_417,20,100,72.71914666766634,12,FALSE,0.07646682535966708,1,0,0
19,18812.800000000745,36,15,15,1,Outlier(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,292,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,even_discrete,normal,1,heter_292,20,100,8.929974619070816,9,FALSE,0.19879027557469,0.18928,0,0.16666666666666666
20,32909.099999997765,36,16,0,0,NA,NA,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,106,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_106,20,50,0,6,FALSE,0.048041639159193066,1,0,0
21,15212,36,17,13,1,Shape,Moderately,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,333,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,uniform,normal,1,heter_333,20,100,55.534012027515956,13,TRUE,6.561014343665328e-5,0.05915999999999988,1,0.5
22,13444.70000000298,36,18,1,1,Outlier(s),Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,159,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,even_discrete,normal,1,heter_159,20,50,15.440309571816744,18,FALSE,0.002590720270828772,0.26926000000000005,0,0.08333333333333333
23,10437.099999997765,36,19,11,1,Shape,Moderately,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,44,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_44,20,300,258.8693935954551,11,TRUE,6.367176110115223e-13,0.015859999999999985,1,0.5
24,12326.5,36,20,11,1,Shape,Slightly,5ee8b6dbac5fa1054ebd60a7,18-24,Diploma and Bachelor Degree,She,Yes,199,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,uniform,normal,1,heter_199,20,50,1.4518210423158955,14,FALSE,0.8984673237616017,1,0,0
5,45408,37,1,0,0,NA,NA,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,206,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,uniform,normal,1,heter_206,20,100,64.70748880017929,8,FALSE,0.002842847449471361,1,0,0
6,34858,37,2,11,1,Outlier(s),Extremely,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,588,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_588,20,300,593.468161694829,11,TRUE,1.8215070600580243e-13,0,1,1
7,112237.30000007153,37,3,0,0,NA,NA,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,167,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,lognormal,normal,1,heter_167,20,50,2.54419958294765,2,FALSE,0.7520297753246856,1,0,0
8,11850.600000023842,37,4,11,1,Outlier(s),Moderately,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,500,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,uniform,normal,1,heter_500,20,300,425.7029287196587,11,TRUE,7.920481226924792e-13,2.4000000000001798e-4,1,1
9,66863,37,5,15_7,2,Cluster(s),Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,332,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,normal,normal,1,heter_332,20,50,42.81541796085391,9,FALSE,0.0038961882208013473,1,0,0
10,17754.600000023842,37,6,13,1,Shape,Very,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,460,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,even_discrete,normal,1,heter_460,20,300,365.22709657457386,13,TRUE,1.4738244695654904e-15,0.05025999999999997,1,1
11,24941.600000023842,37,7,8,1,Shape,Moderately,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,475,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,lognormal,normal,1,heter_475,20,300,227.58441216587818,8,TRUE,8.487981809883303e-4,0.05025999999999997,1,1
12,23408.200000047684,37,8,2,1,Cluster(s),Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,123,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_123,20,100,0,9,FALSE,0.7588975487949902,1,0,0
13,16592.899999976158,37,9,10,1,Cluster(s),Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,176,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_176,20,100,1.6729501427894107,18,FALSE,0.16207060562285774,0.18928,0,0.16666666666666666
14,59524.299999952316,37,10,13,1,Cluster(s),Not at all,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,368,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_368,20,300,2.42526567513346,18,FALSE,0.0697274411350205,1,0,0
15,19207.5,37,11,19_17,2,Cluster(s),Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,20,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_20,20,300,4.81770011245284,8,FALSE,8.044442022816577e-9,1,0,0
16,39626.200000047684,37,12,2,1,_not that symmetric,Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,159,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,even_discrete,normal,1,heter_159,20,50,15.440309571816744,18,FALSE,0.002590720270828772,0.26926000000000005,0,0.08333333333333333
17,26632.599999904633,37,13,3,1,Shape,Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,409,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_409,20,100,83.7585391208635,3,TRUE,0.001912610618932536,0.0034399999999999986,1,1
18,9859.399999976158,37,14,12,1,Cluster(s),Moderately,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,367,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_367,20,50,44.84925969007742,12,TRUE,6.271651851323639e-4,0.0034399999999999986,1,1
19,37684.800000071526,37,15,0,0,NA,NA,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,226,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_226,20,100,40.45285183471508,6,FALSE,8.504991517685865e-4,1,0,0
20,10523.899999976158,37,16,10,1,Shape,Extremely,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,584,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_584,20,300,591.8897696271714,10,TRUE,7.435431009796723e-10,0,1,0.9166666666666666
21,11665.399999976158,37,17,12,1,Cluster(s),Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,5,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_5,20,50,7.830591105331271,6,FALSE,0.0993573199029356,1,0,0
22,65755.79999995232,37,18,17,1,_in this one the sticks are placed in height order,Very,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,519,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,even_discrete,normal,1,heter_519,20,300,252.4100629675228,17,TRUE,2.4160796912223123e-13,0.0034399999999999986,1,1
23,79755.5,37,19,20,1,Shape,Slightly,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,507,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_507,20,100,14.293368763741608,14,FALSE,0.13925043485975463,1,0,0
