subject,lineup_id,order,shape,n,x_dist,e_sigma,rep
24,291,12,3,300,normal,1,2
25,265,1,1,100,normal,0.5,2
26,119,4,1,50,uniform,4,3
27,422,19,2,300,uniform,1,2
28,563,9,4,100,normal,4,2
29,5,6,1,100,uniform,0.5,2
30,569,6,4,300,normal,2,1
31,521,8,4,300,normal,2,3
32,460,5,3,300,even_discrete,4,3
33,293,17,3,300,normal,1,1
34,352,13,4,300,even_discrete,4,1
35,452,17,1,100,even_discrete,0.5,2
36,381,18,4,300,normal,0.5,1
37,88,11,3,100,uniform,2,3
38,382,1,3,50,lognormal,1,3
39,378,1,3,100,even_discrete,0.5,3
40,355,14,4,300,uniform,1,2
41,197,2,4,100,lognormal,4,1
42,455,12,1,50,uniform,1,1
43,94,14,3,300,even_discrete,4,2
44,166,5,2,50,uniform,2,3
45,200,20,1,50,uniform,0.5,2
46,276,13,1,300,uniform,2,2
47,532,17,1,300,even_discrete,2,2
48,386,15,1,100,normal,0.5,1
49,309,20,3,300,uniform,4,1
50,375,11,1,50,even_discrete,0.5,1
51,357,1,3,100,uniform,4,3
52,300,18,1,300,uniform,1,3
53,131,14,3,300,uniform,2,3
54,414,14,2,300,even_discrete,0.5,3
55,368,14,3,300,lognormal,0.5,1
56,240,16,3,50,normal,0.5,2
57,485,14,2,100,even_discrete,0.5,3
58,517,9,3,100,even_discrete,1,1
59,410,6,1,300,even_discrete,2,3
60,422,13,2,300,uniform,1,2
61,502,14,3,100,uniform,4,2
62,50,4,2,100,lognormal,1,3
63,404,2,2,300,uniform,1,3
64,47,20,4,100,lognormal,2,1
65,80,16,4,300,even_discrete,2,3
66,489,1,1,100,even_discrete,0.5,3
67,11,10,1,100,normal,1,2
68,150,20,4,300,lognormal,0.5,2
69,339,2,3,300,uniform,0.5,1
70,319,14,4,300,normal,1,2
71,98,10,4,50,uniform,4,2
72,213,8,2,300,normal,2,2
73,330,15,1,100,uniform,0.5,3
74,432,13,2,300,uniform,4,3
75,191,15,3,100,uniform,1,2
76,420,19,2,50,normal,2,3
77,264,19,1,100,normal,2,1
78,269,4,4,50,uniform,1,1
79,306,7,1,300,normal,2,3
80,33,5,3,50,even_discrete,4,2
81,234,20,4,300,even_discrete,2,2
82,483,6,1,50,uniform,2,3
83,559,10,4,100,even_discrete,1,1
84,312,5,1,50,lognormal,1,1
85,112,4,4,50,even_discrete,1,2
86,544,3,2,100,uniform,0.5,1
87,38,9,2,100,normal,2,2
88,490,2,4,100,even_discrete,2,1
89,51,14,3,300,uniform,0.5,3
90,344,20,1,50,even_discrete,1,3
91,507,16,3,300,normal,4,3
92,564,17,4,50,normal,0.5,1
93,476,8,3,50,even_discrete,2,3
94,383,12,2,300,normal,1,2
95,9,4,1,50,even_discrete,1,1
96,27,4,3,50,even_discrete,4,1
97,286,5,3,50,uniform,1,1
98,240,10,3,50,normal,0.5,2
99,139,18,2,300,normal,1,1
100,297,8,3,100,normal,2,3
101,433,7,1,300,even_discrete,0.5,3
102,188,19,1,100,even_discrete,2,3
103,36,12,1,100,lognormal,2,1
104,30,1,1,50,even_discrete,4,2
105,523,8,2,300,even_discrete,0.5,1
106,538,6,2,300,even_discrete,2,1
107,174,16,1,300,even_discrete,2,1
108,565,10,2,50,uniform,1,3
109,556,7,4,300,uniform,1,3
110,125,7,4,100,normal,2,2
111,156,8,4,100,even_discrete,2,2
112,68,11,3,300,normal,1,3
113,420,16,2,50,normal,2,3
114,443,10,3,50,normal,2,3
115,380,12,1,300,normal,1,2
116,398,1,3,100,normal,1,2
117,104,5,4,100,lognormal,2,3
118,499,13,2,300,uniform,4,2
119,156,10,4,100,even_discrete,2,2
120,88,11,3,100,uniform,2,3
121,459,16,3,50,lognormal,4,3
122,341,9,1,300,uniform,2,3
123,214,4,4,50,lognormal,1,3
124,497,18,1,50,even_discrete,4,3
125,126,11,3,100,normal,0.5,3
126,574,4,1,300,uniform,1,1
127,30,6,1,50,even_discrete,4,2
128,171,7,4,50,even_discrete,2,2
129,90,5,3,100,normal,1,1
130,576,6,1,100,even_discrete,0.5,1
131,179,20,2,300,lognormal,0.5,1
132,256,3,2,100,uniform,1,2
133,318,10,3,50,uniform,1,3
134,216,2,3,300,uniform,1,3
135,377,16,4,100,normal,1,3
136,186,14,2,50,uniform,4,1
137,499,11,2,300,uniform,4,2
138,232,19,4,50,uniform,0.5,2
139,83,6,3,100,uniform,0.5,2
140,575,12,4,100,even_discrete,0.5,1
141,130,8,4,100,even_discrete,4,1
142,137,18,2,50,lognormal,0.5,1
143,275,15,4,100,normal,0.5,2
144,411,17,2,300,lognormal,2,1
145,176,13,2,100,normal,1,1
146,553,2,4,100,even_discrete,0.5,2
147,503,5,4,300,lognormal,2,2
148,130,16,4,100,even_discrete,4,1
149,528,20,4,300,uniform,4,2
150,267,7,4,300,normal,4,2
151,389,15,4,300,even_discrete,0.5,3
152,544,15,2,100,uniform,0.5,1
153,14,13,2,300,uniform,2,1
154,251,14,4,50,uniform,0.5,1
155,79,11,1,100,even_discrete,4,1
156,74,13,1,50,even_discrete,0.5,2
157,480,13,1,100,even_discrete,2,1
158,524,15,4,100,even_discrete,0.5,3
159,100,19,1,100,even_discrete,1,3
160,439,16,3,50,normal,1,2
1,203,16,2,50,lognormal,1,2
2,551,19,3,100,lognormal,2,3
3,381,15,4,300,normal,0.5,1
4,257,15,1,50,normal,0.5,3
5,274,11,2,100,lognormal,4,3
6,42,12,4,50,uniform,1,2
7,151,1,4,100,even_discrete,1,3
8,416,14,4,50,lognormal,4,2
9,544,14,2,100,uniform,0.5,1
10,267,7,4,300,normal,4,2
11,329,20,1,300,uniform,1,2
12,408,14,2,300,lognormal,0.5,3
13,300,13,1,300,uniform,1,3
14,199,3,2,50,uniform,0.5,1
15,394,2,3,100,even_discrete,4,1
16,407,6,3,300,lognormal,2,3
17,563,19,4,100,normal,4,2
18,541,9,1,100,lognormal,4,1
19,138,15,3,300,lognormal,4,2
20,397,15,4,50,normal,0.5,2
21,516,2,4,100,lognormal,4,3
22,440,12,4,300,even_discrete,2,1
23,194,17,3,300,lognormal,0.5,2
24,130,20,4,100,even_discrete,4,1
25,116,10,2,50,lognormal,0.5,2
26,19,10,3,300,lognormal,4,3
27,206,3,4,50,lognormal,0.5,2
28,115,20,3,300,lognormal,1,1
29,513,13,3,300,uniform,4,2
30,92,13,2,100,even_discrete,1,2
31,54,9,3,50,even_discrete,0.5,3
32,438,2,2,50,lognormal,4,1
33,370,13,1,50,uniform,0.5,1
34,297,17,3,100,normal,2,3
35,91,2,4,50,even_discrete,2,1
36,490,7,4,100,even_discrete,2,1
37,21,9,3,50,even_discrete,1,3
38,120,13,1,300,uniform,0.5,1
39,165,10,4,300,normal,1,3
40,241,7,1,100,lognormal,1,3
41,491,10,2,50,uniform,1,2
42,516,10,4,100,lognormal,4,3
43,6,5,1,100,uniform,1,1
44,37,4,3,100,normal,0.5,1
45,34,18,3,50,lognormal,1,2
46,496,8,4,50,lognormal,2,1
47,142,11,4,100,uniform,1,3
48,170,5,1,300,lognormal,1,2
49,302,16,2,50,even_discrete,2,2
50,151,7,4,100,even_discrete,1,3
51,496,11,4,50,lognormal,2,1
52,441,4,3,50,uniform,2,2
53,409,20,3,100,lognormal,1,1
54,184,10,3,100,lognormal,4,3
55,576,13,1,100,even_discrete,0.5,1
56,110,4,2,300,uniform,0.5,1
57,307,8,4,50,normal,2,2
58,212,11,2,300,even_discrete,2,3
59,169,13,2,50,normal,0.5,2
60,347,10,2,50,lognormal,0.5,3
61,73,6,4,50,uniform,2,2
62,322,10,3,50,uniform,0.5,3
63,130,13,4,100,even_discrete,4,1
64,425,15,3,50,lognormal,0.5,1
65,318,9,3,50,uniform,1,3
66,29,7,3,50,uniform,4,3
67,10,8,4,300,even_discrete,1,1
68,5,12,1,100,uniform,0.5,2
69,405,17,2,50,even_discrete,2,1
70,443,18,3,50,normal,2,3
71,54,7,3,50,even_discrete,0.5,3
72,122,12,4,50,normal,4,1
73,70,13,1,300,even_discrete,4,3
74,385,2,3,100,normal,4,3
75,522,5,2,300,even_discrete,1,2
76,1,17,2,300,lognormal,4,3
77,281,20,3,50,even_discrete,2,1
78,105,19,4,100,normal,0.5,3
79,444,4,2,100,lognormal,2,1
80,39,3,3,100,uniform,2,2
81,438,2,2,50,lognormal,4,1
82,343,20,3,300,uniform,0.5,2
83,19,12,3,300,lognormal,4,3
84,239,12,3,100,normal,0.5,2
85,191,17,3,100,uniform,1,2
86,291,13,3,300,normal,1,2
87,486,17,3,50,normal,4,1
88,385,17,3,100,normal,4,3
89,428,15,4,50,uniform,4,3
90,173,3,1,100,lognormal,2,3
91,402,10,2,50,even_discrete,0.5,1
92,36,7,1,100,lognormal,2,1
93,71,16,4,100,even_discrete,4,3
94,42,8,4,50,uniform,1,2
95,429,13,3,300,normal,4,1
96,407,15,3,300,lognormal,2,3
97,308,7,4,300,lognormal,1,1
98,262,4,1,300,lognormal,2,3
99,133,11,1,50,lognormal,4,3
100,416,19,4,50,lognormal,4,2
101,322,2,3,50,uniform,0.5,3
102,396,4,2,100,uniform,1,1
103,167,1,4,50,uniform,2,3
104,143,19,3,300,normal,2,3
105,105,17,4,100,normal,0.5,3
106,48,4,2,100,normal,0.5,2
107,455,4,1,50,uniform,1,1
108,252,6,2,100,lognormal,0.5,1
109,554,3,1,50,even_discrete,2,2
110,570,11,3,300,uniform,1,1
111,344,9,1,50,even_discrete,1,3
112,430,10,3,100,lognormal,0.5,2
113,366,4,1,100,normal,1,1
114,142,6,4,100,uniform,1,3
115,158,1,4,100,uniform,4,2
116,543,10,4,300,normal,0.5,2
117,481,6,1,50,normal,4,1
118,83,7,3,100,uniform,0.5,2
119,570,3,3,300,uniform,1,1
120,377,4,4,100,normal,1,3
121,62,5,4,50,even_discrete,0.5,2
122,53,15,1,50,lognormal,4,1
123,541,13,1,100,lognormal,4,1
124,264,10,1,100,normal,2,1
125,94,1,3,300,even_discrete,4,2
126,425,12,3,50,lognormal,0.5,1
127,143,17,3,300,normal,2,3
128,444,4,2,100,lognormal,2,1
129,186,12,2,50,uniform,4,1
130,224,13,3,300,lognormal,2,1
131,294,4,1,50,normal,2,2
132,2,1,3,50,even_discrete,1,1
133,225,19,2,300,lognormal,4,1
134,62,5,4,50,even_discrete,0.5,2
135,504,10,3,100,lognormal,4,2
136,87,2,2,300,lognormal,2,3
137,413,16,4,100,uniform,1,2
138,234,14,4,300,even_discrete,2,2
139,347,1,2,50,lognormal,0.5,3
140,267,4,4,300,normal,4,2
141,32,1,3,300,even_discrete,0.5,2
142,566,2,3,100,normal,2,2
143,6,6,1,100,uniform,1,1
144,270,8,3,50,uniform,0.5,1
145,51,2,3,300,uniform,0.5,3
146,137,3,2,50,lognormal,0.5,1
147,149,13,3,100,even_discrete,2,3
148,255,13,2,300,even_discrete,0.5,2
149,559,10,4,100,even_discrete,1,1
150,248,4,2,50,even_discrete,1,3
151,164,8,4,50,normal,1,3
152,335,10,2,50,normal,1,3
153,378,12,3,100,even_discrete,0.5,3
154,404,16,2,300,uniform,1,3
155,277,12,4,50,lognormal,4,3
156,517,7,3,100,even_discrete,1,1
157,251,17,4,50,uniform,0.5,1
158,323,2,2,50,normal,0.5,1
159,530,2,1,300,normal,0.5,2
160,153,5,4,100,lognormal,1,1
1,490,13,4,100,even_discrete,2,1
2,107,1,1,300,lognormal,1,3
3,24,17,3,300,uniform,1,2
4,91,16,4,50,even_discrete,2,1
5,210,18,1,100,uniform,2,2
6,425,4,3,50,lognormal,0.5,1
7,204,12,3,100,normal,4,1
8,169,1,2,50,normal,0.5,2
9,480,7,1,100,even_discrete,2,1
10,26,16,1,50,even_discrete,2,1
11,76,11,2,300,normal,0.5,1
12,300,16,1,300,uniform,1,3
13,473,15,4,300,normal,4,3
14,21,15,3,50,even_discrete,1,3
15,461,12,2,100,normal,1,2
16,422,2,2,300,uniform,1,2
17,531,5,1,100,lognormal,1,2
18,178,13,2,100,even_discrete,0.5,1
19,523,9,2,300,even_discrete,0.5,1
20,26,5,1,50,even_discrete,2,1
21,454,18,2,100,normal,0.5,3
22,119,16,1,50,uniform,4,3
23,349,9,4,300,normal,4,1
24,78,8,3,100,uniform,2,1
25,567,11,4,50,uniform,1,3
26,180,17,1,300,normal,0.5,3
27,183,9,1,50,uniform,2,2
28,117,12,1,300,normal,2,2
29,53,14,1,50,lognormal,4,1
30,170,17,1,300,lognormal,1,2
31,148,14,2,50,lognormal,2,3
32,200,17,1,50,uniform,0.5,2
33,207,20,2,50,normal,4,1
34,517,6,3,100,even_discrete,1,1
35,118,15,1,50,lognormal,1,3
36,136,8,3,100,normal,4,2
37,362,17,4,50,lognormal,2,2
38,233,7,2,50,even_discrete,4,2
39,277,13,4,50,lognormal,4,3
40,236,3,2,100,uniform,2,2
41,30,3,1,50,even_discrete,4,2
42,31,2,3,100,even_discrete,2,2
43,434,11,3,100,lognormal,0.5,3
44,230,12,1,100,uniform,4,1
45,79,3,1,100,even_discrete,4,1
46,38,2,2,100,normal,2,2
47,179,2,2,300,lognormal,0.5,1
48,93,19,2,300,normal,4,1
49,455,3,1,50,uniform,1,1
50,525,10,2,100,uniform,4,1
51,547,6,2,50,normal,4,3
52,303,9,1,50,even_discrete,4,1
53,125,12,4,100,normal,2,2
54,166,5,2,50,uniform,2,3
55,78,17,3,100,uniform,2,1
56,185,13,1,100,uniform,4,3
57,413,7,4,100,uniform,1,2
58,196,15,4,300,uniform,0.5,1
59,295,4,1,50,uniform,4,2
60,344,14,1,50,even_discrete,1,3
61,11,19,1,100,normal,1,2
62,164,14,4,50,normal,1,3
63,360,1,3,100,uniform,0.5,3
64,548,12,1,50,normal,4,2
65,97,10,4,50,normal,4,3
66,362,3,4,50,lognormal,2,2
67,285,2,2,300,uniform,0.5,3
68,468,7,4,100,normal,2,3
69,315,14,1,50,normal,1,1
70,359,8,1,300,lognormal,4,1
71,359,12,1,300,lognormal,4,1
72,318,11,3,50,uniform,1,3
73,15,19,2,300,uniform,2,2
74,111,16,1,100,lognormal,1,1
75,328,19,3,300,lognormal,4,1
76,196,14,4,300,uniform,0.5,1
77,454,12,2,100,normal,0.5,3
78,177,15,2,100,even_discrete,4,1
79,452,16,1,100,even_discrete,0.5,2
80,105,17,4,100,normal,0.5,3
81,144,5,1,100,uniform,1,2
82,132,12,4,100,uniform,4,1
83,521,13,4,300,normal,2,3
84,177,14,2,100,even_discrete,4,1
85,36,14,1,100,lognormal,2,1
86,128,5,1,300,lognormal,0.5,3
87,99,5,1,50,even_discrete,0.5,3
88,472,13,2,50,uniform,2,2
89,74,6,1,50,even_discrete,0.5,2
90,552,19,4,100,normal,0.5,1
91,340,9,3,50,lognormal,2,1
92,158,15,4,100,uniform,4,2
93,176,12,2,100,normal,1,1
94,66,2,3,50,lognormal,4,2
95,212,11,2,300,even_discrete,2,3
96,406,13,2,300,normal,4,3
97,314,10,1,300,normal,4,1
98,309,18,3,300,uniform,4,1
99,270,1,3,50,uniform,0.5,1
100,87,18,2,300,lognormal,2,3
101,302,6,2,50,even_discrete,2,2
102,376,17,4,50,even_discrete,4,2
103,8,2,2,50,lognormal,4,2
104,363,11,4,300,lognormal,4,2
105,456,19,1,100,even_discrete,1,1
106,273,9,3,100,lognormal,2,1
107,233,17,2,50,even_discrete,4,2
108,456,7,1,100,even_discrete,1,1
109,114,11,1,100,normal,4,3
110,304,3,4,300,lognormal,4,3
111,259,20,3,50,lognormal,2,2
112,563,13,4,100,normal,4,2
113,52,14,4,100,uniform,0.5,1
114,511,13,1,100,even_discrete,2,2
115,148,16,2,50,lognormal,2,3
116,224,19,3,300,lognormal,2,1
117,471,20,4,50,even_discrete,0.5,3
118,157,12,4,100,normal,1,2
119,147,4,1,300,lognormal,0.5,2
120,415,15,2,300,lognormal,2,2
121,154,18,4,300,uniform,4,1
122,510,17,2,50,normal,1,2
123,553,15,4,100,even_discrete,0.5,2
124,304,2,4,300,lognormal,4,3
125,298,4,1,300,normal,1,1
126,258,1,4,300,lognormal,4,1
127,179,11,2,300,lognormal,0.5,1
128,506,14,3,100,uniform,0.5,1
129,54,17,3,50,even_discrete,0.5,3
130,266,18,4,300,even_discrete,4,3
131,181,2,4,50,lognormal,1,1
132,532,13,1,300,even_discrete,2,2
133,80,15,4,300,even_discrete,2,3
134,16,13,3,50,normal,2,2
135,148,5,2,50,lognormal,2,3
136,381,9,4,300,normal,0.5,1
137,178,15,2,100,even_discrete,0.5,1
138,217,6,2,300,uniform,1,1
139,548,10,1,50,normal,4,2
140,549,16,1,300,lognormal,0.5,1
141,479,16,1,100,normal,1,3
142,353,5,1,100,lognormal,4,3
143,475,12,2,100,even_discrete,2,2
144,416,12,4,50,lognormal,4,2
145,117,3,1,300,normal,2,2
146,439,11,3,50,normal,1,2
147,487,20,2,100,lognormal,4,2
148,195,17,3,300,uniform,2,1
149,487,11,2,100,lognormal,4,2
150,527,17,1,50,lognormal,0.5,3
151,33,9,3,50,even_discrete,4,2
152,96,14,3,50,even_discrete,2,2
153,132,10,4,100,uniform,4,1
154,70,2,1,300,even_discrete,4,3
155,163,15,2,100,uniform,2,3
156,237,3,1,100,normal,2,2
157,521,2,4,300,normal,2,3
158,57,7,4,50,lognormal,4,1
159,238,6,2,300,lognormal,1,2
160,572,12,2,100,normal,4,1
1,120,18,1,300,uniform,0.5,1
2,330,14,1,100,uniform,0.5,3
3,410,19,1,300,even_discrete,2,3
4,20,8,2,50,even_discrete,1,2
5,246,7,2,100,even_discrete,0.5,2
6,91,2,4,50,even_discrete,2,1
7,210,13,1,100,uniform,2,2
8,368,2,3,300,lognormal,0.5,1
9,353,2,1,100,lognormal,4,3
10,502,18,3,100,uniform,4,2
11,481,19,1,50,normal,4,1
12,492,11,2,300,even_discrete,4,3
13,411,20,2,300,lognormal,2,1
14,486,19,3,50,normal,4,1
15,218,16,3,100,lognormal,0.5,1
16,69,4,1,300,lognormal,4,2
17,284,16,2,100,even_discrete,1,1
18,360,11,3,100,uniform,0.5,3
19,196,10,4,300,uniform,0.5,1
20,53,8,1,50,lognormal,4,1
21,447,5,1,100,uniform,0.5,1
22,467,7,2,100,even_discrete,4,2
23,453,1,4,300,uniform,2,1
24,437,18,2,100,lognormal,1,2
25,119,2,1,50,uniform,4,3
26,570,12,3,300,uniform,1,1
27,233,11,2,50,even_discrete,4,2
28,432,10,2,300,uniform,4,3
29,28,9,4,100,uniform,2,3
30,373,10,3,300,normal,4,2
31,535,11,3,50,uniform,1,2
32,324,9,3,50,normal,1,3
33,307,9,4,50,normal,2,2
34,104,11,4,100,lognormal,2,3
35,232,11,4,50,uniform,0.5,2
36,50,2,2,100,lognormal,1,3
37,251,4,4,50,uniform,0.5,1
38,568,8,1,100,even_discrete,1,2
39,174,8,1,300,even_discrete,2,1
40,452,13,1,100,even_discrete,0.5,2
41,564,17,4,50,normal,0.5,1
42,163,4,2,100,uniform,2,3
43,188,3,1,100,even_discrete,2,3
44,272,19,4,100,normal,2,1
45,285,5,2,300,uniform,0.5,3
46,67,12,3,300,normal,0.5,3
47,166,15,2,50,uniform,2,3
48,505,9,2,300,uniform,0.5,2
49,34,19,3,50,lognormal,1,2
50,155,12,2,100,lognormal,0.5,2
51,121,10,3,50,normal,0.5,1
52,243,15,2,50,normal,4,2
53,467,8,2,100,even_discrete,4,2
54,257,4,1,50,normal,0.5,3
55,465,8,2,100,uniform,4,3
56,306,1,1,300,normal,2,3
57,339,17,3,300,uniform,0.5,1
58,446,12,4,50,even_discrete,4,3
59,312,18,1,50,lognormal,1,1
60,27,9,3,50,even_discrete,4,1
61,559,7,4,100,even_discrete,1,1
62,466,15,1,50,normal,2,1
63,486,18,3,50,normal,4,1
64,129,6,4,50,even_discrete,0.5,1
65,211,14,1,50,uniform,0.5,3
66,466,10,1,50,normal,2,1
67,286,15,3,50,uniform,1,1
68,461,11,2,100,normal,1,2
69,116,20,2,50,lognormal,0.5,2
70,410,20,1,300,even_discrete,2,3
71,440,8,4,300,even_discrete,2,1
72,425,18,3,50,lognormal,0.5,1
73,209,3,1,300,lognormal,1,1
74,296,6,1,50,normal,0.5,2
75,290,10,2,300,uniform,2,3
76,165,2,4,300,normal,1,3
77,153,8,4,100,lognormal,1,1
78,321,18,1,100,uniform,2,3
79,132,19,4,100,uniform,4,1
80,404,7,2,300,uniform,1,3
81,45,12,3,100,even_discrete,0.5,1
82,66,19,3,50,lognormal,4,2
83,180,7,1,300,normal,0.5,3
84,151,15,4,100,even_discrete,1,3
85,136,1,3,100,normal,4,2
86,503,1,4,300,lognormal,2,2
87,390,4,1,50,uniform,1,2
88,2,18,3,50,even_discrete,1,1
89,491,13,2,50,uniform,1,2
90,185,11,1,100,uniform,4,3
91,332,17,1,50,normal,1,3
92,138,18,3,300,lognormal,4,2
93,245,17,1,100,uniform,2,1
94,294,7,1,50,normal,2,2
95,120,8,1,300,uniform,0.5,1
96,414,5,2,300,even_discrete,0.5,3
97,48,8,2,100,normal,0.5,2
98,370,2,1,50,uniform,0.5,1
99,187,13,2,50,lognormal,2,2
100,414,11,2,300,even_discrete,0.5,3
101,382,19,3,50,lognormal,1,3
102,215,14,2,100,lognormal,4,1
103,324,3,3,50,normal,1,3
104,36,20,1,100,lognormal,2,1
105,50,20,2,100,lognormal,1,3
106,560,7,4,100,lognormal,4,2
107,121,5,3,50,normal,0.5,1
108,125,1,4,100,normal,2,2
109,186,5,2,50,uniform,4,1
110,350,19,1,300,uniform,0.5,3
111,108,14,2,50,uniform,4,3
112,193,5,2,100,even_discrete,2,1
113,511,13,1,100,even_discrete,2,2
114,391,9,4,50,even_discrete,4,1
115,284,9,2,100,even_discrete,1,1
116,49,8,1,300,normal,4,3
117,510,19,2,50,normal,1,2
118,104,20,4,100,lognormal,2,3
119,289,14,2,300,even_discrete,1,3
120,373,10,3,300,normal,4,2
121,408,12,2,300,lognormal,0.5,3
122,198,7,4,50,uniform,4,1
123,136,16,3,100,normal,4,2
124,241,15,1,100,lognormal,1,3
125,225,20,2,300,lognormal,4,1
126,386,14,1,100,normal,0.5,1
127,209,20,1,300,lognormal,1,1
128,237,17,1,100,normal,2,2
129,20,19,2,50,even_discrete,1,2
130,127,12,2,300,lognormal,0.5,2
131,400,11,3,50,even_discrete,0.5,1
132,200,9,1,50,uniform,0.5,2
133,327,6,4,300,normal,1,1
134,547,7,2,50,normal,4,3
135,376,20,4,50,even_discrete,4,2
136,329,7,1,300,uniform,1,2
137,519,14,3,100,even_discrete,4,2
138,363,13,4,300,lognormal,4,2
139,567,15,4,50,uniform,1,3
140,14,1,2,300,uniform,2,1
141,227,10,2,300,normal,2,3
142,236,16,2,100,uniform,2,2
143,263,1,4,300,uniform,2,2
144,536,2,1,50,normal,2,3
145,69,5,1,300,lognormal,4,2
146,506,9,3,100,uniform,0.5,1
147,366,15,1,100,normal,1,1
148,539,12,1,300,even_discrete,1,2
149,378,18,3,100,even_discrete,0.5,3
150,496,14,4,50,lognormal,2,1
151,187,1,2,50,lognormal,2,2
152,470,3,3,300,normal,0.5,2
153,429,8,3,300,normal,4,1
154,545,5,2,300,normal,0.5,3
155,409,17,3,100,lognormal,1,1
156,185,12,1,100,uniform,4,3
157,207,16,2,50,normal,4,1
158,340,16,3,50,lognormal,2,1
159,556,8,4,300,uniform,1,3
160,430,7,3,100,lognormal,0.5,2
1,129,19,4,50,even_discrete,0.5,1
2,15,12,2,300,uniform,2,2
3,503,13,4,300,lognormal,2,2
4,97,10,4,50,normal,4,3
5,86,16,3,50,uniform,0.5,2
6,398,5,3,100,normal,1,2
7,105,6,4,100,normal,0.5,3
8,221,15,3,100,uniform,1,1
9,449,6,3,300,even_discrete,0.5,1
10,575,10,4,100,even_discrete,0.5,1
11,290,3,2,300,uniform,2,3
12,339,13,3,300,uniform,0.5,1
13,41,18,4,100,uniform,0.5,2
14,99,20,1,50,even_discrete,0.5,3
15,308,5,4,300,lognormal,1,1
16,475,1,2,100,even_discrete,2,2
17,345,8,2,300,normal,0.5,2
18,321,10,1,100,uniform,2,3
19,570,6,3,300,uniform,1,1
20,192,4,3,300,normal,2,1
21,373,13,3,300,normal,4,2
22,339,11,3,300,uniform,0.5,1
23,353,8,1,100,lognormal,4,3
24,547,3,2,50,normal,4,3
25,459,12,3,50,lognormal,4,3
26,557,19,4,300,lognormal,0.5,1
27,40,14,1,50,normal,4,3
28,33,18,3,50,even_discrete,4,2
29,100,2,1,100,even_discrete,1,3
30,495,18,2,50,uniform,2,1
31,183,18,1,50,uniform,2,2
32,95,4,4,50,lognormal,1,2
33,480,7,1,100,even_discrete,2,1
34,39,14,3,100,uniform,2,2
35,396,20,2,100,uniform,1,1
36,355,1,4,300,uniform,1,2
37,133,13,1,50,lognormal,4,3
38,503,16,4,300,lognormal,2,2
39,20,16,2,50,even_discrete,1,2
40,339,1,3,300,uniform,0.5,1
41,254,9,1,300,normal,2,1
42,90,7,3,100,normal,1,1
43,334,9,4,50,lognormal,2,3
44,352,7,4,300,even_discrete,4,1
45,281,12,3,50,even_discrete,2,1
46,512,16,4,50,uniform,0.5,3
47,382,6,3,50,lognormal,1,3
48,258,7,4,300,lognormal,4,1
49,369,12,2,300,lognormal,4,2
50,170,17,1,300,lognormal,1,2
51,58,13,1,100,lognormal,4,2
52,573,11,2,100,uniform,0.5,2
53,508,1,3,100,even_discrete,0.5,2
54,496,17,4,50,lognormal,2,1
55,440,9,4,300,even_discrete,2,1
56,570,3,3,300,uniform,1,1
57,518,18,3,50,uniform,4,1
58,256,14,2,100,uniform,1,2
59,368,5,3,300,lognormal,0.5,1
60,260,1,4,50,normal,1,2
61,477,13,1,50,lognormal,2,2
62,517,12,3,100,even_discrete,1,1
63,124,10,4,300,lognormal,0.5,3
64,1,5,2,300,lognormal,4,3
65,287,8,4,100,lognormal,0.5,3
66,368,6,3,300,lognormal,0.5,1
67,99,1,1,50,even_discrete,0.5,3
68,357,8,3,100,uniform,4,3
69,33,15,3,50,even_discrete,4,2
70,537,15,4,300,uniform,0.5,3
71,515,2,4,50,normal,1,1
72,384,9,4,100,even_discrete,1,2
73,340,18,3,50,lognormal,2,1
74,462,4,3,100,lognormal,2,2
75,352,4,4,300,even_discrete,4,1
76,356,5,3,50,lognormal,1,1
77,467,4,2,100,even_discrete,4,2
78,443,10,3,50,normal,2,3
79,406,14,2,300,normal,4,3
80,213,18,2,300,normal,2,2
81,349,10,4,300,normal,4,1
82,72,4,1,300,even_discrete,0.5,2
83,508,5,3,100,even_discrete,0.5,2
84,152,8,1,100,normal,4,1
85,388,12,4,50,normal,2,3
86,567,12,4,50,uniform,1,3
87,327,15,4,300,normal,1,1
88,333,20,4,50,lognormal,0.5,1
89,281,1,3,50,even_discrete,2,1
90,227,10,2,300,normal,2,3
91,215,14,2,100,lognormal,4,1
92,290,1,2,300,uniform,2,3
93,221,10,3,100,uniform,1,1
94,411,16,2,300,lognormal,2,1
95,242,9,4,100,uniform,2,1
96,298,7,1,300,normal,1,1
97,52,16,4,100,uniform,0.5,1
98,534,5,3,300,lognormal,1,2
99,373,14,3,300,normal,4,2
100,341,3,1,300,uniform,2,3
101,498,14,1,50,lognormal,2,3
102,272,20,4,100,normal,2,1
103,390,15,1,50,uniform,1,2
104,207,18,2,50,normal,4,1
105,114,13,1,100,normal,4,3
106,398,15,3,100,normal,1,2
107,82,8,2,300,lognormal,1,1
108,41,5,4,100,uniform,0.5,2
109,403,4,3,100,lognormal,1,3
110,389,8,4,300,even_discrete,0.5,3
111,246,3,2,100,even_discrete,0.5,2
112,541,6,1,100,lognormal,4,1
113,122,2,4,50,normal,4,1
114,370,11,1,50,uniform,0.5,1
115,441,8,3,50,uniform,2,2
116,505,6,2,300,uniform,0.5,2
117,355,10,4,300,uniform,1,2
118,160,16,3,300,even_discrete,1,1
