page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,c,x_dist,z_discrete,e_dist,e_sigma,x_mu,x_n,x_sigma,z_discrete_dist,z_n,e_df,name,k,n,effect_size,answer,detect,conventional_p_value,ori_difficulty,exp,exp_lineup_id
6,25355.5,46,2,7,1,Cluster(s),Slightly,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,132,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,16.481100596487522,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_hard_32,20,50,116.5389799319398,7,TRUE,0.05105934513826646,hard,2,2_132
7,20884.400000002235,46,3,17,1,Shape,Extremely,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,158,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.8454885384999216,-2.8927191398106515,0.05690445797517896,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_4,20,50,861.0523921636953,17,TRUE,2.649106003407081e-50,extremely_easy,2,2_158
8,81210.5,46,4,15,1,Outlier(s),Moderately,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,128,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,6.858894392848015,NA,uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_28,20,100,68.58894392848015,15,TRUE,8.512499185308788e-5,hard,2,2_128
9,42561.300000000745,46,5,20,1,Cluster(s),Slightly,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,63,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.761248819064349,-0.8630909398198128,1.3258696761913598,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,5,NA,high_hard_40,20,300,0.6827863273560102,7,FALSE,3.0348968473488908e-15,hard,2,2_63
10,95402.5,46,6,13_16,2,Shape,Moderately,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,114,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,12.652385078370571,NA,lognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_14,20,100,126.52385078370571,13,TRUE,0.0012000344932360195,hard,2,2_114
11,24724.300000000745,46,7,20,1,Cluster(s),Moderately,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,17,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.1375025105662644,2.583482205402106,0.2453547427430749,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,6,NA,high_medium_8,20,50,8.494393688972085,20,TRUE,8.295539022369817e-14,medium,2,2_17
12,26754.10000000149,46,8,3,1,Cluster(s),Moderately,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,16,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.423838883638382,0.30725968396291137,0.6074215942062438,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,10,NA,high_medium_7,20,100,9.029256122584178,3,TRUE,5.471325337848033e-31,medium,2,2_16
13,20379.5,46,9,19,1,Shape,Extremely,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,4,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.983189496677369,-0.032417581882327795,0.40539216296747327,lognormal,TRUE,normal,0.25,0,NA,0.6,discrete_uniform,9,NA,high_easy_4,20,100,191976391.98424134,19,TRUE,1.700451571112071e-303,easy,2,2_4
14,46569.5,46,10,11_7,2,Outlier(s),Not at all,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,68,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9542068457230926,-1.103132130112499,0.16997913969680667,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_45,20,100,0.38368111637885227,11,TRUE,3.3089360871337063e-4,hard,2,2_68
15,27875.800000000745,46,11,3,1,Outlier(s),Slightly,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,126,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,14.768129020929337,NA,uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_26,20,50,104.42644176136983,3,TRUE,0.07685656565805228,hard,2,2_126
16,24250.39999999851,46,12,4,1,Outlier(s),Slightly,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,56,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5681556668132544,-0.30306337075307965,0.005161133129149675,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,4,NA,high_hard_33,20,50,4.216451159198159,4,TRUE,2.017317420962127e-11,hard,2,2_56
17,178859.1000000015,46,13,20,1,Cluster(s),Slightly,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,38,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.8131899498403072,-2.6563451718539,1.0893637835979462,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,4,NA,high_hard_15,20,300,0.22195217319397662,13,FALSE,1.0716648744961601e-10,hard,2,2_38
18,19523.39999999851,46,14,6,1,Cluster(s),Very,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,85,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.135648794472218,NA,uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_easy_8,20,300,521.9647483107767,6,TRUE,2.199389731849237e-18,easy,2,2_85
19,23875.10000000149,46,15,8,1,Cluster(s),Moderately,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,97,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.65387961268425,NA,normal,FALSE,NA,NA,0,20,0.3,NA,NA,NA,heter_medium_11,20,50,216.75566143805094,8,TRUE,1.9082679059255576e-4,medium,2,2_97
20,42249.900000002235,46,16,7,1,Outlier(s),Not at all,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,150,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,13.58213696628809,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_50,20,100,135.8213696628809,11,FALSE,0.0021908173584724347,hard,2,2_150
21,92843.80000000075,46,17,6,1,Outlier(s),Not at all,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,74,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9392152880318463,0.6187826176173985,1.8751858123578131,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_51,20,100,2.4384974457004085,17,FALSE,0.0056336532114753006,hard,2,2_74
22,102545.20000000298,46,18,7_16,2,Outlier(s),Not at all,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,43,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.4661382157355547,0.313405042514205,1.6582253780215979,neglognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,7,NA,high_hard_20,20,100,0.037490669337518885,12,FALSE,0.8666194955384696,hard,2,2_43
23,21730.699999999255,46,19,18,1,Shape,Very,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,10,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.665070800576359,-0.29348249081522226,1.6269181030802429,neglognormal,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,6,NA,high_medium_1,20,100,13.309439091538993,18,TRUE,3.637910088405341e-33,medium,2,2_10
24,29882.400000002235,46,20,1,1,Outlier(s),Slightly,5be630ca1781990001f7d9f8,18-24,Diploma and Bachelor Degree,She,No,61,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.05169072886928916,-0.7046616501174867,0.8492340994998813,normal,TRUE,normal,0.5,0,NA,0.3,discrete_uniform,9,NA,high_hard_38,20,100,0.8872735466082616,16,FALSE,7.959142010834624e-5,hard,2,2_61
5,24659.400000000373,47,1,13,1,Outlier(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,124,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,11.114360310137272,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_24,20,100,111.14360310137272,13,TRUE,4.704490244949321e-4,hard,2,2_124
6,45248.200000000186,47,2,17_18_5,3,Shape,Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,133,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,15.858029931783676,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_hard_33,20,100,158.58029931783676,5,TRUE,0.04091032165300649,hard,2,2_133
7,13336.399999999907,47,3,16,1,Cluster(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,105,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,5.752334572374821,NA,normal,FALSE,NA,NA,0,16,0.3,NA,NA,NA,heter_hard_5,20,300,99.63335741488181,11,FALSE,1.6092259790144537e-9,hard,2,2_105
8,11978.200000000186,47,4,2,1,Cluster(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,129,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,12.256609335541725,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_29,20,50,86.66731575515898,9,FALSE,0.22444483588324868,hard,2,2_129
9,7309.700000000186,47,5,13,1,Outlier(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,100,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,18.967240042984486,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_medium_14,20,100,189.67240042984486,13,TRUE,4.2543887449583865e-9,medium,2,2_100
10,9185.5,47,6,4,1,Outlier(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,163,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.73554376140237,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_extremely_easy_4,20,300,532.3552339300554,9,FALSE,9.793564224746119e-13,extremely_easy,2,2_163
11,52495.90000000037,47,7,16_9,2,Outlier(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,78,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,25.68579139560461,NA,neglognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_easy_1,20,300,444.8909572980269,7,FALSE,0.03199084005693398,easy,2,2_78
12,8602.80000000028,47,8,20,1,Cluster(s),Very,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,42,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.5598249705508351,-0.3422988415695727,0.7101483535952866,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_19,20,50,0.5292313266623206,2,FALSE,0.0043277180212702646,hard,2,2_42
13,9713.099999999627,47,9,5,1,Outlier(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,27,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.4695776361040771,-0.5652861054986715,1.4709731522016227,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,7,NA,high_hard_4,20,50,0.24419098382740584,11,FALSE,0.22635225662158281,hard,2,2_27
14,20823.100000000093,47,10,17,1,Outlier(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,120,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,6.708448335528374,NA,neglognormal,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_20,20,50,47.43589309291721,4,FALSE,0.027369285983147876,hard,2,2_120
15,10074.80000000028,47,11,3_5,2,Outlier(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,46,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.4006259934976697,-2.7423566495999694,1.8991672056727111,lognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_23,20,100,7.878749534971272,4,FALSE,3.7162233868848485e-17,hard,2,2_46
16,28849.799999999814,47,12,5,1,Cluster(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,59,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6453366740606725,-2.0727596604265273,1.4734220369718969,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_36,20,300,1.5441941752187547,7,FALSE,1.0688563374858385e-9,hard,2,2_59
17,6303.799999999814,47,13,4,1,Outlier(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,56,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5681556668132544,-0.30306337075307965,0.005161133129149675,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,4,NA,high_hard_33,20,50,4.216451159198159,4,TRUE,2.017317420962127e-11,hard,2,2_56
18,8102.800000000279,47,14,10,1,Outlier(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,91,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,28.857884258031845,NA,lognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_medium_5,20,100,288.57884258031845,19,FALSE,0.016084732394169587,medium,2,2_91
19,7434.5999999996275,47,15,16,1,Shape,Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,148,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,4.913062393665314,NA,lognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_48,20,50,34.740597349533545,17,FALSE,0.006358501591748567,hard,2,2_148
20,5654.600000000093,47,16,17,1,Shape,Extremely,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,158,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.8454885384999216,-2.8927191398106515,0.05690445797517896,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_4,20,50,861.0523921636953,17,TRUE,2.649106003407081e-50,extremely_easy,2,2_158
21,5119.399999999907,47,17,20,1,Shape,Extremely,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,5,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.8521486073732376,0.3690600525587797,1.7133580101653934,normal,FALSE,normal,0.25,0,NA,0.3,discrete_uniform,5,NA,high_easy_5,20,300,95.30254159724839,20,TRUE,2.8429168163552458e-235,easy,2,2_5
22,6693.200000000186,47,18,5,1,Outlier(s),Moderately,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,126,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,14.768129020929337,NA,uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_26,20,50,104.42644176136983,3,FALSE,0.07685656565805228,hard,2,2_126
23,6587.9000000003725,47,19,20,1,Shape,Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,40,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5894000013358891,-1.4825750193558633,1.265991632360965,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,4,NA,high_hard_17,20,100,0.856892793694878,7,FALSE,0.7394980568681562,hard,2,2_40
24,22144.600000000093,47,20,19_12_14,3,Outlier(s),Slightly,6170a0c73272afad9eff9da9,40-54,Diploma and Bachelor Degree,She,Yes,16,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.423838883638382,0.30725968396291137,0.6074215942062438,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,10,NA,high_medium_7,20,100,9.029256122584178,3,FALSE,5.471325337848033e-31,medium,2,2_16
5,21500,48,1,6,1,Shape,Very,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,160,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,31.294533424079418,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_extremely_easy_1,20,300,542.0372188966799,6,TRUE,5.375767875836013e-19,extremely_easy,2,2_160
6,26200,48,2,1,1,Cluster(s),Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,107,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,10.882865265011787,NA,discrete_uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_7,20,50,76.9534782762937,1,TRUE,6.024645284920245e-4,hard,2,2_107
7,20000,48,3,0,0,NA,NA,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,70,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.7469352632761002,-1.7838133592158556,1.68292434560135,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_47,20,50,2.1471165376035257,8,FALSE,2.0328559741279964e-5,hard,2,2_70
8,16200,48,4,10,1,Shape,Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,103,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,4.787516124546528,NA,uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_3,20,300,82.92221169769836,10,TRUE,6.074188500007142e-10,hard,2,2_103
9,14000,48,5,11,1,Cluster(s),Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,26,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.3256625044159591,-1.9169687856920063,1.7029631561599672,uniform,TRUE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_hard_3,20,300,11.132631940367087,11,TRUE,4.502555482004048e-56,hard,2,2_26
10,26800,48,6,9,1,Outlier(s),Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,137,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,23.097870476543903,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_37,20,50,163.32660844932747,9,TRUE,4.671736933317277e-8,hard,2,2_137
11,11800,48,7,10,1,Shape,Extremely,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,9,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.9609031449072063,1.0314846821129322,1.9553975146263838,neglognormal,FALSE,normal,0.5,0,NA,0.6,discrete_uniform,7,NA,high_easy_9,20,300,122.85897705968299,10,TRUE,3.7559138590718744e-250,easy,2,2_9
12,41200,48,8,9,1,Outlier(s),Not at all,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,92,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,29.200700275599957,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_medium_6,20,50,206.48013180272616,14,FALSE,0.07696681884648968,medium,2,2_92
13,22000,48,9,20,1,Shape,Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,104,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,2.7235234901309013,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_4,20,300,47.172810605140356,14,FALSE,0.0015237718981645236,hard,2,2_104
14,14000,48,10,20,1,Shape,Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,95,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,28.265139549970627,NA,normal,FALSE,NA,NA,0,14,0.3,NA,NA,NA,heter_medium_9,20,100,282.65139549970627,20,TRUE,0.004649151958728448,medium,2,2_95
15,21500,48,11,0,0,NA,NA,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,142,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,19.02094715833664,NA,normal,FALSE,NA,NA,0,17,0.3,NA,NA,NA,heter_hard_42,20,50,134.4984072025083,5,FALSE,0.052149435904746834,hard,2,2_142
16,24100,48,12,4,1,Outlier(s),Not at all,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,110,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,22.277466170489788,NA,discrete_uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_10,20,50,157.5254739680724,4,TRUE,0.09426279352907596,hard,2,2_110
17,17200,48,13,19,1,Shape,Not at all,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,83,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,28.54180135577917,NA,lognormal,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_easy_6,20,300,494.3585008774779,14,FALSE,5.050576994285813e-4,easy,2,2_83
18,23100,48,14,1,1,Outlier(s),Slightly,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,25,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.931562531273812,-0.2616762639954686,1.7000541184097528,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_2,20,100,1.3371276140326653,5,FALSE,1.3654331373305326e-11,hard,2,2_25
19,10500,48,15,17,1,Shape,Extremely,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,158,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.8454885384999216,-2.8927191398106515,0.05690445797517896,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_4,20,50,861.0523921636953,17,TRUE,2.649106003407081e-50,extremely_easy,2,2_158
20,19200,48,16,0,0,NA,NA,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,24,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.1611980265006423,2.430787158664316,1.4370007677935064,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_1,20,50,1.445351978949013,16,FALSE,0.05005499086061304,hard,2,2_24
21,27100,48,17,20_5,2,Outlier(s),Not at all,5d1e1b78cbc37700181325db,25-39,Diploma and Bachelor Degree,He,No,64,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5602301429025829,-0.924131044652313,0.6654173373244703,neglognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,10,NA,high_hard_41,20,300,0.2019537741918423,5,TRUE,0.0020424820775439114,hard,2,2_64
