type,formula,a,b,c,x_dist,z_discrete,e_dist,e_sigma,x_mu,x_n,x_sigma,z_discrete_dist,z_n,e_df,name,k,n,effect_size,answer,conventional_p_value,ori_difficulty,exp,exp_lineup_id,log_effect_size
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.6424292623996735,NA,normal,FALSE,NA,NA,0,20,0.3,NA,NA,NA,heter_hard_91,20,100,6.424292623996735,9,0.43262852680792674,hard,1,1_473,1.8600865272877014
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.475994348526001,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_73,20,50,10.436856128357558,2,0.09226215898856194,hard,1,1_455,2.3453433999731
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.7220320552587509,NA,uniform,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_135,20,100,7.220320552587509,15,0.009431102895310578,hard,1,1_517,1.976899349784485
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.824258869048208,-2.0590109224431217,1.2911813352257013,lognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,10,NA,high_medium_44,20,100,0.9426405415892498,15,1.2135626573627654e-4,medium,1,1_78,-0.05907025503205663
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.1446073362603784,-0.22655655490234494,1.3017589449882507,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,7,NA,high_hard_15,20,100,0.1890556547903315,8,0.16717710937511682,hard,1,1_109,-1.6657138374801
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6776336054317653,-0.9318215888924897,1.4397973786108196,normal,FALSE,normal,0.5,0,NA,0.3,discrete_uniform,7,NA,high_medium_18,20,300,6.789731174978601,20,2.4502075434097835e-53,medium,1,1_52,1.9154113494729454
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,13.852587945759296,NA,neglognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_easy_14,20,300,239.93386138371287,15,0.003283564043503211,easy,1,1_302,5.480363307795653
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.35671287029981613,NA,normal,FALSE,NA,NA,0,16,0.3,NA,NA,NA,heter_hard_118,20,300,6.1784481507300875,1,0.7994467346184078,hard,1,1_500,1.82106713164053
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.41527821868658066,NA,lognormal,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_7,20,300,7.19282974041857,19,0.40380983461885683,hard,1,1_389,1.9730846604283168
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.5989885549061,-0.9018736174330115,1.22408219659701,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_20,20,50,0.011276727874228867,1,0.99634059692046,hard,1,1_114,-4.485014157066076
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.5691815600730479,7.300609722733498e-4,0.7012047353200614,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_69,20,100,0.09909695418203705,3,0.08127537635733122,hard,1,1_163,-2.3116565729112826
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.7503023203462362,-2.8844642657786608,1.04039310477674,lognormal,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,8,NA,high_easy_18,20,100,71.20208966251433,8,9.004744834353748e-66,easy,1,1_18,4.265522167179868
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.446987877599895,-1.7822404014877975,1.0396494162268937,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_183,20,50,0.22704542402287828,8,0.13884836235946285,hard,1,1_277,-1.4826051756915775
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.38145454972982407,NA,lognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_141,20,50,2.6972909882841973,8,0.3518845144903154,hard,1,1_523,0.9922479316575856
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.0845506014302373,0.8445734828710556,0.1359377666376531,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,5,NA,high_hard_95,20,50,4.514934371800974,12,9.806799562043205e-9,hard,1,1_189,1.5073906511710522
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,1.286064550280571,NA,discrete_uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_3,20,50,9.093849645470193,6,0.045923742660711836,hard,1,1_385,2.2075983218892103
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.2117459001019597,-1.982588607352227,0.23776260670274496,neglognormal,TRUE,normal,0.5,0,NA,0.6,discrete_uniform,9,NA,high_medium_58,20,50,32.38222837747671,8,1.732800223855469e-12,medium,1,1_92,3.4776097654453584
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.003687143325805664,NA,uniform,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_74,20,300,0.06386319575083897,17,0.33500190521671247,hard,1,1_456,-2.7510120498715263
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.38078875048086047,-0.3024848490022123,1.8623960581608117,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_38,20,300,0.22509273490550605,6,1.5172268071677024e-6,hard,1,1_132,-1.4912428065547318
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.18475080141797662,0.07025559945032,0.4115491625852883,normal,TRUE,normal,0.5,0,NA,0.3,discrete_uniform,4,NA,high_hard_129,20,100,0.17114869486481854,15,0.01214777767968535,hard,1,1_223,-1.7652225397153074
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.6018998473882675,NA,neglognormal,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_187,20,50,4.256074636833921,16,0.9585349474091065,hard,1,1_569,1.4483472887356499
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,5.898416444659233,NA,normal,FALSE,NA,NA,0,13,0.3,NA,NA,NA,heter_medium_2,20,300,102.16356966349572,5,3.5905323935813085e-12,medium,1,1_324,4.6265751530039605
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.2631404623389244,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_18,20,300,4.557726502981818,19,0.13978828784189762,hard,1,1_400,1.5168239252895013
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.206026092171669,NA,discrete_uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_109,20,50,8.527892280624993,16,0.07185167912345365,hard,1,1_491,2.1433422360849184
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.10436354577541351,-1.4659485910087824,0.8759159543551505,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_117,20,300,0.18650894823236955,12,1.1929302965382068e-5,hard,1,1_211,-1.6792760612510325
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.3719971710816026,-1.207043867558241,0.4073232193477452,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,6,NA,high_hard_30,20,300,0.3697755068403919,14,4.547340227993612e-14,hard,1,1_124,-0.9948591957532287
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.1297397632151842,-0.358399432618171,0.807410420384258,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_168,20,50,0.029208216478805008,20,0.1270421330193269,hard,1,1_262,-3.5333052230291444
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.4026861572638154,1.8735102256760001,0.20787978544831276,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,5,NA,high_hard_160,20,100,4.822823156418342,16,1.1961940380002288e-27,hard,1,1_254,1.57335947369644
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.042649172246456,-0.9316495559178293,1.1158559788018465,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,5,NA,high_medium_41,20,50,1.1311348843675473,13,2.8453523282032046e-4,medium,1,1_75,0.12322145117903549
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,2.0227398723363876,NA,neglognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_171,20,50,14.302930803054712,13,0.042639756171411004,hard,1,1_553,2.6604644675287883
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.7113632187247276,NA,normal,FALSE,NA,NA,0,17,0.3,NA,NA,NA,heter_hard_45,20,300,12.321172374669604,2,0.05888481207466774,hard,1,1_427,2.511319113859545
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6653977995738387,0.9617431350052357,1.8468496245332062,neglognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_hard_179,20,50,0.5778113161169458,6,0.6376458463479101,hard,1,1_273,-0.5485079063080238
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.7850435972213745,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_138,20,50,12.622164323088622,4,0.9144374039381209,hard,1,1_520,2.5354543418610644
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,21.406006559729576,NA,uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_easy_18,20,300,370.762909486043,4,7.33733483862842e-11,easy,1,1_306,5.915562800333738
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.3656320124864578,-1.431754654739052,0.3108492325991392,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,5,NA,high_hard_93,20,300,0.34570208165168026,1,6.434940067176514e-11,hard,1,1_187,-1.0621779105173499
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.3033739840611815,-2.174720350652933,1.131267815362662,lognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,10,NA,high_medium_12,20,300,0.8599481537678791,12,4.485691787475389e-17,medium,1,1_46,-0.15088317786829625
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.6178529094904661,-0.2881836695596576,1.5209034839645028,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_17,20,50,0.13585689445977409,5,0.3832676678390827,hard,1,1_111,-1.996153193865531
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.9406262710690498,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_hard_22,20,50,13.722299960216883,4,0.9953443486861384,hard,1,1_404,2.6190222438327857
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,5.467215031385422,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_medium_36,20,300,94.69494210263825,19,5.430419608487999e-15,medium,1,1_358,4.550660589078654
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.5320646618492901,0.061850027181208134,0.700005556922406,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_158,20,100,0.1726369305258516,4,0.29658719074941786,hard,1,1_252,-1.7565645572535669
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.7608701661229134,NA,lognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_159,20,300,13.17865785688258,1,0.057627118937848644,hard,1,1_541,2.578598692089651
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.5256312862038612,NA,uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_185,20,300,9.104200937528656,4,0.009260524805130252,hard,1,1_567,2.2087359484858213
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.7009944170713425,NA,neglognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_145,20,300,12.141579461896931,14,0.5797441241287011,hard,1,1_527,2.4966358811139493
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.4622033089399338,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_48,20,50,10.339338752248356,11,0.4853121302701193,hard,1,1_430,2.3359559165758252
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.008146442472934723,NA,lognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_152,20,300,0.1411005226405999,5,0.7495000270677802,hard,1,1_534,-1.9582827160862888
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,19.30592257529497,NA,uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_30,20,50,136.5134877005353,18,0.006426196727828765,hard,2,2_130,4.9164234207364625
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.718768360093236,1.481262780725956,1.2067476660013199,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_39,20,100,1.0726704077308686,5,0.008740406193592596,hard,2,2_62,0.07015124752577188
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.423838883638382,0.30725968396291137,0.6074215942062438,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,10,NA,high_medium_7,20,100,9.029256122584178,3,5.471325337848033e-31,medium,2,2_16,2.2004699855842387
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,16.481100596487522,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_hard_32,20,50,116.5389799319398,7,0.05105934513826646,hard,2,2_132,4.758225808732909
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,6.746052019298077,NA,lognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_40,20,50,47.70179129082872,15,0.08953949088119882,hard,2,2_140,3.864968950456039
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,24.554407328367233,NA,normal,FALSE,NA,NA,0,16,0.3,NA,NA,NA,heter_easy_2,20,300,425.2948104247363,17,2.431055907407557e-9,easy,2,2_79,6.052782600033098
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,5.4921033680438995,NA,neglognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_41,20,100,54.921033680438995,20,0.019722294284534047,hard,2,2_141,4.005896402289271
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.4830939779058099,2.318330531939864,0.5176039687357843,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_3,20,300,185.99099601143968,8,1.1258344199359915e-240,extremely_easy,2,2_157,5.225698264000823
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,4.566328078508377,NA,lognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_46,20,100,45.66328078508377,13,0.04280674653407626,hard,2,2_146,3.8212944910189317
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,15.045144103467464,NA,normal,FALSE,NA,NA,0,14,0.3,NA,NA,NA,heter_hard_45,20,50,106.38523419490645,17,9.552595730390391e-4,hard,2,2_145,4.667066790913553
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,26.195171356201172,NA,lognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_easy_7,20,300,453.7136770191337,15,1.406127460770373e-8,easy,2,2_84,6.117466331728299
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.0186075642704964,NA,lognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_52,20,100,10.186075642704964,18,0.5512375164215798,hard,2,2_152,2.321021654579053
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.7469352632761002,-1.7838133592158556,1.68292434560135,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_47,20,50,2.1471165376035257,8,2.0328559741279964e-5,hard,2,2_70,0.7641257966986243
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.3022427656687796,-1.4344934094697237,0.19536820612847805,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_32,20,100,0.9803829184114788,12,1.29002686030494e-8,hard,2,2_55,-0.019812050560870112
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9714250322431326,2.377546374220401,1.667489678133279,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,10,NA,high_hard_52,20,300,2.8744485598639455,9,1.7883017273589892e-8,hard,2,2_75,1.055860850587617
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.8049984364770353,-1.4344587083905935,0.663104856852442,lognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_14,20,50,0.35899817024899583,20,0.0979063406321811,hard,2,2_37,-1.0244379873063014
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.3987911716103554,0.1409518509171903,0.1650414210744202,lognormal,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,6,NA,high_easy_2,20,300,211.7081057597752,18,3.7042715911643475e-158,easy,2,2_2,5.355208466306142
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.13122942857444286,0.6059665214270353,1.5322802355512977,normal,TRUE,normal,0.25,0,NA,0.3,discrete_uniform,3,NA,high_hard_53,20,100,0.027784555996300003,11,0.11161722986615231,hard,2,2_76,-3.583274952356339
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,30.284840796142817,NA,uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_extremely_easy_3,20,300,524.5488295805405,1,1.6516031044494583e-13,extremely_easy,2,2_162,6.262538520892078
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,28.857884258031845,NA,lognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_medium_5,20,100,288.57884258031845,19,0.016084732394169587,medium,2,2_91,5.664968333119915
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,23.231930918991566,NA,uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_medium_4,20,100,232.31930918991566,1,4.3256916566551336e-5,medium,2,2_90,5.448112758103755
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,6.955514036118984,NA,neglognormal,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_hard_49,20,50,49.182911415779465,18,0.013407544696239695,hard,2,2_149,3.895546234218021
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.093331984244287,-0.09295378904789686,1.446698707062751,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,4,NA,high_extremely_easy_5,20,300,86.1169369359472,11,5.691619769643585e-217,extremely_easy,2,2_159,4.455706104468681
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,23.440723583102226,NA,normal,FALSE,NA,NA,0,17,0.3,NA,NA,NA,heter_easy_4,20,300,406.0052421211104,13,2.729332127050835e-7,easy,2,2_81,6.006366071146729
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,14.843321725726128,NA,lognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_12,20,50,104.95813447594553,2,0.08120565342449947,hard,2,2_112,4.653561551371148
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6453366740606725,-2.0727596604265273,1.4734220369718969,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_36,20,300,1.5441941752187547,7,1.0688563374858385e-9,hard,2,2_59,0.43450220484735685
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,27.124685660004616,NA,uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_medium_10,20,100,271.24685660004616,8,3.094629541821971e-7,medium,2,2_96,5.603029316216263
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.665070800576359,-0.29348249081522226,1.6269181030802429,neglognormal,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,6,NA,high_medium_1,20,100,13.309439091538993,18,3.637910088405341e-33,medium,2,2_10,2.5884734896361556
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,8.84901586920023,NA,discrete_uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_31,20,300,153.2694508243807,11,3.636210653879986e-14,hard,2,2_131,5.032197488944312
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.931562531273812,-0.2616762639954686,1.7000541184097528,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_2,20,100,1.3371276140326653,5,1.3654331373305326e-11,hard,2,2_25,0.29052374160731403
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.6111256559379399,0.251651918515563,0.7831621533259749,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_46,20,50,0.38924589022821693,7,0.05235736814034776,hard,2,2_69,-0.9435440265043276
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.7811429989524186,0.41089484514668584,1.5529798069037497,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,7,NA,high_hard_48,20,100,1.35705801258824,1,4.685846544090722e-4,hard,2,2_71,0.3053191305566661
