type,formula,a,b,c,x_dist,z_discrete,e_dist,e_sigma,x_mu,x_n,x_sigma,z_discrete_dist,z_n,e_df,name,k,n,effect_size,answer,conventional_p_value,ori_difficulty,exp,exp_lineup_id,log_effect_size
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9461411302909255,-0.9179190387949347,1.8376448922790587,neglognormal,TRUE,normal,0.5,0,NA,0.6,discrete_uniform,3,NA,high_hard_130,20,50,0.07202265508396641,20,0.45493000126448846,hard,1,1_224,-2.6307745555152744
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.3546553454361856,0.781250695232302,0.39946644054725766,uniform,TRUE,normal,1,0,NA,0.6,discrete_uniform,7,NA,high_hard_121,20,100,1.4880727302522345,3,5.555471117723641e-4,hard,1,1_215,0.3974818130741011
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.3037543063983321,-0.20272905891761184,0.5045938449911773,neglognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,6,NA,high_hard_67,20,100,0.014186177284682933,16,0.5801739746974468,hard,1,1_161,-4.255487219122363
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.69904300943017,-0.02647660207003355,0.574939789250493,uniform,TRUE,normal,0.5,0,NA,0.6,discrete_uniform,7,NA,high_easy_31,20,300,13.842012261425143,19,2.162539079633753e-124,easy,1,1_31,2.627708334232395
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.4365884750150144,2.816419892013073,1.9271605415269732,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_3,20,100,1335.3474749374132,2,3.507632911969642e-119,extremely_easy,1,1_579,7.1969468178191605
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.6200420744717121,-1.1768530807457864,1.7508144131861627,uniform,TRUE,normal,0.25,0,NA,0.6,discrete_uniform,4,NA,high_easy_30,20,50,310.3783680132039,5,1.329803142567115e-35,easy,1,1_30,5.737792095201445
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.4929964179173112,0.21891989652067423,1.4942812654189765,normal,FALSE,normal,0.5,0,NA,0.3,discrete_uniform,10,NA,high_medium_4,20,100,1.046948557153692,3,2.163141001415786e-8,medium,1,1_38,0.04587979711272201
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.3405177854001522,1.1463912315666676,1.8038530624471605,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,10,NA,high_hard_37,20,300,0.8147772755940111,1,8.744317660860019e-15,hard,1,1_131,-0.2048404845692034
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.269297294318676,NA,neglognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_76,20,100,2.69297294318676,1,0.17049538353170113,hard,1,1_458,0.9906457666890378
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.0909985764883459,-1.760064713191241,0.9361355602741241,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,7,NA,high_hard_40,20,50,0.19715328091206505,14,0.28830139414482586,hard,1,1_134,-1.6237737770923564
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.3917578905820847,NA,uniform,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_23,20,100,13.917578905820847,20,2.470440277328945e-4,hard,1,1_405,2.633152710599303
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,12.519696310162544,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_medium_1,20,50,88.52762159312132,18,0.1872297462983628,medium,1,1_323,4.483314611715041
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.19896800117567182,0.009951709304004908,1.7152107427828014,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_188,20,50,0.016602102142379015,10,0.5207569243388259,hard,1,1_282,-4.098225956554112
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.30087000131607056,NA,normal,FALSE,NA,NA,0,12,0.3,NA,NA,NA,heter_hard_87,20,100,3.0087000131607056,6,0.20231882265994208,hard,1,1_469,1.101508096154352
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,30.55977936834097,NA,uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_extremely_easy_5,20,300,529.310905340617,16,1.4341401634187619e-11,extremely_easy,1,1_586,6.271575981978009
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.9992757886648178,NA,discrete_uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_62,20,50,7.065946864404281,2,0.2073725164426113,hard,1,1_444,1.9552870290111812
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,7.965995855629444,NA,discrete_uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_medium_32,20,300,137.9750955483331,19,1.801915921806171e-10,medium,1,1_354,4.927073201830004
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,20.89813671261072,NA,uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_medium_43,20,50,147.77214183650585,15,0.05475946856275384,medium,1,1_365,4.995671505203854
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.2129567489027977,NA,normal,FALSE,NA,NA,0,12,0.3,NA,NA,NA,heter_hard_121,20,100,2.129567489027977,13,0.25993964945292647,hard,1,1_503,0.7559189023081346
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.5485367625951767,NA,lognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_133,20,50,3.8787406456116478,3,0.12766779770346648,hard,1,1_515,1.355510525075746
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.3884764020331204,-0.3070258009247482,1.5513399709016085,normal,FALSE,normal,0.25,0,NA,0.3,discrete_uniform,6,NA,high_easy_33,20,300,37.8988285875447,14,5.665988113005226e-181,easy,1,1_33,3.6349202036303683
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.12296286877244711,-0.005702247843146324,0.2807819005101919,normal,FALSE,normal,0.5,0,NA,0.3,discrete_uniform,3,NA,high_hard_137,20,300,0.033914241533962115,8,0.09865532413525557,hard,1,1_231,-3.383920248568145
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,26.431528113782406,NA,lognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_easy_24,20,300,457.80749614756303,2,9.528148518326055e-7,easy,1,1_312,6.126448781669169
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.91227225959301,NA,normal,FALSE,NA,NA,0,11,0.3,NA,NA,NA,heter_hard_77,20,50,6.4507390104659175,3,0.11671926069663359,hard,1,1_459,1.8641946995104703
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.7854282334446907,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_93,20,50,5.553816300041115,16,0.23896256213848496,hard,1,1_475,1.7144853130839393
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.8974717454984784,-1.3291990547440946,1.8863711804151535,uniform,TRUE,normal,1,0,NA,0.6,discrete_uniform,7,NA,high_medium_16,20,50,24.394006033310205,11,1.6089474081995879e-16,medium,1,1_50,3.1943374477486457
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.2515654624439776,-2.0630672774277627,0.2646751985885203,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_36,20,300,2.271258513980406,9,8.40065227065134e-15,hard,1,1_130,0.8203340893091787
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,1.9450280293822289,NA,discrete_uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_hard_193,20,50,13.753425091740814,10,0.20277904813733233,hard,1,1_575,2.621287890674079
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.5932001997716725,-0.6791120166890323,1.6652845074422657,uniform,TRUE,normal,1,0,NA,0.6,discrete_uniform,9,NA,high_hard_8,20,50,0.2884465512614217,14,0.7596719028521767,hard,1,1_102,-1.243245474456029
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.0393119561485946,0.2902727220207453,1.248814811464399,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,10,NA,high_hard_33,20,100,0.2325063429800429,15,2.0535605000268433e-4,hard,1,1_127,-1.4588377726922699
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.2526081907562912,-0.6942083286121488,0.0060518523678183556,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,8,NA,high_extremely_easy_1,20,300,135.0114938615774,14,9.661325325774902e-240,extremely_easy,1,1_577,4.905359914529638
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.369627248495817,1.1264264322817326,0.6774780889973044,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_169,20,300,0.26141187561106705,10,1.0433254265706145e-8,hard,1,1_263,-1.3416580480241656
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.3695111470296979,1.3256402271799743,0.3886877140030265,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_112,20,50,1.1340625546617278,2,0.0025532297155372017,hard,1,1_206,0.12580636662517655
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,7.699078045785427,NA,uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_medium_51,20,100,76.99078045785427,17,0.020719769526466404,medium,1,1_373,4.343685680371378
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.15329489205032587,0.1914778808131814,0.19336014008149505,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,4,NA,high_hard_132,20,300,0.6955516612052021,20,0.021501916991685265,hard,1,1_226,-0.36304999114614517
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.557784654200077,NA,discrete_uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_146,20,50,11.015200926132156,9,0.017052309269290297,hard,1,1_528,2.399276221225674
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.6054986505769193,0.4058680096641183,0.20887195877730846,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_26,20,100,0.28767432604123533,3,9.359939701840683e-5,hard,1,1_120,-1.245926251053719
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.8021281734108925,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_178,20,50,5.67190270799621,5,0.12843167214153597,hard,1,1_560,1.7355246360496033
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6529826880432665,1.2107912795618176,0.11225521331652999,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,7,NA,high_hard_22,20,300,1.8685279420170602,12,6.090543653912966e-8,hard,1,1_116,0.6251509240820884
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.9844362870790064,2.0916383690200746,0.7543079452589154,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_149,20,50,0.5348770262623574,15,0.4509733847309013,hard,1,1_243,-0.6257184159609412
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.2182369632646441,-0.8090373650193214,0.7650803509168327,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_medium_13,20,300,0.9166204398777611,2,3.079065992604292e-5,medium,1,1_47,-0.08706180748548648
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.3182126698084176,-1.478058455977589,1.0042496952228248,lognormal,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,6,NA,high_easy_26,20,100,35.3795937630749,9,6.321626108809004e-50,easy,1,1_26,3.5661352065593004
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.32215214520692825,NA,normal,FALSE,NA,NA,0,20,0.3,NA,NA,NA,heter_hard_114,20,300,5.579838832657064,7,0.17455090916948543,hard,1,1_496,1.7191598929397283
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.8803278864361346,-0.9582350640557706,0.838381462264806,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_119,20,100,0.19579945813844915,14,0.01855157847696668,hard,1,1_213,-1.6306643163132073
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.6919930502772331,NA,discrete_uniform,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_144,20,300,11.985671215647324,2,6.351760077849012e-4,hard,1,1_526,2.483711870961227
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.40041789785027504,2.871722234878689,1.9533684458583593,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,8,NA,high_hard_59,20,50,11.452149321126758,12,8.417551136786937e-13,hard,1,1_153,2.4381774260197733
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.5028938949108124,NA,discrete_uniform,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_129,20,50,3.5559968330875042,5,0.314789994693959,hard,1,1_511,1.268635427068445
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,28.085366033017635,NA,neglognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_easy_15,20,300,486.4528091835572,7,0.002729486426547595,easy,1,1_303,6.187139896270745
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,9.14842552691698,NA,uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_medium_45,20,100,91.48425526916981,9,0.0026380701402388164,medium,1,1_367,4.516166883914136
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,19.757010079920292,NA,neglognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_easy_3,20,300,342.2014526407239,14,2.881327986824589e-23,easy,1,1_291,5.8353996064541205
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.0314129441976547,NA,normal,FALSE,NA,NA,0,16,0.3,NA,NA,NA,heter_hard_6,20,100,10.314129441976547,5,0.8654425473572805,hard,1,1_388,2.3335147456737833
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.25556897185742855,-0.9399666418321431,0.9521095678210258,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_108,20,300,0.07653643908903664,18,0.4837210758957229,hard,1,1_202,-2.5699883235965353
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.956772624514997,0.9079937394708395,1.9116274802945554,neglognormal,FALSE,normal,0.5,0,NA,0.6,discrete_uniform,6,NA,high_easy_3,20,300,28.203243393539047,14,2.766228201856508e-138,easy,1,1_3,3.3394369852857553
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,16.279588900506496,NA,lognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_medium_14,20,100,162.79588900506496,9,0.01043209785923768,medium,1,1_336,5.0924972014379675
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.5006164349615574,2.194377479609102,1.4632547702640295,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_medium_23,20,300,2.9919924434546368,6,9.208600697204904e-40,medium,1,1_57,1.0959395345256981
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.2025024225004017,0.4241728107444942,1.8361434452235699,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,9,NA,high_hard_101,20,100,1.1418817824193555,10,2.6171220218745034e-9,hard,1,1_195,0.13267758785387812
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.19754671957343817,0.3227197299711406,0.33086204435676336,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_hard_125,20,50,1.099021919911896,4,0.46723519228531174,hard,1,1_219,0.09442062054732511
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.6688040331937373,0.8684475151821971,1.195513620506972,uniform,TRUE,normal,1,0,NA,0.6,discrete_uniform,7,NA,high_hard_63,20,50,0.05863477933841729,4,0.09609059599785234,hard,1,1_157,-2.8364272543844997
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.5429165363311768,NA,lognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_96,20,50,3.838999644580877,4,0.6398589955821885,hard,1,1_478,1.3452118234374835
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.2237630183808506,1.4516479717567563,0.7814901075325906,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,8,NA,high_medium_38,20,100,1.3347092127321722,7,8.744217531730389e-11,medium,1,1_72,0.28871344994824
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,1.6274836212396622,NA,neglognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_80,20,50,11.508047048486038,11,0.3597673339898071,hard,1,1_462,2.4430465340095884
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.3194277435541153,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_30,20,100,3.194277435541153,3,0.25396668545754403,hard,1,1_412,1.1613609074924516
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.7346150651574135,NA,lognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_13,20,50,5.194512941346045,7,0.010198770608755193,hard,1,1_395,1.6476028648808267
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.690512335859239,0.28790913010016084,0.2853563870303333,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,10,NA,high_hard_11,20,50,0.3711913194530475,11,0.027735598322065312,hard,1,1_105,-0.991037663437688
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.12018231302499771,NA,discrete_uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_140,20,50,0.8498172851866022,3,0.8146609499257768,hard,1,1_522,-0.1627339112086845
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.3712053126655519,-1.0753844222053885,1.393945770803839,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,7,NA,high_hard_185,20,100,0.20486592608025775,4,0.40049240545486553,hard,1,1_279,-1.585399532928224
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.11284125130623579,1.536562635563314,1.707031653728336,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,5,NA,high_hard_139,20,100,1.2766627281185805,10,0.17250644826421566,hard,1,1_233,0.24424942949507567
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5211939672008157,-1.691003174521029,0.2664605025202036,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_163,20,50,3.0495993757788877,8,0.030403038853241957,hard,1,1_257,1.1150102297882207
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.3175670555792749,0.16242655226960778,0.6858325661160052,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,9,NA,high_hard_176,20,300,0.008750740657852639,6,0.6690446062464008,hard,1,1_270,-4.738616935583206
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.6998790428042412,NA,lognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_27,20,50,4.94889217177229,15,0.24135301561678021,hard,1,1_409,1.599163747850452
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,5.891232706606388,NA,normal,FALSE,NA,NA,0,14,0.3,NA,NA,NA,heter_medium_46,20,50,41.657305963893556,4,0.09759862361677007,medium,1,1_368,3.729476766528503
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.12521839886903763,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_56,20,50,0.8854277896961842,7,0.8453069937551088,hard,1,1_438,-0.12168437257603082
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.3055556919425726,-0.4627927830442786,1.6055102511309087,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,9,NA,high_hard_42,20,100,0.7139647362144621,5,0.010721262837499556,hard,1,1_136,-0.3369217069176074
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,29.04635886847973,NA,discrete_uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_easy_1,20,100,290.4635886847973,15,6.564486554544277e-4,easy,1,1_289,5.671478228280629
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.4368872498162091,-2.9818973927758634,0.32909534638747573,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_medium_28,20,50,13.771332722291397,12,3.0378870948961483e-5,medium,1,1_62,2.6225890925373783
