subject,lineup_id,shape,n,x_dist,e_sigma,rep
38,120,1,300,uniform,0.5,1
39,165,4,300,normal,1,3
40,241,1,100,lognormal,1,3
41,491,2,50,uniform,1,2
42,516,4,100,lognormal,4,3
43,6,1,100,uniform,1,1
44,37,3,100,normal,0.5,1
45,34,3,50,lognormal,1,2
46,496,4,50,lognormal,2,1
47,142,4,100,uniform,1,3
48,170,1,300,lognormal,1,2
49,302,2,50,even_discrete,2,2
50,151,4,100,even_discrete,1,3
51,496,4,50,lognormal,2,1
52,441,3,50,uniform,2,2
53,409,3,100,lognormal,1,1
54,184,3,100,lognormal,4,3
55,576,1,100,even_discrete,0.5,1
56,110,2,300,uniform,0.5,1
57,307,4,50,normal,2,2
58,212,2,300,even_discrete,2,3
59,169,2,50,normal,0.5,2
60,347,2,50,lognormal,0.5,3
61,73,4,50,uniform,2,2
62,322,3,50,uniform,0.5,3
63,130,4,100,even_discrete,4,1
64,425,3,50,lognormal,0.5,1
65,318,3,50,uniform,1,3
66,29,3,50,uniform,4,3
67,10,4,300,even_discrete,1,1
68,5,1,100,uniform,0.5,2
69,405,2,50,even_discrete,2,1
70,443,3,50,normal,2,3
71,54,3,50,even_discrete,0.5,3
72,122,4,50,normal,4,1
73,70,1,300,even_discrete,4,3
74,385,3,100,normal,4,3
75,522,2,300,even_discrete,1,2
76,1,2,300,lognormal,4,3
77,281,3,50,even_discrete,2,1
78,105,4,100,normal,0.5,3
79,444,2,100,lognormal,2,1
80,39,3,100,uniform,2,2
81,438,2,50,lognormal,4,1
82,343,3,300,uniform,0.5,2
83,19,3,300,lognormal,4,3
84,239,3,100,normal,0.5,2
85,191,3,100,uniform,1,2
86,291,3,300,normal,1,2
87,486,3,50,normal,4,1
88,385,3,100,normal,4,3
89,428,4,50,uniform,4,3
90,173,1,100,lognormal,2,3
91,402,2,50,even_discrete,0.5,1
92,36,1,100,lognormal,2,1
93,71,4,100,even_discrete,4,3
94,42,4,50,uniform,1,2
95,429,3,300,normal,4,1
96,407,3,300,lognormal,2,3
97,308,4,300,lognormal,1,1
98,262,1,300,lognormal,2,3
99,133,1,50,lognormal,4,3
100,416,4,50,lognormal,4,2
101,322,3,50,uniform,0.5,3
102,396,2,100,uniform,1,1
103,167,4,50,uniform,2,3
104,143,3,300,normal,2,3
105,105,4,100,normal,0.5,3
106,48,2,100,normal,0.5,2
107,455,1,50,uniform,1,1
108,252,2,100,lognormal,0.5,1
109,554,1,50,even_discrete,2,2
110,570,3,300,uniform,1,1
111,344,1,50,even_discrete,1,3
112,430,3,100,lognormal,0.5,2
113,366,1,100,normal,1,1
114,142,4,100,uniform,1,3
115,158,4,100,uniform,4,2
116,543,4,300,normal,0.5,2
117,481,1,50,normal,4,1
118,83,3,100,uniform,0.5,2
119,570,3,300,uniform,1,1
120,377,4,100,normal,1,3
121,62,4,50,even_discrete,0.5,2
122,53,1,50,lognormal,4,1
123,541,1,100,lognormal,4,1
124,264,1,100,normal,2,1
125,94,3,300,even_discrete,4,2
126,425,3,50,lognormal,0.5,1
127,143,3,300,normal,2,3
128,444,2,100,lognormal,2,1
129,186,2,50,uniform,4,1
130,224,3,300,lognormal,2,1
131,294,1,50,normal,2,2
132,2,3,50,even_discrete,1,1
133,225,2,300,lognormal,4,1
134,62,4,50,even_discrete,0.5,2
135,504,3,100,lognormal,4,2
136,87,2,300,lognormal,2,3
137,413,4,100,uniform,1,2
138,234,4,300,even_discrete,2,2
139,347,2,50,lognormal,0.5,3
140,267,4,300,normal,4,2
141,32,3,300,even_discrete,0.5,2
142,566,3,100,normal,2,2
143,6,1,100,uniform,1,1
144,270,3,50,uniform,0.5,1
145,51,3,300,uniform,0.5,3
146,137,2,50,lognormal,0.5,1
147,149,3,100,even_discrete,2,3
148,255,2,300,even_discrete,0.5,2
149,559,4,100,even_discrete,1,1
150,248,2,50,even_discrete,1,3
151,164,4,50,normal,1,3
152,335,2,50,normal,1,3
153,378,3,100,even_discrete,0.5,3
154,404,2,300,uniform,1,3
155,277,4,50,lognormal,4,3
156,517,3,100,even_discrete,1,1
157,251,4,50,uniform,0.5,1
158,323,2,50,normal,0.5,1
159,530,1,300,normal,0.5,2
160,153,4,100,lognormal,1,1
1,490,4,100,even_discrete,2,1
2,107,1,300,lognormal,1,3
3,24,3,300,uniform,1,2
4,91,4,50,even_discrete,2,1
5,210,1,100,uniform,2,2
6,425,3,50,lognormal,0.5,1
7,204,3,100,normal,4,1
8,169,2,50,normal,0.5,2
9,480,1,100,even_discrete,2,1
10,26,1,50,even_discrete,2,1
11,76,2,300,normal,0.5,1
12,300,1,300,uniform,1,3
13,473,4,300,normal,4,3
14,21,3,50,even_discrete,1,3
15,461,2,100,normal,1,2
16,422,2,300,uniform,1,2
17,531,1,100,lognormal,1,2
18,178,2,100,even_discrete,0.5,1
19,523,2,300,even_discrete,0.5,1
20,26,1,50,even_discrete,2,1
21,454,2,100,normal,0.5,3
22,119,1,50,uniform,4,3
23,349,4,300,normal,4,1
24,78,3,100,uniform,2,1
25,567,4,50,uniform,1,3
26,180,1,300,normal,0.5,3
27,183,1,50,uniform,2,2
28,117,1,300,normal,2,2
29,53,1,50,lognormal,4,1
30,170,1,300,lognormal,1,2
31,148,2,50,lognormal,2,3
32,200,1,50,uniform,0.5,2
33,207,2,50,normal,4,1
34,517,3,100,even_discrete,1,1
35,118,1,50,lognormal,1,3
36,136,3,100,normal,4,2
37,362,4,50,lognormal,2,2
38,233,2,50,even_discrete,4,2
39,277,4,50,lognormal,4,3
40,236,2,100,uniform,2,2
41,30,1,50,even_discrete,4,2
42,31,3,100,even_discrete,2,2
43,434,3,100,lognormal,0.5,3
44,230,1,100,uniform,4,1
45,79,1,100,even_discrete,4,1
46,38,2,100,normal,2,2
47,179,2,300,lognormal,0.5,1
48,93,2,300,normal,4,1
49,455,1,50,uniform,1,1
50,525,2,100,uniform,4,1
51,547,2,50,normal,4,3
52,303,1,50,even_discrete,4,1
53,125,4,100,normal,2,2
54,166,2,50,uniform,2,3
55,78,3,100,uniform,2,1
56,185,1,100,uniform,4,3
57,413,4,100,uniform,1,2
58,196,4,300,uniform,0.5,1
59,295,1,50,uniform,4,2
60,344,1,50,even_discrete,1,3
61,11,1,100,normal,1,2
62,164,4,50,normal,1,3
63,360,3,100,uniform,0.5,3
64,548,1,50,normal,4,2
65,97,4,50,normal,4,3
66,362,4,50,lognormal,2,2
67,285,2,300,uniform,0.5,3
68,468,4,100,normal,2,3
69,315,1,50,normal,1,1
70,359,1,300,lognormal,4,1
71,359,1,300,lognormal,4,1
72,318,3,50,uniform,1,3
73,15,2,300,uniform,2,2
74,111,1,100,lognormal,1,1
75,328,3,300,lognormal,4,1
76,196,4,300,uniform,0.5,1
77,454,2,100,normal,0.5,3
78,177,2,100,even_discrete,4,1
79,452,1,100,even_discrete,0.5,2
80,105,4,100,normal,0.5,3
81,144,1,100,uniform,1,2
82,132,4,100,uniform,4,1
83,521,4,300,normal,2,3
84,177,2,100,even_discrete,4,1
85,36,1,100,lognormal,2,1
86,128,1,300,lognormal,0.5,3
87,99,1,50,even_discrete,0.5,3
88,472,2,50,uniform,2,2
89,74,1,50,even_discrete,0.5,2
90,552,4,100,normal,0.5,1
91,340,3,50,lognormal,2,1
92,158,4,100,uniform,4,2
93,176,2,100,normal,1,1
94,66,3,50,lognormal,4,2
95,212,2,300,even_discrete,2,3
96,406,2,300,normal,4,3
97,314,1,300,normal,4,1
98,309,3,300,uniform,4,1
99,270,3,50,uniform,0.5,1
100,87,2,300,lognormal,2,3
101,302,2,50,even_discrete,2,2
102,376,4,50,even_discrete,4,2
103,8,2,50,lognormal,4,2
104,363,4,300,lognormal,4,2
105,456,1,100,even_discrete,1,1
106,273,3,100,lognormal,2,1
107,233,2,50,even_discrete,4,2
108,456,1,100,even_discrete,1,1
109,114,1,100,normal,4,3
110,304,4,300,lognormal,4,3
111,259,3,50,lognormal,2,2
112,563,4,100,normal,4,2
113,52,4,100,uniform,0.5,1
114,511,1,100,even_discrete,2,2
115,148,2,50,lognormal,2,3
116,224,3,300,lognormal,2,1
117,471,4,50,even_discrete,0.5,3
118,157,4,100,normal,1,2
119,147,1,300,lognormal,0.5,2
120,415,2,300,lognormal,2,2
121,154,4,300,uniform,4,1
122,510,2,50,normal,1,2
123,553,4,100,even_discrete,0.5,2
124,304,4,300,lognormal,4,3
125,298,1,300,normal,1,1
126,258,4,300,lognormal,4,1
127,179,2,300,lognormal,0.5,1
128,506,3,100,uniform,0.5,1
129,54,3,50,even_discrete,0.5,3
130,266,4,300,even_discrete,4,3
131,181,4,50,lognormal,1,1
132,532,1,300,even_discrete,2,2
133,80,4,300,even_discrete,2,3
134,16,3,50,normal,2,2
135,148,2,50,lognormal,2,3
136,381,4,300,normal,0.5,1
137,178,2,100,even_discrete,0.5,1
138,217,2,300,uniform,1,1
139,548,1,50,normal,4,2
140,549,1,300,lognormal,0.5,1
141,479,1,100,normal,1,3
142,353,1,100,lognormal,4,3
143,475,2,100,even_discrete,2,2
144,416,4,50,lognormal,4,2
145,117,1,300,normal,2,2
146,439,3,50,normal,1,2
147,487,2,100,lognormal,4,2
148,195,3,300,uniform,2,1
149,487,2,100,lognormal,4,2
150,527,1,50,lognormal,0.5,3
151,33,3,50,even_discrete,4,2
152,96,3,50,even_discrete,2,2
153,132,4,100,uniform,4,1
154,70,1,300,even_discrete,4,3
155,163,2,100,uniform,2,3
156,237,1,100,normal,2,2
157,521,4,300,normal,2,3
158,57,4,50,lognormal,4,1
159,238,2,300,lognormal,1,2
160,572,2,100,normal,4,1
1,120,1,300,uniform,0.5,1
2,330,1,100,uniform,0.5,3
3,410,1,300,even_discrete,2,3
4,20,2,50,even_discrete,1,2
5,246,2,100,even_discrete,0.5,2
6,91,4,50,even_discrete,2,1
7,210,1,100,uniform,2,2
8,368,3,300,lognormal,0.5,1
9,353,1,100,lognormal,4,3
10,502,3,100,uniform,4,2
11,481,1,50,normal,4,1
12,492,2,300,even_discrete,4,3
13,411,2,300,lognormal,2,1
14,486,3,50,normal,4,1
15,218,3,100,lognormal,0.5,1
16,69,1,300,lognormal,4,2
17,284,2,100,even_discrete,1,1
18,360,3,100,uniform,0.5,3
19,196,4,300,uniform,0.5,1
20,53,1,50,lognormal,4,1
21,447,1,100,uniform,0.5,1
22,467,2,100,even_discrete,4,2
23,453,4,300,uniform,2,1
24,437,2,100,lognormal,1,2
25,119,1,50,uniform,4,3
26,570,3,300,uniform,1,1
27,233,2,50,even_discrete,4,2
28,432,2,300,uniform,4,3
29,28,4,100,uniform,2,3
30,373,3,300,normal,4,2
31,535,3,50,uniform,1,2
32,324,3,50,normal,1,3
33,307,4,50,normal,2,2
34,104,4,100,lognormal,2,3
35,232,4,50,uniform,0.5,2
36,50,2,100,lognormal,1,3
37,251,4,50,uniform,0.5,1
38,568,1,100,even_discrete,1,2
39,174,1,300,even_discrete,2,1
40,452,1,100,even_discrete,0.5,2
41,564,4,50,normal,0.5,1
42,163,2,100,uniform,2,3
43,188,1,100,even_discrete,2,3
44,272,4,100,normal,2,1
45,285,2,300,uniform,0.5,3
46,67,3,300,normal,0.5,3
47,166,2,50,uniform,2,3
48,505,2,300,uniform,0.5,2
49,34,3,50,lognormal,1,2
50,155,2,100,lognormal,0.5,2
51,121,3,50,normal,0.5,1
52,243,2,50,normal,4,2
53,467,2,100,even_discrete,4,2
54,257,1,50,normal,0.5,3
55,465,2,100,uniform,4,3
56,306,1,300,normal,2,3
57,339,3,300,uniform,0.5,1
58,446,4,50,even_discrete,4,3
59,312,1,50,lognormal,1,1
60,27,3,50,even_discrete,4,1
61,559,4,100,even_discrete,1,1
62,466,1,50,normal,2,1
63,486,3,50,normal,4,1
64,129,4,50,even_discrete,0.5,1
65,211,1,50,uniform,0.5,3
66,466,1,50,normal,2,1
67,286,3,50,uniform,1,1
68,461,2,100,normal,1,2
69,116,2,50,lognormal,0.5,2
70,410,1,300,even_discrete,2,3
71,440,4,300,even_discrete,2,1
72,425,3,50,lognormal,0.5,1
73,209,1,300,lognormal,1,1
74,296,1,50,normal,0.5,2
75,290,2,300,uniform,2,3
76,165,4,300,normal,1,3
77,153,4,100,lognormal,1,1
78,321,1,100,uniform,2,3
79,132,4,100,uniform,4,1
80,404,2,300,uniform,1,3
81,45,3,100,even_discrete,0.5,1
82,66,3,50,lognormal,4,2
83,180,1,300,normal,0.5,3
84,151,4,100,even_discrete,1,3
85,136,3,100,normal,4,2
86,503,4,300,lognormal,2,2
87,390,1,50,uniform,1,2
88,2,3,50,even_discrete,1,1
89,491,2,50,uniform,1,2
90,185,1,100,uniform,4,3
91,332,1,50,normal,1,3
92,138,3,300,lognormal,4,2
93,245,1,100,uniform,2,1
94,294,1,50,normal,2,2
95,120,1,300,uniform,0.5,1
96,414,2,300,even_discrete,0.5,3
97,48,2,100,normal,0.5,2
98,370,1,50,uniform,0.5,1
99,187,2,50,lognormal,2,2
100,414,2,300,even_discrete,0.5,3
101,382,3,50,lognormal,1,3
102,215,2,100,lognormal,4,1
103,324,3,50,normal,1,3
104,36,1,100,lognormal,2,1
105,50,2,100,lognormal,1,3
106,560,4,100,lognormal,4,2
107,121,3,50,normal,0.5,1
108,125,4,100,normal,2,2
109,186,2,50,uniform,4,1
110,350,1,300,uniform,0.5,3
111,108,2,50,uniform,4,3
112,193,2,100,even_discrete,2,1
113,511,1,100,even_discrete,2,2
114,391,4,50,even_discrete,4,1
115,284,2,100,even_discrete,1,1
116,49,1,300,normal,4,3
117,510,2,50,normal,1,2
118,104,4,100,lognormal,2,3
119,289,2,300,even_discrete,1,3
120,373,3,300,normal,4,2
121,408,2,300,lognormal,0.5,3
122,198,4,50,uniform,4,1
123,136,3,100,normal,4,2
124,241,1,100,lognormal,1,3
125,225,2,300,lognormal,4,1
126,386,1,100,normal,0.5,1
127,209,1,300,lognormal,1,1
128,237,1,100,normal,2,2
129,20,2,50,even_discrete,1,2
130,127,2,300,lognormal,0.5,2
131,400,3,50,even_discrete,0.5,1
132,200,1,50,uniform,0.5,2
133,327,4,300,normal,1,1
134,547,2,50,normal,4,3
135,376,4,50,even_discrete,4,2
136,329,1,300,uniform,1,2
137,519,3,100,even_discrete,4,2
138,363,4,300,lognormal,4,2
139,567,4,50,uniform,1,3
140,14,2,300,uniform,2,1
141,227,2,300,normal,2,3
142,236,2,100,uniform,2,2
143,263,4,300,uniform,2,2
144,536,1,50,normal,2,3
145,69,1,300,lognormal,4,2
146,506,3,100,uniform,0.5,1
147,366,1,100,normal,1,1
148,539,1,300,even_discrete,1,2
149,378,3,100,even_discrete,0.5,3
150,496,4,50,lognormal,2,1
151,187,2,50,lognormal,2,2
152,470,3,300,normal,0.5,2
153,429,3,300,normal,4,1
154,545,2,300,normal,0.5,3
155,409,3,100,lognormal,1,1
156,185,1,100,uniform,4,3
157,207,2,50,normal,4,1
158,340,3,50,lognormal,2,1
159,556,4,300,uniform,1,3
160,430,3,100,lognormal,0.5,2
1,129,4,50,even_discrete,0.5,1
2,15,2,300,uniform,2,2
3,503,4,300,lognormal,2,2
4,97,4,50,normal,4,3
5,86,3,50,uniform,0.5,2
6,398,3,100,normal,1,2
7,105,4,100,normal,0.5,3
8,221,3,100,uniform,1,1
9,449,3,300,even_discrete,0.5,1
10,575,4,100,even_discrete,0.5,1
11,290,2,300,uniform,2,3
12,339,3,300,uniform,0.5,1
13,41,4,100,uniform,0.5,2
14,99,1,50,even_discrete,0.5,3
15,308,4,300,lognormal,1,1
16,475,2,100,even_discrete,2,2
17,345,2,300,normal,0.5,2
18,321,1,100,uniform,2,3
19,570,3,300,uniform,1,1
20,192,3,300,normal,2,1
21,373,3,300,normal,4,2
22,339,3,300,uniform,0.5,1
23,353,1,100,lognormal,4,3
24,547,2,50,normal,4,3
25,459,3,50,lognormal,4,3
26,557,4,300,lognormal,0.5,1
27,40,1,50,normal,4,3
28,33,3,50,even_discrete,4,2
29,100,1,100,even_discrete,1,3
30,495,2,50,uniform,2,1
31,183,1,50,uniform,2,2
32,95,4,50,lognormal,1,2
33,480,1,100,even_discrete,2,1
34,39,3,100,uniform,2,2
35,396,2,100,uniform,1,1
36,355,4,300,uniform,1,2
37,133,1,50,lognormal,4,3
38,503,4,300,lognormal,2,2
39,20,2,50,even_discrete,1,2
40,339,3,300,uniform,0.5,1
41,254,1,300,normal,2,1
42,90,3,100,normal,1,1
43,334,4,50,lognormal,2,3
44,352,4,300,even_discrete,4,1
45,281,3,50,even_discrete,2,1
46,512,4,50,uniform,0.5,3
47,382,3,50,lognormal,1,3
48,258,4,300,lognormal,4,1
49,369,2,300,lognormal,4,2
50,170,1,300,lognormal,1,2
51,58,1,100,lognormal,4,2
52,573,2,100,uniform,0.5,2
53,508,3,100,even_discrete,0.5,2
54,496,4,50,lognormal,2,1
55,440,4,300,even_discrete,2,1
56,570,3,300,uniform,1,1
57,518,3,50,uniform,4,1
58,256,2,100,uniform,1,2
59,368,3,300,lognormal,0.5,1
60,260,4,50,normal,1,2
61,477,1,50,lognormal,2,2
62,517,3,100,even_discrete,1,1
63,124,4,300,lognormal,0.5,3
64,1,2,300,lognormal,4,3
65,287,4,100,lognormal,0.5,3
66,368,3,300,lognormal,0.5,1
67,99,1,50,even_discrete,0.5,3
68,357,3,100,uniform,4,3
69,33,3,50,even_discrete,4,2
70,537,4,300,uniform,0.5,3
71,515,4,50,normal,1,1
72,384,4,100,even_discrete,1,2
73,340,3,50,lognormal,2,1
74,462,3,100,lognormal,2,2
75,352,4,300,even_discrete,4,1
76,356,3,50,lognormal,1,1
77,467,2,100,even_discrete,4,2
78,443,3,50,normal,2,3
79,406,2,300,normal,4,3
80,213,2,300,normal,2,2
81,349,4,300,normal,4,1
82,72,1,300,even_discrete,0.5,2
83,508,3,100,even_discrete,0.5,2
84,152,1,100,normal,4,1
85,388,4,50,normal,2,3
86,567,4,50,uniform,1,3
87,327,4,300,normal,1,1
88,333,4,50,lognormal,0.5,1
89,281,3,50,even_discrete,2,1
90,227,2,300,normal,2,3
91,215,2,100,lognormal,4,1
92,290,2,300,uniform,2,3
93,221,3,100,uniform,1,1
94,411,2,300,lognormal,2,1
95,242,4,100,uniform,2,1
96,298,1,300,normal,1,1
97,52,4,100,uniform,0.5,1
98,534,3,300,lognormal,1,2
99,373,3,300,normal,4,2
100,341,1,300,uniform,2,3
101,498,1,50,lognormal,2,3
102,272,4,100,normal,2,1
103,390,1,50,uniform,1,2
104,207,2,50,normal,4,1
105,114,1,100,normal,4,3
106,398,3,100,normal,1,2
107,82,2,300,lognormal,1,1
108,41,4,100,uniform,0.5,2
109,403,3,100,lognormal,1,3
110,389,4,300,even_discrete,0.5,3
111,246,2,100,even_discrete,0.5,2
112,541,1,100,lognormal,4,1
113,122,4,50,normal,4,1
114,370,1,50,uniform,0.5,1
115,441,3,50,uniform,2,2
116,505,2,300,uniform,0.5,2
117,355,4,300,uniform,1,2
118,160,3,300,even_discrete,1,1
119,543,4,300,normal,0.5,2
120,111,1,100,lognormal,1,1
121,164,4,50,normal,1,3
122,388,4,50,normal,2,3
123,573,2,100,uniform,0.5,2
124,283,4,50,uniform,2,1
125,355,4,300,uniform,1,2
126,64,3,300,even_discrete,1,2
127,45,3,100,even_discrete,0.5,1
128,562,1,100,uniform,1,3
129,195,3,300,uniform,2,1
130,93,2,300,normal,4,1
131,53,1,50,lognormal,4,1
132,274,2,100,lognormal,4,3
133,488,1,50,lognormal,1,2
134,154,4,300,uniform,4,1
135,221,3,100,uniform,1,1
136,363,4,300,lognormal,4,2
137,552,4,100,normal,0.5,1
138,170,1,300,lognormal,1,2
139,351,3,50,lognormal,4,1
140,66,3,50,lognormal,4,2
141,308,4,300,lognormal,1,1
142,115,3,300,lognormal,1,1
143,199,2,50,uniform,0.5,1
144,68,3,300,normal,1,3
145,525,2,100,uniform,4,1
146,289,2,300,even_discrete,1,3
147,402,2,50,even_discrete,0.5,1
148,254,1,300,normal,2,1
149,505,2,300,uniform,0.5,2
150,121,3,50,normal,0.5,1
151,174,1,300,even_discrete,2,1
152,75,2,300,even_discrete,4,1
153,557,4,300,lognormal,0.5,1
154,245,1,100,uniform,2,1
155,257,1,50,normal,0.5,3
156,67,3,300,normal,0.5,3
157,561,1,100,lognormal,0.5,1
158,332,1,50,normal,1,3
159,255,2,300,even_discrete,0.5,2
160,237,1,100,normal,2,2
1,43,3,50,normal,4,3
2,10,4,300,even_discrete,1,1
3,510,2,50,normal,1,2
4,285,2,300,uniform,0.5,3
5,49,1,300,normal,4,3
6,526,1,300,lognormal,2,2
7,541,1,100,lognormal,4,1
8,73,4,50,uniform,2,2
9,198,4,50,uniform,4,1
10,393,2,300,lognormal,1,3
11,401,4,300,even_discrete,1,3
12,384,4,100,even_discrete,1,2
13,435,3,100,lognormal,4,1
14,154,4,300,uniform,4,1
15,49,1,300,normal,4,3
16,479,1,100,normal,1,3
17,162,4,300,lognormal,2,3
18,203,2,50,lognormal,1,2
19,411,2,300,lognormal,2,1
20,408,2,300,lognormal,0.5,3
21,242,4,100,uniform,2,1
22,356,3,50,lognormal,1,1
23,505,2,300,uniform,0.5,2
24,400,3,50,even_discrete,0.5,1
25,461,2,100,normal,1,2
26,135,2,300,normal,1,3
27,506,3,100,uniform,0.5,1
28,350,1,300,uniform,0.5,3
29,431,2,100,lognormal,2,3
30,400,3,50,even_discrete,0.5,1
31,140,2,300,even_discrete,4,2
32,195,3,300,uniform,2,1
33,408,2,300,lognormal,0.5,3
34,576,1,100,even_discrete,0.5,1
35,426,3,50,lognormal,2,3
36,175,1,300,even_discrete,4,2
37,61,2,50,even_discrete,0.5,3
38,494,2,100,normal,0.5,1
39,518,3,50,uniform,4,1
40,162,4,300,lognormal,2,3
41,252,2,100,lognormal,0.5,1
42,196,4,300,uniform,0.5,1
43,324,3,50,normal,1,3
44,221,3,100,uniform,1,1
45,479,1,100,normal,1,3
46,487,2,100,lognormal,4,2
47,114,1,100,normal,4,3
48,286,3,50,uniform,1,1
49,28,4,100,uniform,2,3
50,519,3,100,even_discrete,4,2
51,232,4,50,uniform,0.5,2
52,77,3,100,even_discrete,1,3
53,198,4,50,uniform,4,1
54,77,3,100,even_discrete,1,3
55,353,1,100,lognormal,4,3
56,438,2,50,lognormal,4,1
57,312,1,50,lognormal,1,1
58,506,3,100,uniform,0.5,1
59,473,4,300,normal,4,3
60,51,3,300,uniform,0.5,3
61,76,2,300,normal,0.5,1
62,520,1,50,lognormal,0.5,1
63,195,3,300,uniform,2,1
64,511,1,100,even_discrete,2,2
65,335,2,50,normal,1,3
66,300,1,300,uniform,1,3
67,313,4,100,lognormal,1,3
68,241,1,100,lognormal,1,3
69,268,1,100,uniform,4,2
70,357,3,100,uniform,4,3
71,166,2,50,uniform,2,3
72,386,1,100,normal,0.5,1
73,402,2,50,even_discrete,0.5,1
74,7,4,50,normal,4,2
75,109,1,100,lognormal,2,2
76,61,2,50,even_discrete,0.5,3
77,120,1,300,uniform,0.5,1
78,9,1,50,even_discrete,1,1
79,390,1,50,uniform,1,2
80,154,4,300,uniform,4,1
81,166,2,50,uniform,2,3
82,91,4,50,even_discrete,2,1
83,98,4,50,uniform,4,2
84,24,3,300,uniform,1,2
85,393,2,300,lognormal,1,3
86,508,3,100,even_discrete,0.5,2
87,218,3,100,lognormal,0.5,1
88,13,1,300,even_discrete,1,3
89,332,1,50,normal,1,3
90,86,3,50,uniform,0.5,2
91,543,4,300,normal,0.5,2
92,306,1,300,normal,2,3
93,61,2,50,even_discrete,0.5,3
94,64,3,300,even_discrete,1,2
95,176,2,100,normal,1,1
96,206,4,50,lognormal,0.5,2
97,60,1,100,lognormal,0.5,2
98,27,3,50,even_discrete,4,1
99,246,2,100,even_discrete,0.5,2
100,34,3,50,lognormal,1,2
101,253,2,50,uniform,4,2
102,270,3,50,uniform,0.5,1
103,391,4,50,even_discrete,4,1
104,463,4,100,uniform,1,1
105,334,4,50,lognormal,2,3
106,62,4,50,even_discrete,0.5,2
107,471,4,50,even_discrete,0.5,3
108,69,1,300,lognormal,4,2
109,345,2,300,normal,0.5,2
110,372,2,50,lognormal,1,1
111,560,4,100,lognormal,4,2
112,39,3,100,uniform,2,2
113,402,2,50,even_discrete,0.5,1
114,436,1,50,lognormal,2,1
115,552,4,100,normal,0.5,1
116,238,2,300,lognormal,1,2
117,394,3,100,even_discrete,4,1
118,245,1,100,uniform,2,1
119,192,3,300,normal,2,1
120,524,4,100,even_discrete,0.5,3
121,302,2,50,even_discrete,2,2
122,539,1,300,even_discrete,1,2
123,201,3,100,even_discrete,1,2
124,93,2,300,normal,4,1
125,451,2,100,normal,2,1
126,550,3,50,normal,4,2
127,210,1,100,uniform,2,2
128,184,3,100,lognormal,4,3
129,7,4,50,normal,4,2
130,223,3,300,even_discrete,1,3
131,216,3,300,uniform,1,3
132,114,1,100,normal,4,3
133,394,3,100,even_discrete,4,1
134,189,3,300,lognormal,0.5,3
135,294,1,50,normal,2,2
136,506,3,100,uniform,0.5,1
137,534,3,300,lognormal,1,2
138,61,2,50,even_discrete,0.5,3
139,341,1,300,uniform,2,3
140,556,4,300,uniform,1,3
141,350,1,300,uniform,0.5,3
142,211,1,50,uniform,0.5,3
143,508,3,100,even_discrete,0.5,2
144,80,4,300,even_discrete,2,3
145,552,4,100,normal,0.5,1
146,157,4,100,normal,1,2
147,97,4,50,normal,4,3
148,218,3,100,lognormal,0.5,1
149,118,1,50,lognormal,1,3
150,355,4,300,uniform,1,2
151,345,2,300,normal,0.5,2
152,319,4,300,normal,1,2
153,423,3,300,even_discrete,2,2
154,97,4,50,normal,4,3
155,358,3,50,even_discrete,1,2
156,529,4,300,uniform,1,1
157,51,3,300,uniform,0.5,3
158,475,2,100,even_discrete,2,2
159,122,4,50,normal,4,1
160,80,4,300,even_discrete,2,3
1,109,1,100,lognormal,2,2
2,121,3,50,normal,0.5,1
3,394,3,100,even_discrete,4,1
4,162,4,300,lognormal,2,3
5,238,2,300,lognormal,1,2
6,395,2,100,uniform,1,3
7,256,2,100,uniform,1,2
8,58,1,100,lognormal,4,2
9,469,2,50,uniform,1,1
10,555,3,50,normal,2,1
11,240,3,50,normal,0.5,2
12,117,1,300,normal,2,2
13,282,2,50,even_discrete,1,1
14,431,2,100,lognormal,2,3
15,491,2,50,uniform,1,2
16,413,4,100,uniform,1,2
17,518,3,50,uniform,4,1
18,49,1,300,normal,4,3
19,550,3,50,normal,4,2
20,4,4,100,uniform,0.5,3
21,510,2,50,normal,1,2
22,257,1,50,normal,0.5,3
23,356,3,50,lognormal,1,1
24,436,1,50,lognormal,2,1
25,145,1,100,even_discrete,4,2
26,174,1,300,even_discrete,2,1
27,384,4,100,even_discrete,1,2
28,334,4,50,lognormal,2,3
29,206,4,50,lognormal,0.5,2
30,352,4,300,even_discrete,4,1
31,37,3,100,normal,0.5,1
32,255,2,300,even_discrete,0.5,2
33,562,1,100,uniform,1,3
34,369,2,300,lognormal,4,2
35,58,1,100,lognormal,4,2
36,45,3,100,even_discrete,0.5,1
37,204,3,100,normal,4,1
38,529,4,300,uniform,1,1
39,392,4,300,uniform,2,3
40,243,2,50,normal,4,2
41,513,3,300,uniform,4,2
42,268,1,100,uniform,4,2
43,295,1,50,uniform,4,2
44,116,2,50,lognormal,0.5,2
45,73,4,50,uniform,2,2
46,188,1,100,even_discrete,2,3
47,31,3,100,even_discrete,2,2
48,498,1,50,lognormal,2,3
49,11,1,100,normal,1,2
50,80,4,300,even_discrete,2,3
51,282,2,50,even_discrete,1,1
52,392,4,300,uniform,2,3
53,315,1,50,normal,1,1
54,185,1,100,uniform,4,3
55,192,3,300,normal,2,1
56,45,3,100,even_discrete,0.5,1
57,89,2,100,normal,4,2
58,249,1,300,lognormal,2,1
59,182,2,50,even_discrete,2,3
